source_id	path	sha256
S01	CURRENT_SCIENTIFIC_PREMISES.tsv	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf
S02	udt_finite_reciprocal_quotient_lift_audit_2026-07-27/EXACT_DERIVATION.md	c656c0731ba22c9a04413d91e6cd8da1b2a92def5c831f7dc65695ae4077deab
S03	udt_finite_reciprocal_quotient_lift_audit_2026-07-27/DERIVATION_RESULT.json	e73e11aff277a0dd399a125faad8602024fd3291c2117c9e568c338e2228937f
S04	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CONFIGURATION_STRATUM_UNIVERSE.tsv	fc67b30b41a476a6047b1b9e72898e05aa0bb87404ecb302aad25bd49de8c868
S05	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_UNIVERSE.tsv	7428ea40a43532ab8c9ff8b333c30873c48d9991a2e8f91a0adae1455ca5553f
S06	udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d
S07	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_UNIVERSE.tsv	284b39437d484df81eb990651d7910eb48f4dda71820683d1a9c3f3da4c46ae3
S08	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18
S09	udt_twisted_s3_killing_algebra_audit_2026-07-27/KILLING_STRATUM_UNIVERSE.tsv	2b77a734bb2d3ec5cb2fb1569fd8edfbece3763806ac36a475a3626d8da8aaab
S10	udt_twisted_s3_killing_algebra_audit_2026-07-27/EXACT_DERIVATION.md	1a8ad61e0f7211aa148b83970e3475a69438dc8df13d358997daee424808359e
S11	udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	8bce36da89ba3a5e771b9478eb42634a518fa4626c0ae7f008ef234db0c031fa
S12	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	8e3de52c571b953ca878c6459235ff1487fb4d16029a33e7cb279cead980170b
S13	udt_reduced_holonomy_condition_audit_2026-07-27/EXACT_DERIVATION.md	742f40eaa45439ae195f0eb62c832aa24d02b57911d44eeb3002e28433236dbb
S14	udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CONCRETE_REPRESENTATIVE_ATLAS.tsv	0d95942eac64ddc76e1de6b15a13f6fc8331c2a3b8d6466e18e776ac43e5a194
S15	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/COMPLETION_UNIVERSE.tsv	d671ca8836b0a53c572494c89fdbc7c166546dfaa91ad8a85e2930a195bc6d6f
S16	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/EXACT_DERIVATION.md	44859e5a05c723071b7e0a5aa5f3074ffe54a1726011cd6ce4e4b7e2fe99aa56
S17	udt_metric_native_selector_rank_closure_audit_2026-07-27/EXACT_DERIVATION.md	1ddf7de6d1b873017445632e329a1602ac32ca7bb429df27028b871366601b98
