path	bytes	sha256
ACTIVE_REGRADE_UNIVERSE.tsv	1469372	487fcdf72aff5cbe6594fc1ce9ed68323d4f20f0640c67db2507857c7cf7ceca
ACTIVE_REGRADING_LEDGER.tsv	2420383	f123d04279770815396988ab683edd6b71806570bc15705cda4aae50795d9f25
AUDIT_REPORT.md	8130	e50a2a65b673f839b2187f78ce0dcb6488394259ac2dd05d888f45819ae63584
CLASSIFICATION_SCHEMA.tsv	1630	502f2a41044c81ab0be5660d04360ccb5b6845e8dfe0cc477eaf207f9916f060
COLD_REVIEW_REPAIR_REQUEST.md	1341	8bf423b9324e678432dd71fb664148123f627a6b0baf299bf91e9b0815a58b87
COLD_REVIEW_REPAIR_RETURN.md	3016	f8331df16df17e64d99bedd675b13f0d0ad383372a17f716d77661a6508b935d
COLD_REVIEW_REPAIR_TRANSCRIPT.txt	302946	ebf88a96169a7ded52d3209a39b9b33d5d8bf9e6c34e4eccfd9424260277dc03
COLD_REVIEW_REQUEST.md	1966	cd2a0749ef4b2f345ae8cb3c37aa9c432a620edfaa807dcede6080ad138b2c6b
COLD_REVIEW_RETURN.md	2742	420902c42134d504f9605bc724dd6572bad5db6d397c603ba37e3784825c9a09
COLD_REVIEW_TRANSCRIPT.txt	290915	bfa51190fed9d14a80e266c479a918bb8f11a2e72d944c5275403659757c9f0f
COMPLETENESS_MAP.md	1250	9261313e6a1919c363232949302399c74536f9c1c39588fa72ecb1a988bf42e7
CONTROL_CORRECTION_LEDGER.tsv	1605	f4c34327061c6a717d4f3d163f1c4036d867a07be3f24928d54fdcc21a70446f
DATE_RULE_ADJUDICATION.tsv	90232	908bd61d95a10dfb861a00430249a1b783b44d19e8f51ce611d8ab8bfd96f993
DATE_RULE_ADJUDICATION_SUMMARY.json	244	8589c2e8b919aaa86ecfe8e5ae4d7690fd385b7673dbe0fabfbd54f004941189
FALSIFICATION_CONTRACT.tsv	1451	337936b1485ccd4eff46fe5f8f7a520872fb9128b0ff0f0c514716baf108d546
FAMILY_COUNTS.tsv	1468	6be8857a930f978a13e5b1e17fa163d051e3736e1e82e41edb5cfd634aca4b45
FROZEN_UNIVERSE.json	1349	363a7920b3cb181a97e78f9d8caebb3e25f4a2e0f7b779317b17ccc62cb01a61
FULL_EXPOSURE_CENSUS.tsv	1641306	23e8af3a8a44be95bae06c3ad924cb47473cde2cbf5ebc7ff240bdcc597a5d0a
LAY_REPORT.md	2195	52e97dfc112700da942c05854ed326c90d7462314ef9a4b767c35d6688f66735
LOAD_BEARING_CLAIM_REGRADING.tsv	6416	64f8f451c4bc9b7f085546c7b19c20767e22483ce921b4c2425713d211eccb3c
LOAD_BEARING_SOURCE_LOCATORS.tsv	4500	fbf5391f9b430c4bf0275c6982eb1013fab83dcb55c46ceb5e7f2f6c0d549d0d
MISDIRECTION_ROOT_CAUSE_LEDGER.tsv	3573	7d13e16efbfa99b0de178343275023bbd62c6f15c79e99dc57aaf94f6c53b424
NEGATIVE_REGRADING.tsv	1012	997fe1ccde6bda9abe853cdb063f0db2122ac18c3cce21f7bf72517c3e22b89d
POST_CORRECTION_SOURCE_LOCATORS.tsv	751	905a87179298b70dacdac06f984b00db51eeb5d9bf57086f4f1b6b5fc13aaf6f
POST_REVIEW_CORRECTION_PREREGISTRATION.md	2163	272c89ab43baca5f1d2bc5e2779adf8b223d31b8da815a055f080f3df71fded4
PREMISE_LEDGER.tsv	1647	3eea4d7098984a7a2c15a63dde864ad9537cc310394294178bd4c7567c93bb05
PREREGISTRATION.md	3823	8f2bda12f8179c34f33f564dd372abefecd2a298f2d779d8d7a17637e1e3686b
REGRADING_SUMMARY.json	726	eb531dd7c85331595852111795d7c56d0f366a9432649174ea6e1a5ef3b63898
REPOSITORY_GATES.json	403	859d1dc639f168d110ddc5b8718fd5454120f19825f7f5068ac9c87cbae19916
RERUN_01_verify_udt_reciprocal_c_postulate.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_01_verify_udt_reciprocal_c_postulate.stdout	1591	f4c74d257b837cf84ce6104e2df33254c07b2b5a1e32ff2e653fbe84510ea9bc
RERUN_02_derive_observer_pair_clock_operator.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_02_derive_observer_pair_clock_operator.stdout	558	16dd9060b5a8d82d13316d12a92985695942ba8b98115762ee10647f2776f7ac
RERUN_03_verify_observer_pair_clock_operator_independent.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_03_verify_observer_pair_clock_operator_independent.stdout	56	3297842b584c9cf351ffe94fe2f93df98d1940f873a6bdf5574f1304b152d6ec
RERUN_04_derive_relational_pair_depth.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_04_derive_relational_pair_depth.stdout	833	77735931dda61019564b70e9b6e0e109b96241acb80212f91e3b45d28e7fbece
RERUN_05_verify_relational_pair_depth_independent.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_05_verify_relational_pair_depth_independent.stdout	56	14b75cd377a27b0dfd1b7ffef62fe4d1fce648f1a79d0644c037bf10bc20a407
RERUN_06_derive_comparison_map.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_06_derive_comparison_map.stdout	1314	711854dc4638395c6419d82b3e1f01b3a1382d15b0322bd6845071d5c8ef74f9
RERUN_07_verify_comparison_map_independent.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_07_verify_comparison_map_independent.stdout	462	aebcdd77ab0629e9ea1f266653be08020a1f9741337b4733ce0b19161ee63177
RERUN_08_derive_global_ownership.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_08_derive_global_ownership.stdout	2360	da4ed42699e0e0cb17d3fa88f73593b04d85e053a0f38183a76e73ea8179218f
RERUN_09_independent_global_ownership.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_09_independent_global_ownership.stdout	2076	73685af0446378a19a65128d3056016fab0d07f7577e10847be8e6479cdaf137
RERUN_10_derive_founding_ownership.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_10_derive_founding_ownership.stdout	1908	7b1e7c5b8a574a3e800b0c607d336ee29b8690febe09461e697978a0874229d7
RERUN_11_independent_founding_ownership.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
RERUN_11_independent_founding_ownership.stdout	1146	72b06081e7c43575164d382c6f8d9c6f7b410f15cc3c6141d645cbf242e66a11
RERUN_CONTRACT.md	2300	186730d532455cbf31fa54acd65d1777559af46de8a93a6205a67bc1ac004ced
RERUN_RESULT.json	6928	20ebe1f7b04abf21e6c0f607c6800aebbb5bcca9fe2ae4c2e36eb946af31f62e
SEMANTIC_FAMILY_RULES.tsv	14400	1ef0e588e62e13368f28ff49d1609b9d4889eeaf11628a3327e101da58623d2a
UNIVERSE_SUMMARY.json	401	d030ae988ab36adce9a0a00d3060237a4d24018d827e403ee19743670d97e9ea
UNRELATED_UNTRACKED_METADATA.tsv	11034	236c7cf1b8f7926330650390173f8379cff24a95600e00a2f3eb2219073675d9
VERIFICATION_RESULT.json	797	75c47a311b20a9e9b13a487188bc0e7daaddf3b2021df9c7c33fa407fe3f84fd
build_candidate_universe.py	9705	d41b40a7e1e6c4e434cb17a5b2dace49a2729903898dbc17e79ca03368bd3b90
build_post_review_date_adjudication.py	5046	006b3b822b404df350181f08e4178cf7409b1ef80c8239ebd707d7f4afd81710
build_regrading.py	5721	8c6801cc8db4da73e2eb92ac4c83cdb58f033f965afb915822f15771123e03fd
freeze_universe.py	2635	7f0cf958b0cc95ea10bb09614199fca278e7915b8c9c4cac0cf38762cf105399
rerun_load_bearing.py	4035	f33e2a3a6f506a48582384550f480fec6890f56dd8be2c8d98541efa38ffcff1
verify_package_manifest.py	1047	c0dfd75cc672ac680194ab7d9b6492ecac9523d40e229208f63ad24809a3fe7e
verify_regrade.py	13372	caf24c99c7929ffa984663b04a8c60bf6c843127b58b8c6baf08ce248112bb72
verify_regrade_independent.py	4125	085924d2e6a16a6cf69451061814baaefec6abdc54cecd1b572345b327f5c38d
verify_repository_gates.py	6029	86c82a1dba3855be8cded8ea617be8fc87bb5afe98b8b79fb2e3b0fc3dfdbff2
