path	role
udt_killing_plane_strata_transition_audit_2026-07-28/PREREGISTRATION.md	frozen_contract
CURRENT_SCIENTIFIC_PREMISES.md	premise_precedence
CURRENT_SCIENTIFIC_PREMISES.tsv	premise_statuses
verify_current_scientific_premises.py	premise_verifier
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	frontier_context
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	carrier_and_Hopf_scope
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/AUDIT_REPORT.md	direct_parent_result
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/EXACT_DERIVATION.md	direct_parent_algebra
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/DERIVATION_RESULT.json	direct_parent_machine_result
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/BRANCH_COMPATIBILITY_ATLAS.tsv	direct_parent_branches
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/PREMISE_LEDGER.tsv	direct_parent_premises
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/derive_intrinsic_ruler_descent.py	direct_parent_implementation
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	full_screen_scope
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	full_screen_algebra
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	full_screen_machine_result
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	old_rank3_witness_scope
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_UNIVERSE.tsv	old_rank3_candidate_definitions
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	old_rank3_exact_endpoints
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/derive_intrinsic_pair_witness.py	old_rank3_production_route
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/exact_invariant_jets.py	old_rank3_exact_curvature_route
