path	sha256	base	role	result
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/SHA256SUMS.txt	446afe02a744fc08944f0ef6b0ed9aac743f764be0e8a88e9181251d23535275	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/AUDIT_REPORT.md	af46acd9d3a400861155762ee2ae4a7b1166b41ebf6a6810e5069ca50dc6a97a	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/STATUS_LEDGER.tsv	86716597305b9b3deaa11814b3c2d9cfb04b1babb36841fd7be934732f235211	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/EXACT_DERIVATION.md	a59ccc38cb39a26b1371de9d9794254e0787348efad6537292e7d036f66e12f1	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/COMPLETION_WALL_CROSSING_ATLAS.tsv	a7d62cd29424cfc03be86584fd0878283e529c823bc7bda1dca974654fbea693	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_dual_systole_global_transport_audit_2026-07-24/SHA256SUMS.txt	f26f1b1a126adb36b27b3b9dc31b01cb4ddd8f0729fff9adf9a415fd4fc1340d	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_dual_systole_global_transport_audit_2026-07-24/AUDIT_REPORT.md	a60dbce9e8908436b5038001be015c6a8b9d019cb74256cf63091f3f92f54582	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_dual_systole_global_transport_audit_2026-07-24/STATUS_LEDGER.tsv	fb84a1f9343efbb0d7e1f80554eafa9d67ca7f4095766c7f42ae2cb8cafdfd8e	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_dual_systole_global_transport_audit_2026-07-24/EXACT_DERIVATION.md	1322be1a174b7ba19677004e77ff6bf537060fa722dfdb7c8f0dc12b4f86f406	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_dual_systole_global_transport_audit_2026-07-24/GLOBAL_TRANSPORT_ATLAS.tsv	ccac1057e0e734768161f334d53005f41aff9b8aeedbd3713b1c937c3c0e1a59	a93f928f66d260bee1df1a9c5156269afa1952b7	PARENT_SHORTEST_SET_AND_WALL_THEOREM	PASS_BYTE_IDENTICAL
udt_pre_density_substrate_response_atlas_2026-07-24/SHA256SUMS.txt	90ca8ecb0d9816e888860453f5a7702e86e650facb962affbc15e27ee7911595	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
udt_pre_density_substrate_response_atlas_2026-07-24/LOCAL_OBJECT_ATLAS.tsv	405e99fcef048283bda1c4ba916d1f90d046603c10b0fbc9e5d905a442bf4943	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
udt_pre_density_substrate_response_atlas_2026-07-24/TRANSFORMATION_LAW_ATLAS.tsv	48b880f2245dad87ec3535ace570a80e808b5d38cc0cc49ede1ce35ed1b31c85	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
udt_pre_density_substrate_response_atlas_2026-07-24/GLOBAL_DESCENT_ATLAS.tsv	ec4ba925b121525048a3546d652c0f095bf6810a1d3e835cfbf8d79ad5aa802c	a93f928f66d260bee1df1a9c5156269afa1952b7	REGISTERED_COMPLETE_METRIC_OR_COMPLETION	PASS_BYTE_IDENTICAL
udt_coframe_hopf_bridge_audit_2026-07-23/MANIFEST.sha256	ee35787b41fbca774031080c1c12a4c0fe01dc820abdeb444e1977d58bbb0b1b	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
udt_coframe_hopf_bridge_audit_2026-07-23/AUDIT_REPORT.md	6c0260a8539fd80f9191ed6a7948b5b84ab75d25af5af2955b7275e880f8e2a1	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
udt_coframe_hopf_bridge_audit_2026-07-23/STATUS_LEDGER.tsv	5fb7587d6adfd009763b99467446a880d8374ef02f238a24f239c986f9403cb4	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
udt_hopf_realization_deformation_audit_2026-07-23/SHA256SUMS.txt	b1b69eb7a1aa1bfbc747f85d51c59cb835d1206c77a5be81d3eac993ee910e2b	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
udt_hopf_realization_deformation_audit_2026-07-23/AUDIT_REPORT.md	f6bac0e1ecd6366b0f412449291a8166f95369095485f3273ddae2fba8a42f5b	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
udt_hopf_realization_deformation_audit_2026-07-23/GLOBAL_COMPLETION_OUTCOMES.tsv	560b883f856d7f240581e951ae3fcff37e928635771e4191c635611e29b3e03b	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/SHA256SUMS.txt	95b69c6400aa60923126b1be4e84511876475791b49ba47a08d57db115078360	a93f928f66d260bee1df1a9c5156269afa1952b7	CONDITIONAL_HOPF_OR_TORIC_COMPARISON	PASS_BYTE_IDENTICAL
