path	blob	sha256	size	base
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/SHA256SUMS.txt	bb7e754c303c60a7b7f4ea5a8b3e300948f0fab3	446afe02a744fc08944f0ef6b0ed9aac743f764be0e8a88e9181251d23535275	3188	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/AUDIT_REPORT.md	43b522185032719f727e46fa3a9793429e6c402e	af46acd9d3a400861155762ee2ae4a7b1166b41ebf6a6810e5069ca50dc6a97a	6238	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/STATUS_LEDGER.tsv	73a5ae9a5559a0d6a67fbff98590889cba6f4e11	86716597305b9b3deaa11814b3c2d9cfb04b1babb36841fd7be934732f235211	3089	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/EXACT_DERIVATION.md	160d12cb6edd3aea10ebc9a5ae5ce604f7ad4167	a59ccc38cb39a26b1371de9d9794254e0787348efad6537292e7d036f66e12f1	5361	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_dual_systole_wall_crossing_selector_audit_2026-07-24/COMPLETION_WALL_CROSSING_ATLAS.tsv	aff508b52d8e40ae17c9fd51673150216171b3ad	a7d62cd29424cfc03be86584fd0878283e529c823bc7bda1dca974654fbea693	1148	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_dual_systole_global_transport_audit_2026-07-24/SHA256SUMS.txt	7814e7a4914f64dd5c6a34066393b462959aeeb2	f26f1b1a126adb36b27b3b9dc31b01cb4ddd8f0729fff9adf9a415fd4fc1340d	3174	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_dual_systole_global_transport_audit_2026-07-24/AUDIT_REPORT.md	5a8ac7ca1190fed19400295e67e45567bab623b0	a60dbce9e8908436b5038001be015c6a8b9d019cb74256cf63091f3f92f54582	5188	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_dual_systole_global_transport_audit_2026-07-24/STATUS_LEDGER.tsv	6ac4b94c297f3f6cea512b84f7124244a256badf	fb84a1f9343efbb0d7e1f80554eafa9d67ca7f4095766c7f42ae2cb8cafdfd8e	3197	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_dual_systole_global_transport_audit_2026-07-24/EXACT_DERIVATION.md	72b61fc3b863417c7d61b6bde85971785bd3245b	1322be1a174b7ba19677004e77ff6bf537060fa722dfdb7c8f0dc12b4f86f406	4213	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_dual_systole_global_transport_audit_2026-07-24/GLOBAL_TRANSPORT_ATLAS.tsv	c1ae2bd71be64618b40ebdd0d4124427c15a9a8e	ccac1057e0e734768161f334d53005f41aff9b8aeedbd3713b1c937c3c0e1a59	3000	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_pre_density_substrate_response_atlas_2026-07-24/SHA256SUMS.txt	8af6165fa7a7fa6773771d26b24b198a07e2b478	90ca8ecb0d9816e888860453f5a7702e86e650facb962affbc15e27ee7911595	3643	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_pre_density_substrate_response_atlas_2026-07-24/LOCAL_OBJECT_ATLAS.tsv	bb306a6a0135604e5bc9e78f60374df6bc1dd993	405e99fcef048283bda1c4ba916d1f90d046603c10b0fbc9e5d905a442bf4943	2573	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_pre_density_substrate_response_atlas_2026-07-24/TRANSFORMATION_LAW_ATLAS.tsv	ce2971d25df6ed029c861aa5262bd099ddcb876f	48b880f2245dad87ec3535ace570a80e808b5d38cc0cc49ede1ce35ed1b31c85	1852	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_pre_density_substrate_response_atlas_2026-07-24/GLOBAL_DESCENT_ATLAS.tsv	d322a27e87eddc0d5adda5c92229b03299201906	ec4ba925b121525048a3546d652c0f095bf6810a1d3e835cfbf8d79ad5aa802c	4591	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_coframe_hopf_bridge_audit_2026-07-23/MANIFEST.sha256	bc481124ad4a6c19379dc90dd7b41f7f8086f075	ee35787b41fbca774031080c1c12a4c0fe01dc820abdeb444e1977d58bbb0b1b	3252	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_coframe_hopf_bridge_audit_2026-07-23/AUDIT_REPORT.md	226bd5d784f3179c3c1e3b0bec8ffc176d4d0a89	6c0260a8539fd80f9191ed6a7948b5b84ab75d25af5af2955b7275e880f8e2a1	10797	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_coframe_hopf_bridge_audit_2026-07-23/STATUS_LEDGER.tsv	9f4ba562bd6925c10f1a757760b97659b76a91db	5fb7587d6adfd009763b99467446a880d8374ef02f238a24f239c986f9403cb4	2648	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_hopf_realization_deformation_audit_2026-07-23/SHA256SUMS.txt	075a9c61ffd3893f76d4394d011c16d7f94c11a2	b1b69eb7a1aa1bfbc747f85d51c59cb835d1206c77a5be81d3eac993ee910e2b	2075	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_hopf_realization_deformation_audit_2026-07-23/AUDIT_REPORT.md	b64a1b5eea61f2df3d0a4e1734613c2235af7200	f6bac0e1ecd6366b0f412449291a8166f95369095485f3273ddae2fba8a42f5b	8020	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_hopf_realization_deformation_audit_2026-07-23/GLOBAL_COMPLETION_OUTCOMES.tsv	e40e0e52451c76e096cf06d0ae120f12f9561488	560b883f856d7f240581e951ae3fcff37e928635771e4191c635611e29b3e03b	3058	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/SHA256SUMS.txt	64831837e088b9cdd434997dabf711653f3fb636	95b69c6400aa60923126b1be4e84511876475791b49ba47a08d57db115078360	1807	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/DEPENDENCY_MATRIX.tsv	24bb7f2a6612c7bd55ed8a7de60562b84d0cc0f2	6499c5385f4a920346c43dd7e9d083e29c18bc860af2f624614b6c27a3dcd3ac	3787	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_complete_metric_intrinsic_object_audit_2026-07-23/MANIFEST.sha256	0a77993fd20cb0345ec3873bdf5a11599cce4505	1857bde1fff72829487f56ddd9fb461a2d9cad7b777a51baa125529713c8bfd4	3353	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	43bc88afd8cabc055422d958490eadc2a18cad42	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	11332	a93f928f66d260bee1df1a9c5156269afa1952b7
udt_complete_metric_intrinsic_object_audit_2026-07-23/BUNDLE_DEPENDENCY_MATRIX.tsv	dc17356e13bf77b2c8dca070ef1a4927f32a6ed8	218bd29f0ff2ba02799bdbdb3900fd299ea58b54d02e8c2a88e2b4a5104e38bc	2161	a93f928f66d260bee1df1a9c5156269afa1952b7
