path	source_ref	blob	sha256	size
udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	41ae13b2d01794988ce8a716e57ce8494c894b6c	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055
udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	9f4beba8d1c4c12b77dc401f6c116fc33b37bd3b	8337c04d5b5b5aac858e980baa937771060bced8db4eecf8362b630d7815f4df	4019
udt_global_metric_assembly_atlas_2026-07-22/CANDIDATE_PROVENANCE_CENSUS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/CANDIDATE_PROVENANCE_CENSUS.tsv	dd07c157a3a2ac1d079b9669052e5ab0e9efac51	23df6c787776b150bed18f35569a2d1faa2bbd3ffd444166ecf239a692a4327c	972
udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	27bac08bb7dcd72b98cd3f042a4e116f441230be	9b7fa3b4d761f36e3c70276450c08c36af264ff67668b8b5b2f1073d7a7bb0a6	33328
udt_global_metric_assembly_atlas_2026-07-22/CATCH_PROOFS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/CATCH_PROOFS.tsv	1169384d48417d7b9ee3776f7eec2a055c58aaad	b48924c0a0e0fdbe6ffd6ff5dd2d54e311f3bdd34a3f25afb651d4c9c51af7e6	1288
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608
udt_global_metric_assembly_atlas_2026-07-22/DENSE_TRANSPORT_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/DENSE_TRANSPORT_ATLAS.tsv	a4084a9f7f25d8f948527005d3a70757a1af38e1	ae0f75607f565f7c09a6b5d6f28b81b6b0abe0ba2c405dff1e2bf9e4ccb97a18	23660
udt_global_metric_assembly_atlas_2026-07-22/DENSITY_BOOTSTRAP_CIRCULARITY_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/DENSITY_BOOTSTRAP_CIRCULARITY_LEDGER.tsv	e98829870066d329465ba90609e47523c6b9affd	c5cd189e2a15d17cdce251b7516719c517ab68574799acf28cc736fecc9ffa9a	1647
udt_global_metric_assembly_atlas_2026-07-22/FINITE_CELL_DISTRIBUTION_SUMMARY.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/FINITE_CELL_DISTRIBUTION_SUMMARY.tsv	d46e1c5c0904c660dee429086b5f2a1c43ee3c87	5488502d449ae7bcb658dc6e05c9bddd3057c45997361341788b8a27c5e85ab8	117931
udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/MOTIF_COMPLETION_ATLAS.tsv	e14bf302a1557b3defcbb630d6f09c6290efc4ae	5319ef65da9f8a6dcf610ebfaee2a5ad8502f639e290eaea34c9cb8c8c0e33ad	15662
udt_global_metric_assembly_atlas_2026-07-22/NUMERIC_MARGIN_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/NUMERIC_MARGIN_LEDGER.tsv	2fbb007771e59411ed5fb57b2bb8f57f94241c44	a7d7070f02fbcbee03c209288d99e048e1c949c8db4fccaca0443436911df637	1377
udt_global_metric_assembly_atlas_2026-07-22/SELECTOR_MATRIX.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/SELECTOR_MATRIX.tsv	b55213992584e8ac17decdd40b18bd00a235c2a9	e8d276cb5ff88b5fa738249de1bdd1d64e09b0de7796c3c95ff67904c3c9ec12	20496
udt_global_metric_assembly_atlas_2026-07-22/SOURCE_LINEAGE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/SOURCE_LINEAGE.tsv	1c4ea0972dc0f7149feefef40e3f72b9cf821eff	3d70c1cf2236bb37b1611643ee32c0adefea380797ca5f7ae385b891e979534a	1280
udt_global_metric_assembly_atlas_2026-07-22/STAGE_GATE_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/STAGE_GATE_LEDGER.tsv	6534fc81e508f59a111a9e7fcfcb33cefba14f7a	1a7df9c246f92547d065a80098c4f3d288e763fbccf84ab6daa5e125ee7cb373	1125
udt_global_metric_assembly_atlas_2026-07-22/STATUS_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/STATUS_LEDGER.tsv	2e406c21a1fc8e73d05578e7288b7ea76f6f1c0b	56b2956a0dbbe01f0e45f56152a29ff7bb50949535bd00e4ebe698a20a14b64a	2339
udt_global_metric_assembly_atlas_2026-07-22/TORUS_MONODROMY_REGISTRY.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_global_metric_assembly_atlas_2026-07-22/TORUS_MONODROMY_REGISTRY.tsv	12c21e3d57cdfca2fff96690762d3fb2b316ddea	48562720a667148a750a0835a58194ca3b411593216059cccbae3fb22e83925a	952
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	7f3274ac8ae12d0a69e0d74f490fe8cc6de8d2fa	e1e25c39cec76910ca9a96a5b9b2b13447de76a34b64deb74e3cf7ace3dbca5d	4168
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/BRANCH_PULLBACK_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/BRANCH_PULLBACK_ATLAS.tsv	ce995e7015054bd09b397e8d3158301a1f3c7ca6	2ee816c6358882c8e001f771462a2f73646ab8ab26248b9416a20251d25d252e	746
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CATCH_PROOFS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CATCH_PROOFS.tsv	4b012551a9394cfdac0c719f679bfbc4f8cbc3d1	5b4d8ead8ca760510d64be3c324bddf4f717ad6f57bad58b5be90bf3ad628557	411
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/COMPLETION_PULLBACK_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/COMPLETION_PULLBACK_ATLAS.tsv	ab6fb44b70fb5c4572c4d35a68a652f380aa009d	9ed3a5b5e181ced2210c8381730d50261eeceda5375f563ccb30cb468ea85176	1869
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CONCRETE_REPRESENTATIVE_ATLAS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CONCRETE_REPRESENTATIVE_ATLAS.tsv	be965965cf025caf900d43f632f0bc2b1c5c0224	0d95942eac64ddc76e1de6b15a13f6fc8331c2a3b8d6466e18e776ac43e5a194	1500
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/DERIVATION_RESULT.json	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/DERIVATION_RESULT.json	0f41e5021b9c58587234c519ed8160ca8a4fe4f2	d6f9801be472579d1c9895fd9a9d89712c8647c7f6d8583a5c6a75fc97e91dbf	4292
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EIGHT_GATE_MATRIX.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EIGHT_GATE_MATRIX.tsv	49e73f53315693d6f89e558f983e41fc71dc10a0	25625eefda0843e9b4b4829a79cd6c29e40d4c28dca5785f6ba9d319c0983227	1035
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EXACT_DERIVATION.md	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EXACT_DERIVATION.md	99c4afaff78e845a4b7661256a2c92ae85e5d165	2d32ea44d12e5ce1d6c24fc2759cceaeb1ed97c9d0aad50bc9d9ddaefcd0685a	5551
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/FALSIFICATION_CONTRACT.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/FALSIFICATION_CONTRACT.tsv	d404325869a34d34f8539897d9741adc59c85b15	2b9cb789eb88c1804cc8561865e1e6c747238af59ef0618beeeeb9642204dc8c	1796
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/HOMOGENEOUS_MOTIF_PULLBACK.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/HOMOGENEOUS_MOTIF_PULLBACK.tsv	34a7097b5b4486d5ff59b8b5d530800aec27e3b0	446d9cacf2a3c29a98fe65edbe51dd4e9949647374ca3d161ab7f487d368d50c	1204
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/PREMISE_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/PREMISE_LEDGER.tsv	00748daea3014cf28477361b198d9e6b7efc0443	7e325b706d0ee42165e6a54cad713d1e96728f4767c7d4b05eac40723dc04976	1367
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/SOURCE_MANIFEST.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/SOURCE_MANIFEST.tsv	488effa435838ebcde926d69dca37a555c6063e7	b7bed592f4bb23d77c994c076c2c6edb29e75012d39d931ff55594bc595b4a4a	2584
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/SOURCE_SCOPE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/SOURCE_SCOPE.tsv	80440ab9558b30d80363b08159baa43c7ddd2a43	d00781dc73c9377023476773bf0cc7b657c3665390683ff3b55acdca796e73a1	2232
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/STATUS_LEDGER.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_branch_founded_pair_pullback_audit_2026-07-26/STATUS_LEDGER.tsv	76762cfed8a7dec9e677fb6ee80c5b33eef092ec	8af07f33599a6e7a7636f968eb0716e1a4f2f82867a173d20d89304265481ae2	1749
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	91f6f69cbe5267f6e12a0576c82153b53e223d84	1e007a15b7071ebe2be45ad2f81a19c4d39a3c0617fe5cf65064ab6e076a976d	5259
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CATCH_PROOFS.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CATCH_PROOFS.tsv	fe805b08ff2b12fc96d08232fed1a2bb944cb571	a2da33a7ceea1c62cf4d0cdf9effc9aa3dee08d0663de5efa1eb6528cb85179f	925
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CONFIGURATION_STRATUM_OUTCOMES.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CONFIGURATION_STRATUM_OUTCOMES.tsv	40c1fb517bd5e1ff470e2c917dded32598e16fcd	3e43b414f590a96ce8534572036528b037164443600e25f9872f3e5c200cb1c8	1035
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CONFIGURATION_STRATUM_UNIVERSE.tsv	53256c399a33904c72bd1148788f5cf11c6427cc:udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CONFIGURATION_STRATUM_UNIVERSE.tsv	2f904f03e66c4e8e5698a6e72b866e72c9d0fbe6	fc67b30b41a476a6047b1b9e72898e05aa0bb87404ecb302aad25bd49de8c868	1366
