sha256	path	role
ff547bb6108fd4dfba9b27f4a2fcba8e16d884ffd43dc712f9f2d487ceff1509	CURRENT_SCIENTIFIC_PREMISES.tsv	exact premise authority before G269
b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founding reciprocal representation
f11744a63faed4a53a0361ef4336afbb56178222b792235213b53fa8cdc02613	udt_g188_complete_coframe_null_jacobi_extension_2026-08-20/EXACT_DERIVATION.md	metric null transport and screen
b53df074105c52b7374fb78051279ba43e23845c2794faf2fec4a694a48e8a16	udt_g190_completed_pair_timelive_frequency_screen_join_2026-08-20/EXACT_DERIVATION.md	completed pair null germ frequency and screen join
02acdfb6f7309192ef728edc615972a395426120bbf2f4593102cef1cd531f8b	udt_g216_observer_event_comparison_clock_rate_ownership_2026-08-22/EXACT_DERIVATION.md	proper-clock event-pair derivative
0e5b33a0c013def973bdca369944d99a84fe278614cae1794e7cb50b56db0f6f	udt_g220_covariant_null_clock_arrow_timelive_lift_2026-08-22/EXACT_DERIVATION.md	covariant null frequency ratio
958158c29b46bfd81189bd5b5b1f39e74fa2267bf1d9ec99dbae6198d4de1da4	udt_g224_shared_event_vertical_carry_2026-08-22/EXACT_DERIVATION.md	metric normalized null-line transport
c0089e3a2ecf05603abbbb5bffaa6174ec09c5c50a84bf4c35ab9a7f9c6040ec	udt_g263_pair_reversal_profile_sign_parity_2026-08-25/EXACT_DERIVATION.md	pair reversal parity
fb7c11ec5b9f31e15cbb6b31738a218465f52c463035cd84b8ecbdb4a9fc1349	udt_g266_covariant_mutual_pair_even_channel_ownership_2026-08-26/EXACT_DERIVATION.md	kernel trace and provisional inverse trace
d13f89c32690b591e3440b29fc84af5d6002bf2b70f00e31f7fcef56c1cfdfac	udt_g268_sech_relation_space_equivalence_and_operational_constraint_2026-08-26/EXACT_DERIVATION.md	reparameterization and independent protocol boundary
ebd088fd2bdd5fdca82242488951c4853629c07127099a78c7db429c09d2a356	udt_g268_sech_relation_space_equivalence_and_operational_constraint_2026-08-26/REPAIR_FOLLOWUP_REVIEW.md	externally accepted G268 evidence boundary
