source_id	path	role
S01	udt_bootstrap_to_local_response_map_audit_2026-07-25/EXACT_DERIVATION.md	controlling_two_arrow_response_architecture_and_density_curvature_result
S02	udt_bootstrap_clock_angular_closure_audit_2026-07-24/AUDIT_REPORT.md	clock_tidal_kernel_projector_and_bootstrap_response_gap
S03	udt_pre_density_substrate_response_atlas_2026-07-24/AUDIT_REPORT.md	angular_metric_lattice_connection_and_conditional_carrier_response
S04	udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	projector_transport_global_completion_and_density_fixed_point_type
S05	udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/AUDIT_REPORT.md	reciprocal_3plus3_global_survival_null_transition_and_density_gap
S06	udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	founded_pair_depth_and_open_complete_extension
S07	udt_macro_phi_angular_xmax_extension_atlas_2026-07-25/AUDIT_REPORT.md	local_and_global_angular_distance_modulation
S08	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	derived_pair_operator_and_open_physical_pair_depth
S09	udt_dual_systole_global_transport_audit_2026-07-24/AUDIT_REPORT.md	continuous_systole_wall_and_global_monodromy_descent
S10	udt_global_local_relational_closure_audit_2026-07-25/AUDIT_REPORT.md	conditional_Hopf_join_and_downstream_action_contract
S11	udt_free_global_seal_transversality_audit_2026-07-21/AUDIT_REPORT.md	moving_boundary_transversality_and_missing_complete_boundary_functional
S12	native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	conditional_carrier_topology_and_native_section_gap
S13	udt_local_selector_holonomy_closure_2026-07-22/AUDIT_REPORT.md	generic_curvature_irreducibility_and_local_selector_gap
S14	udt_reciprocal_pair_global_module_audit_2026-07-24/AUDIT_REPORT.md	full_toric_module_exchange_and_conditional_Hopf_chain
S15	udt_metric_native_nontriviality_connector_audit_2026-07-25/OWNER_HYPOTHESIS.md	frozen_owner_mutual_tuning_hypothesis
S16	udt_metric_native_nontriviality_connector_audit_2026-07-25/CANDIDATE_CONNECTOR_UNIVERSE.tsv	frozen_candidate_universe
