id	path	sha256	role
S01	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	reciprocal_pair_and_metric_block
S02	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21	observer_covariance_and_3plus1_join
S03	udt_metric_pure_frame_rederivation_2026-07-23/AUDIT_REPORT.md	e616102b06e32fbbbc36d189cbc12ff75bec0f4b0341e74192781dd775c81294	complete_metric_parent_and_WRL_scope
S04	udt_two_frame_regime_metric_limit_audit_2026-07-22/AUDIT_REPORT.md	cadc315cbb88fd3b418accada7b075f42883ec1c8ad3f4ac3ab98c7419ae1f8f	clock_connector_and_distance_readouts
S05	udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23/AUDIT_REPORT.md	50e931d7671ae614affb5fd37e2170dc02d013cc306eee32ebb068ea5d7431e3	one_dimensional_actions_and_WRL_readings
S06	udt_xmax_observer_separation_audit_2026-07-24/AUDIT_REPORT.md	0e7d4f0b8a9e70a2f45fac494ce737fa4d0deaf4824940953377fa39f345c3ee	global_pair_diameter_semantics
S07	udt_common_scale_neutrality_provenance_audit_2026-07-24/AUDIT_REPORT.md	98e8fd166e8257e4ad4e40695d05b198c6fc4c1342e39bcfeb013c230a14321d	physical_metric_vs_conformal_ontology
S08	udt_configuration_space_adjacency_atlas_2026-07-22/build_configuration_adjacency_atlas.py	121148082560c9ee17efeac7db942d00130e528db8d6a6155f8df85cefc92ec4	exact_complete_triangular_coframe
S09	udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	global_completion_nonselection
S10	simple_metric_xmax_POSTULATE.md	35bb2a2d6d01cb48287e218902d087cf954e4c9eeda3142f865731742e8e681d	working_hyperbolic_candidate
S11	simple_metric_pantheon_xmax_fit_results.md	c0ccac653a2fbc007256424e286e06dba35275efc05c6575546f5edb6da81b8e	conditional_empirical_calibration_and_shape_failure
