source_id	path	source_ref	git_blob	sha256	size	role
S01	CURRENT_SCIENTIFIC_PREMISES.tsv	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:CURRENT_SCIENTIFIC_PREMISES.tsv	5dad324e3868fde921fb317ad506826460dca83b	36ac290270e5785ec61136542655d194bfb25b6adc7c0aa51aef5c1bcd0f641d	26515	current G42 precedence and exclusions
S02	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/AUDIT_REPORT.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_branch_nonisometric_calibration_transition_audit_2026-08-10/AUDIT_REPORT.md	1e28aa9a83d594e899df637e6f954811b4577593	231cc65aa1570fafcae2049c2b5b6fc1e254afda69ec5c0188861272ef5b0ee8	4380	controlling transition-ownership correction
S03	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md	4a52ada768c25257641e01cfdc3c67b436e8ed82	30b563b30e4ab6ac2af11c77cf28d627fa8dd400f854617cb55be1177e2f723b	9329	carried grading and open M_B type
S04	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/NEXT_STEP.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_branch_nonisometric_calibration_transition_audit_2026-08-10/NEXT_STEP.md	5da582c20d3bbaa03fb6a0aa0878d907460c25b8	aa744b003f03a1e23c0c04c6fd51f89560cd566001c5fbb2adc8302dc2d846ab	940	bounded next gate
S05	udt_three_observer_overlap_calibration_carry_audit_2026-08-10/AUDIT_REPORT.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_three_observer_overlap_calibration_carry_audit_2026-08-10/AUDIT_REPORT.md	225f3fd89902f65d0b7de97771371eb03166a19a	449edc1285661b12cad5fd83986bc96d631159d9ad9c77d97b3a21c3425f530d	2424	matched and mismatched middle-state status
S06	udt_three_observer_overlap_calibration_carry_audit_2026-08-10/EXACT_DERIVATION.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_three_observer_overlap_calibration_carry_audit_2026-08-10/EXACT_DERIVATION.md	3867fe6bbe43bf3df5f1d5887a2719da6af889d1	c691c14076f179c8765f9261521a4f9e2c21ab1e1c3817dfb199085098d13d1c	10789	overlap transition and descent algebra
S07	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	2d52966f9c782e81d00675289fde45d6dcb12cca	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	5642	full-holonomy ruling
S08	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	87c65b8ae7de2ff8928882970d5662adfc158d57	8e3de52c571b953ca878c6459235ff1487fb4d16029a33e7cb279cead980170b	4912	curvature holonomy and nonparallel grading
S09	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOCAL_NABLA_X.tsv	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOCAL_NABLA_X.tsv	f21cfe3a639f87cadc91b49540953f974b83a1cc	3e6d82444d8daf6068ceaa543fca266e945ef314899a42bb45081907216d5efa	1290	exact local obstruction census
S10	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv	dba0eb181e8d923c72936d991490f9675ef35cf9	49dc9a000b9cc036569c68abb98cbea15f25293eda5c3e6d20c935de120c4039	8987	loop return evidence
S11	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	056f2d9f6ab7029c9ac72fbc882e4a733b1b43c6	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	4879	metric-intrinsic clock/ruler ownership
S12	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	7c97260e92963d78861122a5b8174595106427be	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18	6622	complete coframe and intrinsic pair algebra
S13	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/EXACT_DERIVATION.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/EXACT_DERIVATION.md	9f6e9b3b1227e71c707d6ff5606aec83efcce943	ee019298dda60e8d98da6a4e439be397c0b77ed796ed5f3070501445956922a4	8535	projector grading and nonparallel reduction
S14	udt_reciprocal_transport_holonomy_atlas_2026-07-26/EXACT_DERIVATION.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_reciprocal_transport_holonomy_atlas_2026-07-26/EXACT_DERIVATION.md	cf2387ff8e213012856c6c538385178b9bd44109	43dd97b427f5e480f4261a8233cd4fd8966120b8b85998dcf334e265fba893a6	5138	grading stabilizer algebra
S15	udt_killing_plane_strata_transition_audit_2026-07-28/EXACT_DERIVATION.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_killing_plane_strata_transition_audit_2026-07-28/EXACT_DERIVATION.md	44b323cd09d89cf62d667479f4f61476631cedf5	cee1ce90d8af3dcb358b2ca6a56a6f0464b8a5343ff78edb2727a5884efe5649	7606	clock/ruler strata and symmetry ownership
S16	udt_global_relation_family_branch_classification_2026-08-10/AUDIT_REPORT.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_global_relation_family_branch_classification_2026-08-10/AUDIT_REPORT.md	633585e8aa4f28abbc626558724ac81d6e2988f0	21f9dc0e9e390383ad8a3ce88f9d16bb1dab2553db8fc940ffb6b9e28f8a2a71	4490	complete branch-family scope
S17	udt_global_relation_family_branch_classification_2026-08-10/EXACT_DERIVATION.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_global_relation_family_branch_classification_2026-08-10/EXACT_DERIVATION.md	c99cfe4a5dad90be10d6082bca14e5cbfe0a6ac4	bf328179f5e82ad5f133aab84e50f50774f30f82e80d442ebd2d77aa5fffd9fd	5404	branch relation-family algebra
S18	udt_complete_pair_phi_orchestra_audit_2026-08-05/EXACT_DERIVATION.md	e55f22be9dc3f54bbdc7cec9687c2c27282f44aa:udt_complete_pair_phi_orchestra_audit_2026-08-05/EXACT_DERIVATION.md	12376325339939f34f2e9f7602e78a8d1b005b5e	ce96774a1dcdefb690f716a6c69aa6cdf5c155e6cff051137f8efe9b0eb1a77c	10161	complete mixing and scalar-readout guard
