id	path	sha256	role
S01	UDT_NATIVE_ACTION_COLD_PACKET.md	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	founding_reciprocal_premises
S02	udt_observer_depth_angle_transition_audit_2026-07-24/AUDIT_REPORT.md	253c5d7bdddfff30b7a0fbc8dd7d9b200d059eb98199f182f0c4ba6ebc2131a7	immediate_profile_ruling
S03	udt_observer_depth_angle_transition_audit_2026-07-24/DERIVATION_RESULT.json	cf54d48a9c64ededb4e3924750b673e4d8fd0fff4778a5e588639e6889c0adda	immediate_exact_result
S04	udt_observer_depth_angle_transition_audit_2026-07-24/PROFILE_METRIC_LEDGER.tsv	4ea35e117c0766f328d0bfde696cc0f06dac3ff9bc25d0ba09285c1c8f885a0f	profile_candidates
S05	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/AUDIT_REPORT.md	6c5a2d9d699f8e72927ab82fa22490ba64b67483c08581c6d38c8e44cb9216c9	complete_branch_census_ruling
S06	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/EXACT_DERIVATION.md	dc5c91cfa37a19a4187b2807b60394e173cc738090d45f77595ff37f09fa8706	three_calculable_controls
S07	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/FINITE_CELL_TRANSNORMAL_LEDGER.tsv	3088e2470f082ef3e035b3325cd7930cce9590fb8e8302c01f8c123ec734410f	twelve_row_universe
S08	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/EQUATION_FAMILY_SCREEN.tsv	3b4c6641688517c7def4ce7d60632d9a5e332e66026e44b8250ad5bb22308554	twenty_eight_family_universe
S09	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/CALCULABLE_CONTROL_LEDGER.tsv	c4c3cc0c1c444c3264ba1de8686c9314a0e7bb86fd48ec12553e7ba3de26418b	registered_B_and_distance_controls
S10	udt_clock_angular_solder_regularity_audit_2026-07-24/AUDIT_REPORT.md	d37a1ce3c609f6b715404b59fe460e8bb9d490a57d8184595a1d6d89917e110b	same_scalar_solder_obstruction
S11	udt_clock_angular_solder_regularity_audit_2026-07-24/EXACT_DERIVATION.md	efa022d732f32b0dfee8bfe0215117951211e5774de8b1fe2880840f62fa95f3	positive_kappa_round_family
S12	udt_directional_observer_pair_distance_audit_2026-07-24/AUDIT_REPORT.md	f99b49deef14258ed43da2bc8e8de1700ca656f334ac4ab59be08a5ffd0ddd56	observer_pair_diameter_availability
S13	udt_metric_native_observer_separation_asymptote_audit_2026-07-24/EXACT_DERIVATION.md	de903362b66420798dd726d0642e8fee0400f1243ac553968635dc5719bf0239	transnormal_evaluator
S14	c2_nonlinear_stationary_solution_space_2026-07-20/AUDIT_REPORT.md	3fba215cf9a7382accec44fbedf3b78b4c1f10d25ad0fcf785269f33e633c895	B19_conditional_action_and_round_branch
