profile_id	shape_id	stratum_code	behavior_class	lapse_a	amplitude	G76_sample_class	direct_class	crossed_vertices	missing_vertices	crossing_mask_mismatch	direct_G76_max_chord	maximum_null_backward_error	nonfinite_count	active_remaining	valid_faces	degree	G76_degree_difference	min_signed_area_ratio	max_signed_area_ratio	negative_faces	near_area_1e2	near_area_1e3	near_area_1e4	projected_face_maps	negative_projected_face_maps	min_projected_area_ratio	max_projected_area_ratio
G75_F01_AM	ZERO	ZERO	ZERO_MIXING_CONTROL	-0.25	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.0252435334961205e-08	2.6911806116913795e-13	0	0	5120	1.0	0.0	0.5716782667520667	1.5868898827895437	0	0	0	0	5120	0	0.5719536694964231	1.585795078718304
G75_F01_A0	ZERO	ZERO	ZERO_MIXING_CONTROL	0.0	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.995681971136076e-08	3.3306690738754696e-16	0	0	5120	1.0	0.0	0.5627723120746339	1.5621931289866062	0	0	0	0	5120	0	0.5630490636879106	1.5611516176916627
G75_F01_AP	ZERO	ZERO	ZERO_MIXING_CONTROL	0.25	0.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.0533356714092755e-08	1.3877787807814457e-14	0	0	5120	1.0	0.0	0.5541395861417686	1.5382533062166595	0	0	0	0	5120	0	0.5544174749875831	1.5372623615998362
G75_AM_S01_E05	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	8.334928230714393e-07	3.771653128703534e-13	0	0	5120	1.0	2.220446049250313e-16	0.5716491885911704	1.586986065859669	0	0	0	0	5120	0	0.5719245920967736	1.5859393602023435
G75_A0_S01_E05	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.953086810788292e-07	4.285460875053104e-14	0	0	5120	1.0	0.0	0.5627253778391523	1.5622842612408183	0	0	0	0	5120	0	0.5630021326684594	1.5612971872190367
G75_AP_S01_E05	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.639820183013558e-07	5.595524044110789e-14	0	0	5120	1.0	0.0	0.5540825205028975	1.5383384905194633	0	0	0	0	5120	0	0.5543604132140035	1.5374079153109295
G75_AM_S01_E20	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.0901150685870606e-06	1.5700774014248964e-12	0	0	5120	1.0	0.0	0.5725702255685766	1.5867654668892683	0	0	0	0	5120	0	0.5728454547254023	1.585719178595705
G75_A0_S01_E20	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.1750318676888313e-06	3.328032294191985e-13	0	0	5120	1.0	2.220446049250313e-16	0.5633434716528926	1.5621315679345549	0	0	0	0	5120	0	0.5636201193664168	1.5611447913865875
G75_AP_S01_E20	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.6785795181509556e-06	3.9269629215077373e-13	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5545184300205832	1.5382461497944502	0	0	0	0	5120	0	0.5547962537620958	1.5373157525282934
G75_AM_S01_E50	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.872690622753433e-06	1.1301848346079169e-11	0	0	5120	1.0	2.220446049250313e-16	0.577951930606744	1.5835611904430489	0	0	0	0	5120	0	0.5782261011795345	1.5825191119833164
G75_A0_S01_E50	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.84274234714176e-06	4.054451219204225e-12	0	0	5120	1.0	0.0	0.5672913954999285	1.559598155185087	0	0	0	0	5120	0	0.5675673520843135	1.5586170539228998
G75_AP_S01_E50	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.2474848792044425e-06	2.6568330868670387e-12	0	0	5120	1.0	2.220446049250313e-16	0.5576086071519402	1.536444545928889	0	0	0	0	5120	0	0.5578859530454687	1.5355181800347077
G75_AM_S01_E100	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.917768040271851e-06	1.70602976190537e-11	0	0	5120	1.0	0.0	0.5939234292856084	1.5762346659928452	0	0	0	0	5120	0	0.594194642014119	1.5752004231636088
G75_A0_S01_E100	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.808408432210676e-06	9.95631355138471e-12	0	0	5120	1.0	0.0	0.579306336300697	1.5537512556417394	0	0	0	0	5120	0	0.5795799184828543	1.5527829245100357
G75_AP_S01_E100	S01	C2_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.259075909257985e-06	8.764766690205761e-12	0	0	5120	1.0	0.0	0.5670036537090805	1.5321311775229014	0	0	0	0	5120	0	0.5672793672841343	1.5312142703297602
G75_AM_S02_E05	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.1022068802142707e-06	3.7173042422011804e-13	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5717213164632261	1.5871484873900825	0	0	0	0	5120	0	0.5719967113657941	1.5861013993421973
G75_A0_S02_E05	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	7.827401999905201e-07	1.066360541535083e-13	0	0	5120	1.0	2.220446049250313e-16	0.5628027638066594	1.5624462306369418	0	0	0	0	5120	0	0.5630795104536341	1.5614587821065282
G75_AP_S02_E05	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.943580762714549e-07	1.1085576900882188e-13	0	0	5120	1.0	0.0	0.5541623612450272	1.5385014545293338	0	0	0	0	5120	0	0.5544402467806958	1.537570510204539
G75_AM_S02_E20	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.017592528847977e-06	4.693134769695462e-12	0	0	5120	1.0	0.0	0.5724749945945521	1.5876112613942166	0	0	0	0	5120	0	0.5727502569418628	1.586563046558748
G75_A0_S02_E20	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.9085808538296725e-06	9.847435367138502e-13	0	0	5120	1.0	0.0	0.5633552443196652	1.5630082692046874	0	0	0	0	5120	0	0.5636319054119736	1.5620195036046942
G75_AP_S02_E20	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.2463441750679382e-06	9.882190551979697e-13	0	0	5120	1.0	2.220446049250313e-16	0.5546000136994559	1.5391245303795158	0	0	0	0	5120	0	0.5548778405231345	1.5381921672039065
G75_AM_S02_E50	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	6.257529747057068e-06	3.5946634557859625e-11	0	0	5120	1.0	0.0	0.5766901027684207	1.588964792070043	0	0	0	0	5120	0	0.576964602051833	1.5879135771902801
G75_A0_S02_E50	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.111009247803007e-06	1.5258416058427926e-11	0	0	5120	1.0	2.220446049250313e-16	0.5665492931214591	1.565272347575341	0	0	0	0	5120	0	0.5668254516176071	1.5642785834903772
G75_AP_S02_E50	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.31032454345516e-06	8.985215349532893e-12	0	0	5120	1.0	0.0	0.5571470220806198	1.5422746517093904	0	0	0	0	5120	0	0.5574245029204081	1.541325701708098
G75_AM_S02_E100	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	-0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.771235251931922e-06	7.667789840570816e-11	0	0	5120	1.0	0.0	0.5904171240051116	1.5909280583716832	0	0	0	0	5120	0	0.5906906725799265	1.5898727850105014
G75_A0_S02_E100	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.0	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.154977585762052e-06	4.8871472407147065e-11	0	0	5120	1.0	0.0	0.577195316295016	1.5697345840779673	0	0	0	0	5120	0	0.5774696306903316	1.568731121380001
G75_AP_S02_E100	S02	C1_E0_O1_T0	INTERIOR_SIGN_CHANGE	0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.46552358335172e-06	3.9475693547341706e-11	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5658166141053096	1.5489742159680038	0	0	0	0	5120	0	0.5660928088202283	1.5480185027750593
G75_AM_S03_E05	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.0130442215575464e-06	3.5993430458347575e-13	0	0	5120	1.0	0.0	0.5714728253950867	1.5894358581524302	0	0	0	0	5120	0	0.5717482399528689	1.5883804687006873
G75_A0_S03_E05	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	7.913946930711961e-07	2.383510055992133e-13	0	0	5120	1.0	0.0	0.5625277130964957	1.5650328981971164	0	0	0	0	5120	0	0.5628044803418997	1.5640395642403693
G75_AP_S03_E05	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	6.422138059761528e-07	2.272473658901375e-13	0	0	5120	1.0	0.0	0.5538702871037691	1.5413929397818196	0	0	0	0	5120	0	0.5541481916235215	1.540455559122589
G75_AM_S03_E20	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.098962767937216e-06	1.009023420373012e-11	0	0	5120	1.0	1.1102230246251565e-16	0.5712578679482845	1.6209480262214748	0	0	0	0	5120	0	0.5715329961312315	1.6198167398780159
G75_A0_S03_E20	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.116493235313684e-06	6.258822548232089e-12	0	0	5120	1.0	0.0	0.5620363383125384	1.5972224838135067	0	0	0	0	5120	0	0.5623128995748392	1.596153697474391
G75_AP_S03_E20	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.5255146191097094e-06	4.7078868581351685e-12	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5532838068721314	1.5748021757140604	0	0	0	0	5120	0	0.5535615422064422	1.573743183432157
G75_AM_S03_E50	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.0166290514409311e-05	2.3079882449650313e-10	0	0	5120	1.0	0.0	0.5702102931333533	1.7277775802053676	0	0	0	0	5120	0	0.5704866791941834	1.7263677734656553
G75_A0_S03_E50	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	7.778862921528645e-06	8.516798377655732e-11	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.559494191019525	1.701924709235218	0	0	0	0	5120	0	0.559770365182101	1.7005841488645654
G75_AP_S03_E50	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	6.2994307175285085e-06	3.9283659658551073e-11	0	0	5120	1.0	0.0	0.5496363573653327	1.678505834802884	0	0	0	0	5120	0	0.549913944701181	1.677228128289093
G75_AM_S03_E100	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	-0.25	1.0	NUMERICALLY_UNRESOLVED	REGISTERED_DIRECT_AGREEMENT	2562	0	0	2.0269360962840678e-05	2.85631585050794e-09	0	0	5120	1.0	0.0	0.5677167679397608	1.937240482944185	0	0	0	0	5120	0	0.5679740599834588	1.9351938430062383
G75_A0_S03_E100	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.0	1.0	NUMERICALLY_UNRESOLVED	STRONG_DIRECT_AGREEMENT	2562	0	0	1.5635539652082354e-05	1.1337153438262249e-09	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5526432281407397	1.9010538254154783	0	0	0	0	5120	0	0.5529027470988673	1.899130006499268
G75_AP_S03_E100	S03	C1_E1_O0_T0	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.25	1.0	NUMERICALLY_UNRESOLVED	STRONG_DIRECT_AGREEMENT	2562	0	0	1.2539457075561463e-05	5.555129134471315e-10	0	0	5120	1.0	0.0	0.5401563031211205	1.8706158928611432	0	0	0	0	5120	0	0.5404201682751615	1.8687883665316751
G75_AM_S04_E05	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	5.908673123559534e-07	3.550597316159809e-13	0	0	5120	1.0	0.0	0.5715936430265237	1.5875480272868934	0	0	0	0	5120	0	0.5718690506908273	1.5864999702673752
G75_A0_S04_E05	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.913453018767915e-07	1.0325074129013956e-14	0	0	5120	1.0	0.0	0.5626590579759372	1.5628276150285183	0	0	0	0	5120	0	0.5629358179367951	1.561839267992645
G75_AP_S04_E05	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.899983524205577e-07	3.749778265671466e-14	0	0	5120	1.0	0.0	0.5540098325912325	1.5388677558593171	0	0	0	0	5120	0	0.554287730319171	1.5379359711547183
G75_AM_S04_E20	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.1891482463856243e-06	8.516659599777654e-13	0	0	5120	1.0	0.0	0.5728496187000878	1.5908626932608572	0	0	0	0	5120	0	0.5731247363383901	1.589806644168212
G75_A0_S04_E20	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.4746766906360643e-06	5.560656102243655e-14	0	0	5120	1.0	2.220446049250313e-16	0.563549984030459	1.5664292830663475	0	0	0	0	5120	0	0.5638265489613343	1.5654325652356988
G75_AP_S04_E20	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.0909776136543575e-06	1.2901030070622266e-13	0	0	5120	1.0	0.0	0.5547109500982683	1.5427854508456986	0	0	0	0	5120	0	0.5549887055129515	1.541844824039031
G75_AM_S04_E50	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.4910773861368257e-06	2.2762070006621116e-12	0	0	5120	1.0	2.220446049250313e-16	0.5790699959190075	1.6073913675605904	0	0	0	0	5120	0	0.5793442554402588	1.6062922906142965
G75_A0_S04_E50	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.6152675103327246e-06	6.73683331342545e-13	0	0	5120	1.0	0.0	0.5677083539122213	1.5837405556250048	0	0	0	0	5120	0	0.5679839349434912	1.5827033777054555
G75_AP_S04_E50	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.0857296951954796e-06	6.157713228205353e-13	0	0	5120	1.0	0.0	0.557517443444594	1.5615932057602533	0	0	0	0	5120	0	0.5577945319327066	1.5605981111649296
G75_AM_S04_E100	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.650460794066048e-06	4.473088566214756e-12	0	0	5120	1.0	0.0	0.5959051976827591	1.65157907014968	0	0	0	0	5120	0	0.596176516486388	1.6503667499771886
G75_A0_S04_E100	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.7445833301162797e-06	1.955685613452829e-12	0	0	5120	1.0	2.220446049250313e-16	0.5793275257143018	1.6284501440568657	0	0	0	0	5120	0	0.5796005030536037	1.6272988841504816
G75_AP_S04_E100	S04	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.2055719074850983e-06	1.7708126631710286e-12	0	0	5120	1.0	0.0	0.5659607087027252	1.6073501323578565	0	0	0	0	5120	0	0.566236149296911	1.6062528599336787
G75_AM_S05_E05	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	7.229367815052945e-07	3.6713687645573145e-13	0	0	5120	1.0	0.0	0.5716169011087883	1.5872627372829757	0	0	0	0	5120	0	0.5718923075610866	1.5862153675929267
G75_A0_S05_E05	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.96692765309873e-07	2.0997092953223273e-14	0	0	5120	1.0	2.220446049250313e-16	0.5626885274298472	1.562552463143185	0	0	0	0	5120	0	0.5629652854561771	1.5615647617498496
G75_AP_S05_E05	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.8155890978322145e-07	4.3520742565306136e-14	0	0	5120	1.0	0.0	0.5540430732580994	1.5386002066659095	0	0	0	0	5120	0	0.554320968945713	1.5376690341658514
G75_AM_S05_E20	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.596168329462716e-06	1.0273448758368886e-12	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5727887813361959	1.5879248154508234	0	0	0	0	5120	0	0.573063956907635	1.586875669605422
G75_A0_S05_E20	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.7831539181709597e-06	1.179889519420385e-13	0	0	5120	1.0	0.0	0.5634747229246916	1.563279839952712	0	0	0	0	5120	0	0.5637513380472233	1.5622877091261984
G75_AP_S05_E20	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.2	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	1.3677833064827955e-06	1.949759798058892e-13	0	0	5120	1.0	0.0	0.5545853174889427	1.5396875347553378	0	0	0	0	5120	0	0.5548631207837897	1.5387539736035312
G75_AM_S05_E50	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.201750224633359e-06	5.356853849391996e-12	0	0	5120	1.0	0.0	0.5785776852202911	1.5926140601108785	0	0	0	0	5120	0	0.5788515656623513	1.5915533749616955
G75_A0_S05_E50	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.266360051391835e-06	1.7075646452369142e-12	0	0	5120	1.0	0.0	0.5676460151246026	1.5690105032356874	0	0	0	0	5120	0	0.5679247367488001	1.5680076615923266
G75_AP_S05_E50	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	0.5	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.602922144571805e-06	1.2590900544395822e-12	0	0	5120	1.0	0.0	0.5577491616206293	1.5462417221039926	0	0	0	0	5120	0	0.5580263994594454	1.5452932917062991
G75_AM_S05_E100	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	4.291534671000959e-06	7.748524044615124e-12	0	0	5120	1.0000000000000002	2.220446049250313e-16	0.5951269113721086	1.608628599494143	0	0	0	0	5120	0	0.595408635466734	1.6074803458095102
G75_A0_S05_E100	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.0	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	3.1553954287760315e-06	3.490763234026417e-12	0	0	5120	1.0	0.0	0.5795388031308073	1.5861892269926248	0	0	0	0	5120	0	0.5798238873301803	1.5850994882268905
G75_AP_S05_E100	S05	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	0.25	1.0	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	2.6431294374885323e-06	3.773592549549676e-12	0	0	5120	1.0	0.0	0.5668177961744184	1.565078585701521	0	0	0	0	5120	0	0.567093046066901	1.56404244096953
G75_AM_S06_E05	S06	C1_E0_O0_T0	CENTER_OFF_NO_INTERIOR_ROOT	-0.25	0.05	SAMPLED_COMPLETE_ORIENTATION_PRESERVING	STRONG_DIRECT_AGREEMENT	2562	0	0	7.437335143772757e-07	3.713435808849752e-13	0	0	5120	1.0	0.0	0.571626659740151	1.587169557661045	0	0	0	0	5120	0	0.5719020654031264	1.5861224118987993
