path	sha256	role	mutability
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	founding_postulate_map	frozen_input
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	founding_reciprocal_derivation	frozen_input
verify_udt_reciprocal_c_postulate.py	8c335b6de620e9eeb5a6f75b27414c68a6fcd1e8b7986e511d855622212e57d9	founding_exact_algebra	frozen_input
udt_founding_reciprocity_object_audit_2026-07-27/AUDIT_REPORT.md	718878082fd4dc545df29ac626389f957514a6463cbc61ad9a5eff58dd786bb4	prior_object_audit	frozen_input
udt_founding_reciprocity_object_audit_2026-07-27/EXACT_DERIVATION.md	1a80fc5de65c5739d6be523d9d41a32194d9be2dfbcb7eda048fbf12431f4d99	prior_object_derivation	frozen_input
udt_founding_reciprocity_object_audit_2026-07-27/SOURCE_PROPOSITIONS.tsv	47c44be4a4a9a5fc3c4a984633f15d0ad91c5a66ffc3bd632f186d84a99a9f29	prior_source_propositions	frozen_input
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730	prior_comparison_semantics	frozen_input
udt_founding_observer_comparison_semantics_audit_2026-07-27/EXACT_ADJUDICATION.md	0995eaa36f5281c0dcd1662b6050950476e1ca992f59e18840ec9dc9aca0da60	prior_comparison_adjudication	frozen_input
udt_observer_pair_clock_operator_audit_2026-07-24/EXACT_DERIVATION.md	7e03ef2631908a1e26c636bb9beb7410bdc534c9fde1e15d37eb9de5efadf29d	observer_pair_clock_operator	frozen_input
udt_native_reciprocal_comparison_bundle_audit_2026-07-27/EXACT_DERIVATION.md	3a81c5c5b6c23218d9bfe26135c6b8225e0e41235aac712dfbdae5b53b4006fe	comparison_bundle	frozen_input
udt_native_global_coframe_definition_audit_2026-07-28/EXACT_DERIVATION.md	40aac5529d0bd36d5b3aac0051cfdf1870d4fea27d14e1a66825048870941bed	global_coframe_definition	frozen_input
udt_founding_phi_ownership_morphism_audit_2026-08-05/AUDIT_REPORT.md	65905b6b2718fd9c1057143a7148104bb14d7e65eeee3bdc7a7010af8cbe90eb	current_phi_ownership	frozen_input
udt_founding_phi_ownership_morphism_audit_2026-08-05/EXACT_DERIVATION.md	0d83baaaa9f0586cb3f3b0cd7af16b201996a124dba6a050c71624a2e638a4fd	current_phi_derivation	frozen_input
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	complete_coframe_extension	frozen_input
udt_complete_pair_phi_orchestra_audit_2026-08-05/EXACT_DERIVATION.md	ce96774a1dcdefb690f716a6c69aa6cdf5c155e6cff051137f8efe9b0eb1a77c	pair_orchestra_derivation	frozen_input
udt_cmb_N03_profile_role_regular_center_map_2026-08-09/AUDIT_REPORT.md	664ac79ebe0e64eb4854ca067913084d7a6396e21a768a5fb9e92fdf8151d982	current_N03_frontier	frozen_input
udt_cmb_N03_profile_role_regular_center_map_2026-08-09/EXACT_DERIVATION.md	881f814060d8fb73a1e13802a9e0391145ec987be8ffccf76134ca982575db91	current_N03_derivation	frozen_input
udt_cmb_N03_profile_role_regular_center_map_2026-08-09/groupoid.md	c2028c5fd93d93f910d1d00224848abe8684cb2ae89b885e9277a664f41cebca	cold_challenge	frozen_input
udt_cmb_N03_profile_role_regular_center_map_2026-08-09/udt_missing_rule_cold_review.md	e4959f383665c6db76baf097fdd05745d5e97a6bee3563feac14cb7a201ca018	external_candidate_review	untracked_frozen_input
udt_cmb_N03_profile_role_regular_center_map_2026-08-09/verify_udt_missing_rule.py	6fcf028cd82f760f79032f806cffee6085fa8213a0d79a828d261b403f25b318	external_candidate_algebra	untracked_frozen_input
udt_cmb_N03_profile_role_regular_center_map_2026-08-09/reciprocal_flag_followup_audit.md	f9b679341ed33a258431053cf871b0de277c9219787609beb81222f1e7c4a791	external_followup_review	untracked_frozen_input
udt_cmb_N03_profile_role_regular_center_map_2026-08-09/verify_reciprocal_flag_followup.py	602dac883f16f8eeb23fb34d19e120f0718be222e99bb9ecd455435b4bfd681e	external_followup_algebra	untracked_frozen_input
udt_ceff_profile_binding_test_2026-08-06/DERIVATION_NOTES.md	494e9a774fd76ef28603dba81601748305e311d27dea9cf113090ea9b9bf8c8c	ceff_profile_binding	frozen_input
udt_ceff_depth_orchestra_integration_2026-08-06.md	e8c1b6cebd48da4db3bcd15f8716468e292cd6021ec439dd5f8b2d5c4ad38e14	ceff_orchestra_integration	frozen_input
udt_xmax_asymptotic_limit_frame_correction_2026-08-05/STATUS_AND_WORKFLOW.md	8860dbefd6e99f4f9de966497f56022b268d2e0d1299383354b457d60480c638	xmax_frame	frozen_input
CURRENT_SCIENTIFIC_PREMISES.tsv	30382f4091195a23ad0cb2361d98a254a8ad1fe0ec5eb13d6f8c0603aec2ccdf	current_premise_registry	frozen_input
