path	sha256	size
LIVE.md	5212f12687732ccbf28eb3079e6aa5e6d980764eaf068e17167440ddde3e73c2	74544
HANDOFF.md	4cee1a9e4df8273a0df065e2288b9948aae354089edc26919b830380d5d04969	30955
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	af6bcc49535fd9cf4c8a60e997935d10619f2d52d146482ee40ad9d968f76810	30848
udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	11332
udt_complete_metric_intrinsic_object_audit_2026-07-23/RESULT.json	375d8118151003802ffd85e1db902959b246b498940314f6b05b7ca67ea32189	4728
udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608
udt_global_metric_assembly_atlas_2026-07-22/DENSITY_BOOTSTRAP_CIRCULARITY_LEDGER.tsv	c5cd189e2a15d17cdce251b7516719c517ab68574799acf28cc736fecc9ffa9a	1647
udt_global_metric_assembly_atlas_2026-07-22/STAGE_GATE_LEDGER.tsv	1a7df9c246f92547d065a80098c4f3d288e763fbccf84ab6daa5e125ee7cb373	1125
udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	354047b6cac9406c75b700912e2a3aab402f7dd1c32a73adc229ee2054a1502e	7446
udt_finite_cell_completion_atlas_2026-07-21/GLOBAL_INCIDENCE_ATLAS.tsv	595de957e27d553b3268062a6134dc55ba9a11f6ebbe83cf25c69bb4b3d4affb	1342
udt_finite_cell_completion_atlas_2026-07-21/CAUSAL_TIME_LIVE_ATLAS.tsv	478fb8458f03d9078386e734ea0e0da6aebc8c2c2d69bcb68fe1925c0ab7864b	976
scale_breaking_closure_census_2026-07-20/AUDIT_REPORT.md	f3cca19566a1ae3653e28e4e015039623c8be2ec7454b2e12a9859bcca45c67b	8869
scale_breaking_closure_census_2026-07-20/STATUS_LEDGER.tsv	33fa9a3d07f27dec25269b114ab479edc26012a83187c2105291ca3b470e098a	2794
