sha256	path	role
260fece3d12476da61d4f71b00abc88da1548facfeb6bc3bd1aabad692df0b41	CURRENT_SCIENTIFIC_PREMISES.tsv	current exact premise authority before G248
02acdfb6f7309192ef728edc615972a395426120bbf2f4593102cef1cd531f8b	udt_g216_observer_event_comparison_clock_rate_ownership_2026-08-22/EXACT_DERIVATION.md	proper-clock ratio and chain rule
4fb16a31542c1e24c5777f85207f8e98e13115da2424771a0f6300ae1837893f	udt_g223_null_ribbon_density_overlap_carry_2026-08-22/EXACT_DERIVATION.md	metric density-line overlap typing
958158c29b46bfd81189bd5b5b1f39e74fa2267bf1d9ec99dbae6198d4de1da4	udt_g224_shared_event_vertical_carry_2026-08-22/EXACT_DERIVATION.md	inverse clock vertical carry
3e54ff71472a15a2b7a823b3ae85a7e2c40655ee01440c667522fa9ead4cfcc4	udt_g225_shared_event_normal_screen_carry_2026-08-22/EXACT_DERIVATION.md	screen gauge and holonomy boundary
7328366d31e6c704b4881441bf42e9e80d5f8d61ca4ff6da33582a98ed3fc98a	udt_g226_null_chain_conformal_symplectic_assembly_2026-08-22/EXACT_DERIVATION.md	phase multiplier volume and caustic-safe carry
46d865eb047c030f8e9c92a2c96309abd505162614d66eae7d525bf4e60fa828	udt_g240_metric_null_image_cluster_census_2026-08-23/EXACT_DERIVATION.md	unit branch counting and supplied source measure boundary
494bd235fd649f1f7e325f869e2c09a7639646bfa8b9916ff824ec116f679a7a	udt_g244_metric_native_observer_sky_response_query_2026-08-24/EXACT_DERIVATION.md	Jacobi area and geometric sky measure
7a48144f455c08a07842c3731cc3f67d7866605b1cecf2815054ba0dbe4a811a	udt_g245_metric_owned_observer_null_cone_field_2026-08-24/EXACT_DERIVATION.md	metric-owned sky and normalized null flow
07e91e7de1e1f1206f0db79ea8475fbc9c608c6657b8282d75ccd7118a22d957	udt_g246_two_observer_null_incidence_descent_2026-08-24/EXACT_DERIVATION.md	regular incidence relation and clock ratio
d8490f83bc186cb6e8351785cea0334d9d193e1f22b8f6a736e1c9d824d3205a	udt_g247_global_null_branch_network_descent_2026-08-24/EXACT_DERIVATION.md	global route-labelled quiver and chain category
