receiver_x	approach_power	A_source	source_x	phi_pair	c_eff_source_over_receiver	proper_length_over_R	proper_limit_over_R	proper_gap_to_limit_over_R	ownership
0.25	4	0.0625	1.9364916731037085	1.3784201826358211	0.063492063492063489	2.3855764809695055	2.8909369912536622	0.50536051028415674	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
0.25	8	0.00390625	1.9960899278339139	2.7647145437557117	0.003968253968253968	2.7658554676606784	2.8909369912536622	0.12508152359298386	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
0.25	12	0.000244140625	1.9997558444720196	4.151008904875602	0.000248015873015873	2.859685719548192	2.8909369912536622	0.031251271705470263	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
0.5	4	0.0625	1.9364916731037085	1.354025100551105	0.066666666666666666	2.1308716330214792	2.6362321433056359	0.50536051028415674	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
0.5	8	0.00390625	1.9960899278339139	2.7403194616709956	0.0041666666666666666	2.5111506197126521	2.6362321433056359	0.12508152359298386	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
0.5	12	0.000244140625	1.9997558444720196	4.126613822790886	0.00026041666666666666	2.6049808716001657	2.6362321433056359	0.031251271705470263	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
0.75	4	0.0625	1.9364916731037085	1.3105194120562902	0.072727272727272724	1.8674385943143581	2.3727991045985148	0.50536051028415674	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
0.75	8	0.00390625	1.9960899278339139	2.696813773176181	0.0045454545454545452	2.247717581005531	2.3727991045985148	0.12508152359298386	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
0.75	12	0.000244140625	1.9997558444720196	4.0831081342960713	0.00028409090909090908	2.3415478328930446	2.3727991045985148	0.031251271705470263	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
1	4	0.0625	1.9364916731037085	1.2424533248940002	0.083333333333333329	1.5890345921090385	2.0943951023931953	0.50536051028415674	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
1	8	0.00390625	1.9960899278339139	2.6287476860138907	0.005208333333333333	1.9693135788002114	2.0943951023931953	0.12508152359298386	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
1	12	0.000244140625	1.9997558444720196	4.0150420471337815	0.00032552083333333332	2.063143830687725	2.0943951023931953	0.031251271705470263	FREE_AND_EXPLORED_CONTINUATION_NOT_X_MAX
