path	role
CURRENT_SCIENTIFIC_PREMISES.md	CURRENT_PREMISE_PRECEDENCE
CURRENT_SCIENTIFIC_PREMISES.tsv	CURRENT_PREMISE_PRECEDENCE
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	ABSTRACT_RECIPROCAL_CHARACTER
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	PARENT_LIFT_FAMILY
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/DERIVATION_RESULT.json	PARENT_EXACT_ALGEBRA
udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	PAIR_CLOCK_AND_ASSIGNMENT_GAP
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	PAIR_COCYCLE_STATUS
udt_native_coframe_composition_law_audit_2026-07-23/AUDIT_REPORT.md	NATIVE_COMPOSITION_STATUS
udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	GLOBAL_COCYCLE_STATUS
udt_two_observer_separation_selector_audit_2026-07-24/AUDIT_REPORT.md	PAIR_PATH_AND_DIRECTION_STATUS
udt_directional_observer_pair_distance_audit_2026-07-24/AUDIT_REPORT.md	DIRECTIONAL_PAIR_STATUS
udt_metric_pure_frame_rederivation_2026-07-23/AUDIT_REPORT.md	FRAME_RECIPROCITY_STATUS
udt_frame_bivector_equivariance_audit_2026-07-23/AUDIT_REPORT.md	CHANGING_FRAME_AND_CAUSAL_STATUS
udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	GLOBAL_CELL_BRANCH_STATUS
udt_finite_cell_cartan_transport_atlas_2026-07-23/AUDIT_REPORT.md	CONNECTION_AND_HOLONOMY_STATUS
udt_reciprocal_seam_descent_audit_2026-07-23/AUDIT_REPORT.md	SEAM_DESCENT_STATUS
udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv	GLOBAL_LOCAL_CLOSURE_STATUS
