path	role
CURRENT_SCIENTIFIC_PREMISES.md	current_premises
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_ledger
LIVE.md	current_authority
HANDOFF.md	current_handoff
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	frontier
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founded_pair
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_pair_source
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	connection_and_integrability_source
udt_reciprocal_transport_holonomy_atlas_2026-07-26/EXACT_DERIVATION.md	stabilizer_classification
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/PREREGISTRATION.md	parent_preregistration
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	actual_holonomy_result
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	actual_nonparallel_derivation
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/DERIVATION_RESULT.json	actual_machine_result
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/NEXT_STEP.md	registered_next_step
