path	git_blob	sha256	role
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	current_premises
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	current_premise_ledger
LIVE.md	42b987061b1af2ba1f29cf99ab0dd8beee6a1523	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936	current_authority
HANDOFF.md	ea31c7f1887e199a808ff5f12a43f8c59bb214b8	c629ace49d9ab8d0df5d94dbc35828a555a79b5dd7f4fd2da1a74cc4a1d6ca7a	current_handoff
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	1e57f8e45b997bd4fff376fdea63286360949e86	62bbe219448f4eb797b2fd46ab14ed861f41da94c5ceb8ad7092c5722aa77cf4	frontier
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	founded_pair
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	056f2d9f6ab7029c9ac72fbc882e4a733b1b43c6	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	intrinsic_pair_source
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	906dd52749e3e1c268ba0af7247933451f762940	8bce36da89ba3a5e771b9478eb42634a518fa4626c0ae7f008ef234db0c031fa	connection_and_integrability_source
udt_reciprocal_transport_holonomy_atlas_2026-07-26/EXACT_DERIVATION.md	cf2387ff8e213012856c6c538385178b9bd44109	43dd97b427f5e480f4261a8233cd4fd8966120b8b85998dcf334e265fba893a6	stabilizer_classification
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/PREREGISTRATION.md	28e47f009b8487579379b38b8e16084efc30193d	c7c5b36b3874f6633482acd03b67072b9b6945a7e216758253173fc1964e0e85	parent_preregistration
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	2d52966f9c782e81d00675289fde45d6dcb12cca	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	actual_holonomy_result
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	87c65b8ae7de2ff8928882970d5662adfc158d57	8e3de52c571b953ca878c6459235ff1487fb4d16029a33e7cb279cead980170b	actual_nonparallel_derivation
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/DERIVATION_RESULT.json	4940411f3c59e9c9b0b713d246ef90f4f84bc4fc	88b230c7de321cf990f6db5643604a649ef614b130e05e2f7bb9562683a7ddd8	actual_machine_result
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/NEXT_STEP.md	ccbe8a473ad7d51dcbe5499942620dead66c71ca	0a76df7406db9ff9f0d60301e463bae6011856f067a3240dcd0451ae49ad527c	registered_next_step
