path	git_blob	sha256	size
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798
udt_founding_reciprocity_object_audit_2026-07-27/AUDIT_REPORT.md	c77d47beee18489fcd9fe7b5ef2d1c31f8eeedbd	718878082fd4dc545df29ac626389f957514a6463cbc61ad9a5eff58dd786bb4	4340
udt_founding_reciprocity_object_audit_2026-07-27/EXACT_DERIVATION.md	d2fbefcae7fc9f0a4447ab563150050028f5737f	1a80fc5de65c5739d6be523d9d41a32194d9be2dfbcb7eda048fbf12431f4d99	5769
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	e8f39081b60f02879693b89c66d27af9160e4547	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730	5219
udt_observer_pair_clock_operator_audit_2026-07-24/EXACT_DERIVATION.md	7ceb9379d0ee83f89c258d92c64e2a68e3552961	7e03ef2631908a1e26c636bb9beb7410bdc534c9fde1e15d37eb9de5efadf29d	7755
udt_factorized_whole_spacetime_skeleton_2026-08-04/WHOLE_SPACETIME_SKELETON.md	b526d0a245373983e0272ff1d42732ce1da961eb	e47706635621068564dbbf40338eb7a59eb37e6fa3a0d96b5c59d7a390e50eb4	9567
udt_factorized_whole_spacetime_skeleton_2026-08-04/OPEN_EQUATION_SLOTS.tsv	a9b7753a0f551a3d306a21c1c7f53f48a38c1515	f803ba518d48063e658445ddd86956541088eba62dd27337c9efddf64662cbb0	3295
udt_extension_bundle_globalization_variation_audit_2026-08-04/AUDIT_REPORT.md	412b86b5e3bb77ba41f91c0330701c556c22e2d1	ea904def7f41c4d2ca7bd8087549d81bf0740146c6da7152eb743c033dd09395	5675
udt_extension_bundle_globalization_variation_audit_2026-08-04/VARIATION_DOMAIN_LEDGER.tsv	bf95bbb2072d3283c98b4539e0744f0fbd2b0c0d	ab1416b3fea567301f1a2a34742983e4fcb9a3f4e28ea4d8ef995fffa58ac230	5849
udt_metric_natural_reciprocal_split_selector_audit_2026-08-04/AUDIT_REPORT.md	fc0d4299601455fca50a37aa99bc22c17495fcf6	31e8073c54dbbde639bf2b659bf516fbc42a1a7ff3e219af0c9f4734800611c8	6280
udt_query_bundle_section_descent_audit_2026-08-04/AUDIT_REPORT.md	761a0e9bad880e228a9736847e547a1ed4ea10d0	3fd6b915bfe02ebb6418a242654d8d05bba28f8c1de69fd983d19875e824ee39	5406
udt_query_bundle_section_descent_audit_2026-08-04/EXACT_DERIVATION.md	546d6bc8f6569b820e5f66fbc7fa44fed4110b22	9a16e39b6d8e6a78881b4090b72a746f505ff2b5aed9ef3eb12aa0840ab8198c	8788
udt_query_bundle_section_descent_audit_2026-08-04/LAW_SLOT_DESCENT_ATLAS.tsv	41669b8fcef3adf1623bf91661f063ac87346b5d	35fd8b8b0ec722ffafdc01cb3becbb69607c51a64574d0ec4ce51d50a9dd56de	5956
udt_query_bundle_section_descent_audit_2026-08-04/VARIATION_OWNERSHIP_ATLAS.tsv	5737a336cc80d9ee22e5c2f62b8b19c48c363573	1ae778579ca422e445be5717716551d68f1076f9eb1006d3a2212fa7e6d2682e	1214
udt_query_bundle_section_descent_audit_2026-08-04/STRATIFIED_SECTION_LEDGER.tsv	bb68944b85f402b57995d0f854e80de9c62b67a8	cee2ed897747c04b80b67909618c7c492a0e45c5fc923ee4f049525a1f541618	1444
udt_native_law_home_codomain_ownership_audit_2026-08-04/AUDIT_REPORT.md	b92166dbba842faada2cd11542c3745f7c86d4fc	c77b8db2cd0737bfde8f7fa1bfe2672068202ef2cabba6dcfcd5cb7cc9e55a70	5300
udt_native_law_home_codomain_ownership_audit_2026-08-04/EXACT_DERIVATION.md	1f67fd5e9445c44f684a7283d19bdccc47c20778	45c857e4ba0ac34f6b1c2f2d1f4e91c733a484fcb238be6e1d1091775a8dbf7f	9136
udt_native_law_home_codomain_ownership_audit_2026-08-04/FOUNDATIONAL_ENTAILMENT_MATRIX.tsv	4d73ab2654cd98e80c1f8792411fa8aa0fe2d3be	51340f825b04407f84128b9e7b751c62847dc491f501ea63304e18af70ba76e1	1498
udt_native_law_home_codomain_ownership_audit_2026-08-04/QUERY_QUANTIFIER_LEDGER.tsv	488906672da4b506e3b1e3acaa74805a653c49d6	9ee6a55385896883bdd344a39ef1d472d351996377df5f849366156b9f8ab6c7	1246
udt_native_law_home_codomain_ownership_audit_2026-08-04/VARIATION_OWNERSHIP_ATLAS.tsv	accf46beecd2e845e23d821b19548b2125697b39	981ce598afa34ae5317c60ec2043275ea372d04b23e41ef0150982d1b0150880	1693
udt_native_law_home_codomain_ownership_audit_2026-08-04/NATIVE_COMPATIBILITY_LEDGER.tsv	a6a68a8014f18c6bfe9f489098853cb8d8a122d8	6ff9572a94bd0c09bcb4d1d08a4aab2439eebee1abe3b18b2fb340b893a74ea3	1069
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/AUDIT_REPORT.md	3ada271211510ff85b5edf5a273aa9843b807855	27092f2cc077fc3a639355abb6cde258f49175b277809a4ae166fde9113396a2	4039
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/EXACT_DERIVATION.md	fbe531a89d9a35c2cd25b6edc3ad285ba5dcd0fa	56d47a4f74283853e5866d179ee22383219be497b36698c7b09716c0618a4b51	5129
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/SNE_READOUT_LEDGER.tsv	caedf0a975401ebf066e0ff5d57a790ecc014602	60a852f8887acdb825a02d186dc49aa203713b77d6f0ed5a441c188aa5984d40	959
