profile_id	family	status	length_scale	shear_magnitude	relative_polar_angle	endpoint_azimuthal_carry_psi	interpretation
G68_F01_AM	F01	ENDPOINT_REGULAR_NO_CAUSTIC	0.75592894601845717	0	0	0	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F01_A0	F01	ENDPOINT_REGULAR_NO_CAUSTIC	0.75000000000000067	0	0	0	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F01_AP	F01	ENDPOINT_REGULAR_NO_CAUSTIC	0.74420840753525386	0	0	0	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AM_P05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75620163522105643	0.00014764190688109106	-4.9757454727106651e-31	-0.032810701080796326	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AM_P20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.76024224048501754	0.0023238059699749714	-7.6960542122196643e-27	-0.12946143790625805	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AM_T05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75592847146446351	9.8704618162950954e-06	-1.6858805317222881e-30	-0.0020804830587823745	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AM_T20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75592133513359483	0.00015783932194576343	-1.7241175221681138e-27	-0.0083161713161907479	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AM_S05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75600259233070455	5.5207236245970325e-05	3.5773747200616517e-27	0.016773993105072989	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AM_S20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75709877473261111	0.00087741900071606723	3.5493059946486842e-24	0.06652495042843086	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_A0_P05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75021958187157589	0.00011708050555480179	-2.5344101163292803e-31	-0.028103463733203427	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_A0_P20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75347906272847298	0.0018480692492253757	-3.9548803889779336e-27	-0.11114457162109471	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_A0_T05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74999902587279099	9.2125129367015489e-06	-1.180833882205649e-30	-0.0017577287194551683	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_A0_T20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74998440276129807	0.00014732239632680655	-1.2080678319250393e-27	-0.0070258915745152152	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_A0_S05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75005408518253691	4.5947630937397562e-05	2.3728585438053272e-27	0.014056536539541352	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_A0_S20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.75086067380022681	0.00073194287098289374	2.3763650941702669e-24	0.055875241167844293	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AP_P05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74439114783439297	9.660166202085924e-05	-1.4469139938552062e-31	-0.024682118495035137	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AP_P20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74710692781055876	0.0015277449341372785	-2.2628395188561561e-27	-0.097760398603668211	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AP_T05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74420705526204822	8.6611657300522104e-06	-7.6549947714562223e-31	-0.0014919613803624399	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AP_T20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74418676511019766	0.00013850917097716665	-7.8318467072545475e-28	-0.0059634304339565266	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AP_S05	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74425020565380096	4.0386628183758377e-05	1.7069724348283777e-27	0.012209984053534552	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
G68_F02_AP_S20	F02	ENDPOINT_REGULAR_NO_CAUSTIC	0.74487428530003275	0.0006442078377151795	1.7187363971357016e-24	0.048603011399510537	GEOMETRIC_RESPONSE_ON_SUPPLIED_CONTROL_QUERY
