path	git_blob_oid	sha256	size_bytes
reorganization_r0/DEPENDENCY_MAP.tsv	5a06498769ca504d4ff261ef17b450a6477b8290	ad32e0f5f52dd4df1fd68eb1899f437449fdb00257e5687a32ce3941643266bc	2269243
reorganization_r0/DEPENDENCY_SUMMARY.md	103825f302aa64a9857254697933f5f1ba0e0bca	b0b14989a8b56bd7830e1cd36dd98f9310dc00d7e18b66607c8e7207fb36effe	7078
reorganization_r0/DIRTY_WORKSTATION_INVENTORY.tsv	c55c9f5df22544ea56fb212823da26931d2a463f	9c4f6d9a3734c121c4960fd04d41d9f898f1ec16370775dfb41b9a5c872dcd1f	5438
reorganization_r0/PROPOSED_DIRECTORY_TREE.md	28ea012f38be2f001fd7a438d8733fc01a54a6a4	3971a782ce0bbe0ca374d06c8bfcaabf3110238f3d89237566856122f725ad62	3613
reorganization_r0/R0_AUDIT_REPORT.md	573e29a2484ec95a96c801b601a44b3450832d6f	908f0a47dc4e5f8d7dc0c7dd0751077d168adbb35efc48ec6ac717c3455de43a	5448
reorganization_r0/R0_VERIFY_RESULT.json	1ac3db50029d09507fc14000f085a5dac712dd60	48c117cebe5cac8d0130a8a6b3088883f794cb9fbc8e7a55e66a089c0134c465	3790
reorganization_r0/README.md	1b411cefe3d77fe008bf0a4e20c7837b65f67266	0b7e92c4380c1c1d91c12dfc37bed1de65fe989c27448bf6b86147a22eafb179	1884
reorganization_r0/ROOT_FILE_INVENTORY.tsv	fff56638eee64a15e31c551d86ee763e19ee30b1	3c52fd29e40fd1296168c2c6b6fff5df64dfc2c43a44bbb0aec1d5393a0c00f3	714451
reorganization_r0/ROOT_RETENTION.tsv	695a2caa912a831cbf7360effc3c91cb5d542ef0	79a8a771a35a99e4a1d0ab986c054ca25d323789f9d6da28adfd6f3fc2accd8b	42417
reorganization_r0/SCAN_SUMMARY.json	ac8db45d7197654856d8593bd95170895de6f0ea	7641663d47d4096fc732672aa6f41874629ac016eae4472729d312bd8bf17944	3333
