source_id	path	role	source_ref	git_blob	sha256	size
S01	CURRENT_SCIENTIFIC_PREMISES.tsv	G49 precedence and downstream guards	64b5319c1115589928317008548224600881b252:CURRENT_SCIENTIFIC_PREMISES.tsv	05108e3644a28c428160c44d10184d8fa78dd007	7a0a647b2b343c9a4810622fa30f5432abdbf4b73e94aba3e037a5f0d5b16a12	35945
S02	udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/EXACT_DERIVATION.md	complete connection curvature and descent seam	64b5319c1115589928317008548224600881b252:udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/EXACT_DERIVATION.md	bacc1cdfdf8d39a74b89cf61a17f34208dbf06c4	f789f2196b451a0e9d9d530d7b436800ec3ea17c273a410ffc56c1e03a12aa50	7502
S03	udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/DERIVATION_RESULT.json	machine-readable complete curvature	64b5319c1115589928317008548224600881b252:udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/DERIVATION_RESULT.json	56ea9f7e0bbdb81b06d3d1aa343a523734c091d9	6936bc691f0f1a80dc97e1c49bfda8c4b209e36ddc6b46c095a73de4972332bc	4785
S04	udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/GLOBAL_COMPATIBILITY_ATLAS.tsv	global classification parent	64b5319c1115589928317008548224600881b252:udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/GLOBAL_COMPATIBILITY_ATLAS.tsv	1c7d1815732a09fd75b94961e3db6b6e4001082f	4042e0aa51e9759effd5a725799c83df660ea1652e68d125739e07af2dc6f14a	1940
S05	udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/NEXT_STEP.md	authorized bounded next question	64b5319c1115589928317008548224600881b252:udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/NEXT_STEP.md	48be6dde902ad72368315120a225b2e696d8b125	813f3ef559b40e06f2bf9e369ebd725c20334a154f404051206e7122e7222818	1083
S06	udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/EXACT_DERIVATION.md	leafwise connection period and winding data	64b5319c1115589928317008548224600881b252:udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/EXACT_DERIVATION.md	e29c93192c53f770644b9ad412551f2f1230d6cf	bc12d74d4f28bacb9764f26604bb667085dd2d359f6fdb19059bf715d09e07f6	5976
S07	udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/HOLONOMY_CLASSIFICATION.tsv	leaf holonomy distinctions	64b5319c1115589928317008548224600881b252:udt_r17_pair_leaf_normal_holonomy_audit_2026-08-10/HOLONOMY_CLASSIFICATION.tsv	d8dfd76420a61ad66c2e963d9ef352c54eb7425e	b98f31decbfaf94e73daa3a648c011c440738a156254f9f7865edc7e744b9168	940
S08	udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXACT_DERIVATION.md	global pair foliation and Hopf bundle	64b5319c1115589928317008548224600881b252:udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXACT_DERIVATION.md	a83304a2e34f1b11603677ad78163f0b10932b77	c041ccf8a718d44728abe2f617767b8553e3d2795aa9988945d93035ff0b7ec2	7677
S09	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	R17 off-shell witness and ownership cautions	64b5319c1115589928317008548224600881b252:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	7c97260e92963d78861122a5b8174595106427be	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18	6622
S10	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_UNIVERSE.tsv	C01-C08 registered parameters	64b5319c1115589928317008548224600881b252:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_UNIVERSE.tsv	5028e027756c3299db9b7443dac82a4f63e81cf2	284b39437d484df81eb990651d7910eb48f4dda71820683d1a9c3f3da4c46ae3	358
