path	sha256	read_depth
udt_g315_conditional_cauchy_characteristic_data_interface_2026-09-01/AUDIT_REPORT.md	ab440d575124654f3707eb04a7c2e4877e7ad3bf830eb1ed25c19d999149f9db	full controlling audit; G315--G320 full original derivations not reopened
udt_g316_lawful_constraint_data_construction_2026-09-01/AUDIT_REPORT.md	a914f91752c52c74b7050d4d2c755af615f74b143336c7d2061513203eb63985	full controlling audit; G315--G320 full original derivations not reopened
udt_g317_exact_noncmc_coupled_data_family_2026-09-01/AUDIT_REPORT.md	b17b98894e2350e7f92cf76f873e83077681f1224c8580febdb4f7b96e03644f	full controlling audit; G315--G320 full original derivations not reopened
udt_g318_nonconstant_psi_noncmc_branch_classification_2026-09-01/AUDIT_REPORT.md	515302faa85531dc0f4aa2081fb17feb30c41adea4cf4d133adf4bdfc193488d	full controlling audit; G315--G320 full original derivations not reopened
udt_g319_ratio_free_noncmc_constraint_descent_2026-09-01/AUDIT_REPORT.md	363074f6009e5c0be420d109c8b2e20328d4f55885027138c2ed5f658e2a9da9	full controlling audit; G315--G320 full original derivations not reopened
udt_g320_g319_physical_initial_geometry_quotient_audit_2026-09-01/AUDIT_REPORT.md	43e4080780db31c6a9eaf8cff358c5811594d9e1fc6cae80586ccc6d0b90b2c0	full controlling audit; G315--G320 full original derivations not reopened
udt_g321_g320_local_cauchy_development_uniqueness_2026-09-01/AUDIT_REPORT.md	975fb68b053c2a11c373677544374e448f2ce84b265d860bb2c1e723d2595d6c	full controlling audit; G315--G320 full original derivations not reopened
udt_g321_g320_local_cauchy_development_uniqueness_2026-09-01/EXACT_DERIVATION.md	27ed748fd4d944746d88b6227eb0f4f186628770f4b1a6a9fc9d84563ccc84f4	full source argument prose; implementations not rerun
udt_g322_g321_maximal_globally_hyperbolic_development_2026-09-01/AUDIT_REPORT.md	d97eb46e3275501537ab961535ad6c867190eab6be528decb72a43211de80514	full controlling audit; G315--G320 full original derivations not reopened
udt_g322_g321_maximal_globally_hyperbolic_development_2026-09-01/EXACT_DERIVATION.md	7bf6a0c7b86a2c74cf63c0945640daed261c28e787254b323dcd51f1dafb6d98	full source argument prose; implementations not rerun
udt_g323_g320_unmarked_taub_quotient_classification_2026-09-01/AUDIT_REPORT.md	ca444e8281942b6711eb3de2baced750d422c636df15dc00726276bea194627d	full controlling audit; G315--G320 full original derivations not reopened
udt_g323_g320_unmarked_taub_quotient_classification_2026-09-01/EXACT_DERIVATION.md	186f60e198783e0bed197e20b59c9cca8516e4f51e53caadd1d491057e96b37b	full source argument prose; implementations not rerun
udt_g324_g323_taub_quotient_mghd_identification_2026-09-02/AUDIT_REPORT.md	7e0c9988e4af291bfbda89bf662a3c10e0205e29620cc00a599bc59a110dc873	full controlling audit; G315--G320 full original derivations not reopened
udt_g324_g323_taub_quotient_mghd_identification_2026-09-02/EXACT_DERIVATION.md	5563c949b952fd0ddd0365f58e24eb14894d8bdaae7cab8a6bc5fad983bee776	full source argument prose; implementations not rerun
udt_g321_g320_local_cauchy_development_uniqueness_2026-09-01/EXTERNAL_REPAIR_FOLLOWUP_RESPONSE.md	1c37a3bd4ef2674bf356b92c3511e01f1d6432836286121483c1a02ece74af58	full theorem interface/repair response; external PDFs not reauthenticated
udt_g322_g321_maximal_globally_hyperbolic_development_2026-09-01/THEOREM_INTERFACE.tsv	7d439ada36c686410912f169dc11ae259e4172a0e40d985ce29746fc6c0e5fac	full theorem interface/repair response; external PDFs not reauthenticated
udt_g322_g321_maximal_globally_hyperbolic_development_2026-09-01/REPAIR_LEDGER.tsv	df494a75929e91529620ef5bcbcd2061fdffa90b60c70e03e7bfcc2909b64d07	full theorem interface/repair response; external PDFs not reauthenticated
udt_g322_g321_maximal_globally_hyperbolic_development_2026-09-01/EXTERNAL_REPAIR_FOLLOWUP_RESPONSE.md	7d35769b5544627e0595d639027681751d97a734dc54e93ddbcd2b8ce9ee09b3	full theorem interface/repair response; external PDFs not reauthenticated
udt_g324_g323_taub_quotient_mghd_identification_2026-09-02/REPAIR_LEDGER.tsv	0c93895e0e8857770ef5a7acf5c7d19cc0a19a669fe280d153b174b627300820	full theorem interface/repair response; external PDFs not reauthenticated
udt_g324_g323_taub_quotient_mghd_identification_2026-09-02/EXTERNAL_REPAIR_FOLLOWUP_RESPONSE.md	8445873159a37c36534e9a578cb86f22629956b47555e3ffd0a03ffe16c5752d	full theorem interface/repair response; external PDFs not reauthenticated
