path	git_blob	sha256
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003
LIVE.md	42b987061b1af2ba1f29cf99ab0dd8beee6a1523	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936
HANDOFF.md	ea31c7f1887e199a808ff5f12a43f8c59bb214b8	c629ace49d9ab8d0df5d94dbc35828a555a79b5dd7f4fd2da1a74cc4a1d6ca7a
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	1e57f8e45b997bd4fff376fdea63286360949e86	62bbe219448f4eb797b2fd46ab14ed861f41da94c5ceb8ad7092c5722aa77cf4
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0
copresence_causal_accessibility_selector_2026-07-19/STATUS_LEDGER.tsv	f268ecdfe3355f7f279b4071fe8f8071e658d5eb	1179529aacf4ffeec576a982d71ea4753e4432ce4eda13e2b0467a19de2ab283
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	e8f39081b60f02879693b89c66d27af9160e4547	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730
udt_founding_observer_comparison_semantics_audit_2026-07-27/STATUS_LEDGER.tsv	3d41a9c710832b6b6009e0973c3545dbbdfc6155	a2fa970ddfc080a411d635dfb20cce58e83c1fbe3a60bd571f2bbeda5f7ce4aa
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/PREREGISTRATION.md	0c290488e5d4199450efa4c86eeaa103bb6d2524	61e4f4a76ef7f79b44897abf609af185daf31c30c6990d0ec605eac72bc1e14d
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	056f2d9f6ab7029c9ac72fbc882e4a733b1b43c6	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	7c97260e92963d78861122a5b8174595106427be	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/STATUS_LEDGER.tsv	583aed1f968664f1a2b22b7e541b13a436b88fcf	83d3976967fd9117d47fa04751a984b021d686aa096e7e1c822f301f9bf048fc
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	ed8e623c0e60cd51ee708453cccfaa82e1516ef6	03c25628018f17f5a0465c4cf80229fe4c7e62cc7697e365fc5d810205daa3a1
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/NEXT_STEP.md	f71f8e390cc1bf69d1ba1c32f35476a7865913af	8b095d74a74d00c88d6a03a1a288de195b19a0dd72435a7ecf2dc65cb14e309f
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/DERIVATION_RESULT.json	953e02518c2d3f15addb8ddeb83a308ca999ef23	d638fa8e9c51db32568d656a74cfb6ed37153cbabd55f9e0746d6252a80c0afc
