path	git_blob_at_53bdc2c	bytes	sha256
udt_stability_family_survivor_map_2026-08-01/F01_CPU_CANDIDATE_CONTRACT.tsv	5b7765d23f9b005d9341f2f06f07c1f53e86b75d	1484	911e76b27532317585ad70efee76586de6ea7df9bfd57e3f6eac73194b5b8a6b
udt_stability_family_survivor_map_2026-08-01/AUDIT_REPORT.md	b0f91defc74284f6b618216040fc10725d321879	6906	dedfd4ee52dda0dd56dae220bcd08b7167195c88ff9b8cf27a72ed3b4e641ee6
udt_stability_family_survivor_map_2026-08-01/SOURCE_AUTHORITY_LEDGER.tsv	bc763b05d028dd91dce6f60de7f31b485d42d453	3305	ed9a0cb79014f39842614e0af0cea5165ef9a3ee491bf236bcc9fe0c770a1d05
udt_p4_stability_slice_2026-07-30/PREREGISTRATION.md	7a1bd13c596b383fbe57e04e2f7221157d5a5247	8163	7ee26cc288193f582015db078173084b2baa30c92d922238f27a46124b66b564
udt_p4_stability_slice_2026-07-30/EXACT_DERIVATION.md	2e07900569921a738ffcb7a90eadb8ce7d05b7ef	14589	e1d1391dc3923aa6bfc1512df5c437fc9415f180c90d1f2e76861e91475f201e
udt_p4_stability_slice_2026-07-30/CORRECTION_LAYER.md	a00763ae8647e24203945c125478c06f968d838e	6352	b495f797a27e2c4b4f34a61ee260a9ae8e952e299ed222b53d33b3a9a00ce2c8
udt_p4_stability_slice_2026-07-30/AUDIT_REPORT.md	e0c16a1144672e79de6ec976bdff098da4d662ec	14574	fd68aa8b1c1858358317e07d9415cb44792f2339938c1bd7d3ac8b74fecc9ae9
udt_p4_stability_slice_2026-07-30/STABILITY_LEDGER.tsv	07a9ae149b51bf4e63bfdb3b5f26854ce31f8f93	3961	24daf5e06c789b5e27dad11416eb9d9cd95fe22bc8c971d86d1688fbb317f3f6
udt_p4_stability_slice_2026-07-30/derive_stability_slice.py	60a9af77dc096ec2bddb3157f2ab0a00266e6c91	28261	9bdac05be4a190ab2dc81d0de43dacd6738c2afae36d5aaf03ec4784a8a0228c
udt_p4_stability_slice_2026-07-30/VERIFIER_INDEPENDENT_CHECK.py	be6b7e5e63861e74d39cc7888e8cf00d4b0edd00	21331	9ebcbace597d1799996e20ec304e791ebf48a64ad67a8fe1ee2b75eddc03be16
udt_p4_stability_slice_2026-07-30/VERIFIER_REPORT.md	bfd2c0dfcf8a500a78e8679a9fe12eb5fa0120bd	9848	c662ab256c767fec46760fc98cdc68ec7046745b56f168e3493d390f49bad9b1
udt_p4_stability_slice_2026-07-30/stability_results.json	018db7f80783dbf47230fc43a3f4b9519b74d653	14894	e4814ed07c91c00a0dcbc16a562ea4c1f558f3177bd6c658f0aac5b6784dfa99
