path	role
LIVE.md	current_frontier_precedence
AGENTS.md	binding_project_rules
CLAUDE.md	binding_method_rules
.claude/skills/completeness-map/SKILL.md	coverage_protocol
.claude/skills/no-shortcuts/SKILL.md	anti_shortcut_protocol
.claude/skills/solution-space-not-imposition/SKILL.md	anti_imposition_protocol
.claude/skills/verifier-before-record/SKILL.md	independent_verification_protocol
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_precedence
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_precedence
verify_current_scientific_premises.py	premise_guard
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founded_pair_derivation
udt_reciprocal_pair_reduction_authority_audit_2026-08-02/EXACT_ADJUDICATION.md	four_level_pair_authority
udt_reciprocal_pair_reduction_authority_audit_2026-08-02/STATUS_LEDGER.tsv	pair_authority_status
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/AUDIT_REPORT.md	intrinsic_witness_parent_report
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/EXACT_DERIVATION.md	intrinsic_witness_parent_derivation
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/STATUS_LEDGER.tsv	intrinsic_witness_parent_status
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/INVARIANT_CERTIFICATE.json	parent_exact_Killing_certificate
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/COLD_REVIEW_RETURN.md	parent_fresh_review
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/derive_invariant_certificate.py	parent_exact_curvature_code
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	coframe_norm_and_twist_parent
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	general_screen_parent_report
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	general_screen_exact_geometry
udt_general_screen_complete_cell_atlas_2026-07-28/STATUS_LEDGER.tsv	general_screen_parent_status
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	general_screen_parent_exact_result
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	general_screen_parent_code
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/EXACT_DERIVATION.md	parent_contact_algebra
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/OBJECT_PRODUCTION_LEDGER.tsv	parent_object_census
udt_complete_cell_cartan_alternating_production_review_2026-08-02/CORRECTION_LAYER.md	contact_correction_authority
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/AUDIT_REPORT.md	full_screen_descent_parent_report
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/EXACT_DERIVATION.md	full_screen_descent_exact_algebra
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/INVARIANT_OBJECT_ATLAS.tsv	full_screen_parent_object_census
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/FRAME_DESCENT_ATLAS.tsv	full_screen_parent_frame_classes
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/STATUS_LEDGER.tsv	full_screen_parent_status
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/derive_full_gl2.py	full_screen_parent_code
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/PREREGISTRATION.md	intrinsic_contact_parent_preregistration
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/AUDIT_REPORT.md	intrinsic_contact_parent_report
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/EXACT_DERIVATION.md	intrinsic_contact_parent_derivation
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/DESCENT_ATLAS.tsv	intrinsic_contact_parent_atlas
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/STATUS_LEDGER.tsv	intrinsic_contact_parent_status
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/DERIVATION_RESULT.json	intrinsic_contact_parent_exact_result
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/COLD_REVIEW_RETURN.md	intrinsic_contact_parent_fresh_review
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/derive_intrinsic_descent.py	intrinsic_contact_parent_production_code
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/derive_adjudication.py	intrinsic_contact_parent_adjudication_code
