source_id	path	role	audit_use	base_git_blob	base_sha256
SRC001	udt_xmax_observer_separation_audit_2026-07-24/AUDIT_REPORT.md	CONTROLLING_TYPE_CORRECTION	supremum_schema_and_open_Dg	87f4b21eabcb60c9a94c0f704c6de1eb3577afbd	0e7d4f0b8a9e70a2f45fac494ce737fa4d0deaf4824940953377fa39f345c3ee
SRC002	udt_xmax_observer_separation_audit_2026-07-24/STATUS_LEDGER.tsv	CONTROLLING_TYPE_CORRECTION	supremum_schema_and_open_Dg	7ebf1d832ccbd0e36a8412d49f8bfd0f8aff5d49	a0b72c9456c93bd00e5da7fa75a783b49663e6edbc2b71d2eeaebda59bdf7f32
SRC003	udt_xmax_observer_separation_audit_2026-07-24/RELATIONAL_DEFINITION_LEDGER.tsv	CONTROLLING_TYPE_CORRECTION	supremum_schema_and_open_Dg	5a46c4b2cf542b04666411381a31ddaa1f5b9357	092e5ec2a13c26fea64debe75541146be49a8290b32f3fc2bf0b4e5b608fe229
SRC004	udt_metric_pure_frame_rederivation_2026-07-23/AUDIT_REPORT.md	LOCAL_OBSERVER_GEOMETRY	no_universal_u_local_gamma_only	07189dba876b8289ce2201bef0e78d3758c2b5ba	e616102b06e32fbbbc36d189cbc12ff75bec0f4b0341e74192781dd775c81294
SRC005	udt_metric_pure_frame_rederivation_2026-07-23/STATUS_LEDGER.tsv	LOCAL_OBSERVER_GEOMETRY	no_universal_u_local_gamma_only	440e1e53c52bd3c337565c72d7b5ab551d60c945	d9b02a63e3e7f946fb95065daa146adfca713dbc0546f9717b4ef9d7928d18b3
SRC006	udt_metric_pure_frame_rederivation_2026-07-23/PREMISE_LEDGER.tsv	LOCAL_OBSERVER_GEOMETRY	no_universal_u_local_gamma_only	aa6afc43ea358b73423104ec9233b45179417523	31e8e7ce6a2b020887a4c7c2285ceb5dc7d8490a17bee20d57d62982879437bf
SRC007	udt_frame_bivector_equivariance_audit_2026-07-23/AUDIT_REPORT.md	LOCAL_OBSERVER_GEOMETRY	no_universal_u_local_gamma_only	18c18258032fae7d3e12cd4fc716fe609d90405f	030812cf6903a41bac26005326e1104c5dfeb54c5995194de1474bb33b4afa28
SRC008	udt_frame_bivector_equivariance_audit_2026-07-23/STATUS_LEDGER.tsv	LOCAL_OBSERVER_GEOMETRY	no_universal_u_local_gamma_only	dc395ec80a18b31be1ac44d10e14773abf421ade	8af8af11ddd676a545a1ab5b97917191d95104c1e0cc37a6457dc7e79492ec3b
SRC009	udt_csn_dphi_transport_selector_audit_2026-07-23/AUDIT_REPORT.md	DPHI_CAUSAL_GEOMETRY	nonnull_local_reduction_null_zero_obstruction	f0b22bdcc0c18c513543bd6e78b66192225dfb97	c2ddc90ad25e13bd3c9fcb497630ad4510d36079c3be44ba47fb6a91a25a5471
SRC010	udt_csn_dphi_transport_selector_audit_2026-07-23/STATUS_LEDGER.tsv	DPHI_CAUSAL_GEOMETRY	nonnull_local_reduction_null_zero_obstruction	73aeedefc9cd76b2390219ea0ddde0f223088791	6b5111ad16ba4bdab982cce0305430757b0d4e4bc6a255ef747cf639570f77a9
SRC011	udt_csn_dphi_transport_selector_audit_2026-07-23/PREMISE_LEDGER.tsv	DPHI_CAUSAL_GEOMETRY	nonnull_local_reduction_null_zero_obstruction	fc3dad1113a4e1c3c5e7571c6f021dc2709e3a15	45f8bd893abed5d2197ebba0fbaeb57c2227b8b572993174000ceefe7da0e520
SRC012	udt_finite_cell_cartan_transport_atlas_2026-07-23/AUDIT_REPORT.md	DPHI_CAUSAL_GEOMETRY	nonnull_local_reduction_null_zero_obstruction	999aeed00220ad3cfcd0a5b6b792c9231e85f404	422a96a0b8ce50b1b74c0e7ea78ac9b0f6ec2d5ef8ea59c69c2b3f9941f25df7
SRC013	udt_finite_cell_cartan_transport_atlas_2026-07-23/STATUS_LEDGER.tsv	DPHI_CAUSAL_GEOMETRY	nonnull_local_reduction_null_zero_obstruction	11782c62353f4fa5034172296d286392b9568206	df6ab72b00a0e24cee5e85b9cfd9a54ab1a04f11daeb83532ef5eabb8bcf2e85
SRC014	udt_finite_cell_cartan_transport_atlas_2026-07-23/COMPLETION_CAUSAL_CROSS.tsv	DPHI_CAUSAL_GEOMETRY	nonnull_local_reduction_null_zero_obstruction	515fcf946044ed431d24778709edc11a86e59e97	d6893363db13a0fa9e1f6acbd37c7070baf0618c81033fd69e59ae51c85d2729
SRC015	udt_phi_metric_ontology_audit_2026-07-22/AUDIT_REPORT.md	PHI_ONTOLOGY	phi_not_distance_and_metric_ownership_open	8f583b340f683303f2644bd2d67698648a082692	f762051c7af6559556e6f2f68a6f85f3d4038dc9350822878619eb834ba30fee
SRC016	udt_phi_metric_ontology_audit_2026-07-22/STATUS_LEDGER.tsv	PHI_ONTOLOGY	phi_not_distance_and_metric_ownership_open	c7097985bdbf5397f87e12756695f7ffab2e66b6	6737e797f0d90250d386c62096a29c3493beb86262363b59fcafe3dbc2640d3f
SRC017	udt_phi_metric_ontology_audit_2026-07-22/PHI_ONTOLOGY_LEDGER.tsv	PHI_ONTOLOGY	phi_not_distance_and_metric_ownership_open	aceeccd779699d050a97dfc1840bf429f7ce0f73	1b0be4a14eec3729beb617aab0748cd4b7f0bb7dc4ded777aa636360fe291924
SRC018	udt_complete_metric_solution_space_map_2026-07-21/AUDIT_REPORT.md	COMPLETE_SPACE_AND_COMPLETION	all_branches_visible_none_selected	8dad0a904c275b793e81c4578e400812efbb422c	890d074276533d6ffb035584406fe249ca68d50cd838f2aa9f6fa85d1b78cde4
