transform_id	interaction_id	carrier_id	bank	point_id	target_mask	target_integer	ensemble_order	subsets_used	metric_twojet_domain	metric_twojet_l2	metric_twojet_max_abs	metric_twojet_active	metric_twojet_baseline_active	metric_twojet_covariance_residual	riemann_domain	riemann_l2	riemann_max_abs	riemann_active	riemann_baseline_active	riemann_covariance_residual	weyl_domain	weyl_l2	weyl_max_abs	weyl_active	weyl_baseline_active	weyl_covariance_residual	ricci_domain	ricci_l2	ricci_max_abs	ricci_active	ricci_baseline_active	ricci_covariance_residual	scalar_domain	scalar_l2	scalar_max_abs	scalar_active	scalar_baseline_active	scalar_covariance_residual	cartan_curvature_domain	cartan_curvature_l2	cartan_curvature_max_abs	cartan_curvature_active	cartan_curvature_baseline_active	cartan_curvature_covariance_residual	phi_twojet_domain	phi_twojet_l2	phi_twojet_max_abs	phi_twojet_active	phi_twojet_baseline_active	phi_twojet_covariance_residual	split_slot_twojet_domain	split_slot_twojet_l2	split_slot_twojet_max_abs	split_slot_twojet_active	split_slot_twojet_baseline_active	split_slot_twojet_covariance_residual	split_shear_domain	split_shear_l2	split_shear_max_abs	split_shear_active	split_shear_baseline_active	split_shear_covariance_residual	split_twist_domain	split_twist_l2	split_twist_max_abs	split_twist_active	split_twist_baseline_active	split_twist_covariance_residual
C06_SWAP_TIME_SCREEN	R00_1_T1_B0_P0	R00_1	B0	P0	M1	1	1	M0;M1	DEFINED_COVARIANCE_CHECKED	0.2302176583448211	0.08801331532438578	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.12028712320280908	0.023394317267404426	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.08717036374860974	0.018125811008301025	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.06129900811050165	0.0402876613069223	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.010992427630951738	0.010992427630951738	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.11042768053563531	0.021638404670569905	YES	YES	5.204170427930421e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				YES		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_T2_B0_P0	R00_1	B0	P0	M2	2	1	M0;M2	DEFINED_COVARIANCE_CHECKED	0.2639188803360391	0.08438781885567359	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.09874656143942624	0.019361950402055277	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.05157237297765933	0.007986331659168917	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.06405597721999914	0.029250358081949236	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.07761143635081894	0.07761143635081894	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.08599720173777843	0.017313243484636174	YES	YES	6.938893903907228e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				YES		UNDEFINED_SPLIT_DOMAIN				YES		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_T3_B0_P0	R00_1	B0	P0	M3	3	2	M0;M1;M2;M3	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.009916966545085485	0.002169909775514201	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0038224962924778816	0.0006732427814968231	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.005702320116672247	0.002813775070892012	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.004494585806120166	0.004494585806120166	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.009368435094260297	0.0022403711559202816	YES	YES	1.0408340855860843e-17	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_T4_B0_P0	R00_1	B0	P0	M4	4	1	M0;M4	DEFINED_COVARIANCE_CHECKED	0.23865980999992145	0.048517465775737206	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.15777275410171177	0.028927708017761213	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.11143173671875403	0.024604410793290624	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.08304420440979024	0.02862479226904218	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.05413039134497826	0.05413039134497826	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.1395856974788059	0.026146895009679563	YES	YES	6.938893903907228e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				YES		UNDEFINED_SPLIT_DOMAIN				YES		UNDEFINED_SPLIT_DOMAIN				YES	
C06_SWAP_TIME_SCREEN	R00_1_T5_B0_P0	R00_1	B0	P0	M5	5	2	M0;M1;M4;M5	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.013530583725740722	0.0021843564984925443	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.009921527765847095	0.0018708035646622686	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.007054517160284276	0.002534423400469603	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0009846344132875273	0.0009846344132875273	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.013344819495546245	0.0021454255145269066	YES	YES	1.3877787807814457e-17	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_T6_B0_P0	R00_1	B0	P0	M6	6	2	M0;M2;M4;M6	DEFINED_COVARIANCE_CHECKED	0.028293887645013737	0.005924236589795909	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.018622534983571193	0.0040488876587644815	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.012594904780641424	0.00224338005062524	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.009827653378758064	0.004127713464765556	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.009166062556777682	0.009166062556777682	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.01721388411481983	0.0035431694312558232	YES	YES	6.938893903907228e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_T7_B0_P0	R00_1	B0	P0	M7	7	3	M0;M1;M2;M3;M4;M5;M6;M7	DEFINED_COVARIANCE_CHECKED	1.1773457174889801e-17	6.938893903907228e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	6.70008057736614e-17	1.3877787807814457e-17	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	7.057957468963116e-17	2.2551405187698492e-17	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	2.8767134424180844e-17	1.3877787807814457e-17	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	1.5612511283791264e-17	1.5612511283791264e-17	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	9.081562343016589e-17	2.0816681711721685e-17	NO	NO	1.3877787807814457e-17	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_T8_B0_P0	R00_1	B0	P0	M8	8	1	M0;M8	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.06843713885974956	0.029166666666666667	YES	YES	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_T9_B0_P0	R00_1	B0	P0	M9	9	2	M0;M1;M8;M9	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_TA_B0_P0	R00_1	B0	P0	MA	10	2	M0;M2;M8;MA	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_TB_B0_P0	R00_1	B0	P0	MB	11	3	M0;M1;M2;M3;M8;M9;MA;MB	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	6.6905025879460435e-18	1.734723475976807e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	5.057544569639795e-18	1.734723475976807e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	7.191783606045211e-18	6.938893903907228e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	1.0587499293714891e-17	3.469446951953614e-18	NO	NO	3.469446951953614e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_TC_B0_P0	R00_1	B0	P0	MC	12	2	M0;M4;M8;MC	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_TD_B0_P0	R00_1	B0	P0	MD	13	3	M0;M1;M4;M5;M8;M9;MC;MD	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	1.144025965704247e-17	6.938893903907228e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	7.697071864121011e-18	3.469446951953614e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	2.4532694666933987e-18	1.734723475976807e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	1.460464809038917e-17	6.938893903907228e-18	NO	NO	6.938893903907228e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_TE_B0_P0	R00_1	B0	P0	ME	14	3	M0;M2;M4;M6;M8;MA;MC;ME	DEFINED_COVARIANCE_CHECKED	1.3506913905390047e-17	3.469446951953614e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	9.669478820722694e-18	3.469446951953614e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	7.83631449642983e-18	3.469446951953614e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	4.982613841084488e-18	3.469446951953614e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	6.138920824327558e-18	1.734723475976807e-18	NO	NO	1.734723475976807e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_1_TF_B0_P0	R00_1	B0	P0	MF	15	4	M0;M1;M2;M3;M4;M5;M6;M7;M8;M9;MA;MB;MC;MD;ME;MF	DEFINED_COVARIANCE_CHECKED	3.496446946337351e-18	3.469446951953614e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	2.1509871605466464e-17	6.938893903907228e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	1.3633384273613801e-17	3.469446951953614e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	8.319441530320186e-18	6.938893903907228e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	1.734723475976807e-18	1.734723475976807e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	1.8282233553721198e-17	6.938893903907228e-18	NO	NO	6.938893903907228e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_3_T1_B0_P0	R00_3	B0	P0	M1	1	1	M0;M1	DEFINED_COVARIANCE_CHECKED	0.6745751823678973	0.26403994597315733	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.34665512296343054	0.07363925379092864	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.24663411259946078	0.04972660334446124	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.17503807457199652	0.11258895176230073	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.01184682876162868	0.01184682876162868	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.3170376540708216	0.06402513176735325	YES	YES	1.3877787807814457e-17	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				YES		UNDEFINED_SPLIT_DOMAIN				NO		UNDEFINED_SPLIT_DOMAIN				NO	
C06_SWAP_TIME_SCREEN	R00_3_T2_B0_P0	R00_3	B0	P0	M2	2	1	M0;M2	DEFINED_COVARIANCE_CHECKED	0.800396571260802	0.2531634565670207	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.28958755146625453	0.05525291276006865	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.14795760003218886	0.02376753502401238	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.18031716101291667	0.0775161394566543	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.20449113809718084	0.20449113809718084	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.25327098025202965	0.049572593594355285	YES	YES	1.3877787807814457e-17	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	UNDEFINED_SPLIT_DOMAIN				YES		UNDEFINED_SPLIT_DOMAIN				YES		UNDEFINED_SPLIT_DOMAIN				NO	
