transform_id	ensemble_order	payload	defined_rows	undefined_rows	active_rows	inactive_rows	activity_concordant	activity_discordant
C00_IDENTITY	1	cartan_curvature	1536	0	1152	384	1536	0
C00_IDENTITY	1	metric_twojet	1536	0	1152	384	1536	0
C00_IDENTITY	1	phi_twojet	1536	0	384	1152	1536	0
C00_IDENTITY	1	ricci	1536	0	1152	384	1536	0
C00_IDENTITY	1	riemann	1536	0	1152	384	1536	0
C00_IDENTITY	1	scalar	1536	0	1152	384	1536	0
C00_IDENTITY	1	split_shear	1536	0	768	768	1536	0
C00_IDENTITY	1	split_slot_twojet	1536	0	1152	384	1536	0
C00_IDENTITY	1	split_twist	1536	0	384	1152	1536	0
C00_IDENTITY	1	weyl	1536	0	1152	384	1536	0
C00_IDENTITY	2	cartan_curvature	2304	0	1152	1152	2304	0
C00_IDENTITY	2	metric_twojet	2304	0	384	1920	2304	0
C00_IDENTITY	2	phi_twojet	2304	0	0	2304	2304	0
C00_IDENTITY	2	ricci	2304	0	1152	1152	2304	0
C00_IDENTITY	2	riemann	2304	0	1152	1152	2304	0
C00_IDENTITY	2	scalar	2304	0	1152	1152	2304	0
C00_IDENTITY	2	split_shear	2304	0	336	1968	2304	0
C00_IDENTITY	2	split_slot_twojet	2304	0	0	2304	2304	0
C00_IDENTITY	2	split_twist	2304	0	0	2304	2304	0
C00_IDENTITY	2	weyl	2304	0	1152	1152	2304	0
C00_IDENTITY	3	cartan_curvature	1536	0	336	1200	1536	0
C00_IDENTITY	3	metric_twojet	1536	0	0	1536	1536	0
C00_IDENTITY	3	phi_twojet	1536	0	0	1536	1536	0
C00_IDENTITY	3	ricci	1536	0	336	1200	1536	0
C00_IDENTITY	3	riemann	1536	0	336	1200	1536	0
C00_IDENTITY	3	scalar	1536	0	336	1200	1536	0
C00_IDENTITY	3	split_shear	1536	0	0	1536	1536	0
C00_IDENTITY	3	split_slot_twojet	1536	0	0	1536	1536	0
C00_IDENTITY	3	split_twist	1536	0	0	1536	1536	0
C00_IDENTITY	3	weyl	1536	0	336	1200	1536	0
C00_IDENTITY	4	cartan_curvature	384	0	0	384	384	0
C00_IDENTITY	4	metric_twojet	384	0	0	384	384	0
C00_IDENTITY	4	phi_twojet	384	0	0	384	384	0
C00_IDENTITY	4	ricci	384	0	0	384	384	0
C00_IDENTITY	4	riemann	384	0	0	384	384	0
C00_IDENTITY	4	scalar	384	0	0	384	384	0
C00_IDENTITY	4	split_shear	384	0	0	384	384	0
C00_IDENTITY	4	split_slot_twojet	384	0	0	384	384	0
C00_IDENTITY	4	split_twist	384	0	0	384	384	0
C00_IDENTITY	4	weyl	384	0	0	384	384	0
C01_BLOCK_GENERAL	1	cartan_curvature	1536	0	1152	384	1536	0
C01_BLOCK_GENERAL	1	metric_twojet	1536	0	1152	384	1536	0
C01_BLOCK_GENERAL	1	phi_twojet	1536	0	384	1152	1536	0
C01_BLOCK_GENERAL	1	ricci	1536	0	1152	384	1536	0
C01_BLOCK_GENERAL	1	riemann	1536	0	1152	384	1536	0
C01_BLOCK_GENERAL	1	scalar	1536	0	1152	384	1536	0
C01_BLOCK_GENERAL	1	split_shear	1536	0	768	768	1536	0
C01_BLOCK_GENERAL	1	split_slot_twojet	1536	0	1152	384	1536	0
C01_BLOCK_GENERAL	1	split_twist	1536	0	384	1152	1536	0
C01_BLOCK_GENERAL	1	weyl	1536	0	1152	384	1536	0
C01_BLOCK_GENERAL	2	cartan_curvature	2304	0	1152	1152	2304	0
C01_BLOCK_GENERAL	2	metric_twojet	2304	0	384	1920	2304	0
C01_BLOCK_GENERAL	2	phi_twojet	2304	0	0	2304	2304	0
C01_BLOCK_GENERAL	2	ricci	2304	0	1152	1152	2304	0
C01_BLOCK_GENERAL	2	riemann	2304	0	1152	1152	2304	0
C01_BLOCK_GENERAL	2	scalar	2304	0	1152	1152	2304	0
C01_BLOCK_GENERAL	2	split_shear	2304	0	336	1968	2304	0
C01_BLOCK_GENERAL	2	split_slot_twojet	2304	0	0	2304	2304	0
C01_BLOCK_GENERAL	2	split_twist	2304	0	0	2304	2304	0
C01_BLOCK_GENERAL	2	weyl	2304	0	1152	1152	2304	0
C01_BLOCK_GENERAL	3	cartan_curvature	1536	0	336	1200	1536	0
C01_BLOCK_GENERAL	3	metric_twojet	1536	0	0	1536	1536	0
C01_BLOCK_GENERAL	3	phi_twojet	1536	0	0	1536	1536	0
C01_BLOCK_GENERAL	3	ricci	1536	0	336	1200	1536	0
C01_BLOCK_GENERAL	3	riemann	1536	0	336	1200	1536	0
C01_BLOCK_GENERAL	3	scalar	1536	0	336	1200	1536	0
C01_BLOCK_GENERAL	3	split_shear	1536	0	0	1536	1536	0
C01_BLOCK_GENERAL	3	split_slot_twojet	1536	0	0	1536	1536	0
C01_BLOCK_GENERAL	3	split_twist	1536	0	0	1536	1536	0
C01_BLOCK_GENERAL	3	weyl	1536	0	336	1200	1536	0
C01_BLOCK_GENERAL	4	cartan_curvature	384	0	0	384	384	0
C01_BLOCK_GENERAL	4	metric_twojet	384	0	0	384	384	0
C01_BLOCK_GENERAL	4	phi_twojet	384	0	0	384	384	0
C01_BLOCK_GENERAL	4	ricci	384	0	0	384	384	0
C01_BLOCK_GENERAL	4	riemann	384	0	0	384	384	0
C01_BLOCK_GENERAL	4	scalar	384	0	0	384	384	0
C01_BLOCK_GENERAL	4	split_shear	384	0	0	384	384	0
C01_BLOCK_GENERAL	4	split_slot_twojet	384	0	0	384	384	0
C01_BLOCK_GENERAL	4	split_twist	384	0	0	384	384	0
C01_BLOCK_GENERAL	4	weyl	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	1	cartan_curvature	1536	0	1152	384	1536	0
C02_BLOCK_GENERAL_INVERSE	1	metric_twojet	1536	0	1152	384	1536	0
C02_BLOCK_GENERAL_INVERSE	1	phi_twojet	1536	0	384	1152	1536	0
C02_BLOCK_GENERAL_INVERSE	1	ricci	1536	0	1152	384	1536	0
C02_BLOCK_GENERAL_INVERSE	1	riemann	1536	0	1152	384	1536	0
C02_BLOCK_GENERAL_INVERSE	1	scalar	1536	0	1152	384	1536	0
C02_BLOCK_GENERAL_INVERSE	1	split_shear	1536	0	768	768	1536	0
C02_BLOCK_GENERAL_INVERSE	1	split_slot_twojet	1536	0	1152	384	1536	0
C02_BLOCK_GENERAL_INVERSE	1	split_twist	1536	0	384	1152	1536	0
C02_BLOCK_GENERAL_INVERSE	1	weyl	1536	0	1152	384	1536	0
C02_BLOCK_GENERAL_INVERSE	2	cartan_curvature	2304	0	1152	1152	2304	0
C02_BLOCK_GENERAL_INVERSE	2	metric_twojet	2304	0	384	1920	2304	0
C02_BLOCK_GENERAL_INVERSE	2	phi_twojet	2304	0	0	2304	2304	0
C02_BLOCK_GENERAL_INVERSE	2	ricci	2304	0	1152	1152	2304	0
C02_BLOCK_GENERAL_INVERSE	2	riemann	2304	0	1152	1152	2304	0
C02_BLOCK_GENERAL_INVERSE	2	scalar	2304	0	1152	1152	2304	0
C02_BLOCK_GENERAL_INVERSE	2	split_shear	2304	0	336	1968	2304	0
C02_BLOCK_GENERAL_INVERSE	2	split_slot_twojet	2304	0	0	2304	2304	0
C02_BLOCK_GENERAL_INVERSE	2	split_twist	2304	0	0	2304	2304	0
C02_BLOCK_GENERAL_INVERSE	2	weyl	2304	0	1152	1152	2304	0
C02_BLOCK_GENERAL_INVERSE	3	cartan_curvature	1536	0	336	1200	1536	0
C02_BLOCK_GENERAL_INVERSE	3	metric_twojet	1536	0	0	1536	1536	0
C02_BLOCK_GENERAL_INVERSE	3	phi_twojet	1536	0	0	1536	1536	0
C02_BLOCK_GENERAL_INVERSE	3	ricci	1536	0	336	1200	1536	0
C02_BLOCK_GENERAL_INVERSE	3	riemann	1536	0	336	1200	1536	0
C02_BLOCK_GENERAL_INVERSE	3	scalar	1536	0	336	1200	1536	0
C02_BLOCK_GENERAL_INVERSE	3	split_shear	1536	0	0	1536	1536	0
C02_BLOCK_GENERAL_INVERSE	3	split_slot_twojet	1536	0	0	1536	1536	0
C02_BLOCK_GENERAL_INVERSE	3	split_twist	1536	0	0	1536	1536	0
C02_BLOCK_GENERAL_INVERSE	3	weyl	1536	0	336	1200	1536	0
C02_BLOCK_GENERAL_INVERSE	4	cartan_curvature	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	4	metric_twojet	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	4	phi_twojet	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	4	ricci	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	4	riemann	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	4	scalar	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	4	split_shear	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	4	split_slot_twojet	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	4	split_twist	384	0	0	384	384	0
C02_BLOCK_GENERAL_INVERSE	4	weyl	384	0	0	384	384	0
C03_CROSS_GENERAL	1	cartan_curvature	1536	0	1152	384	1536	0
C03_CROSS_GENERAL	1	metric_twojet	1536	0	1152	384	1536	0
C03_CROSS_GENERAL	1	phi_twojet	1536	0	384	1152	1536	0
C03_CROSS_GENERAL	1	ricci	1536	0	1152	384	1536	0
C03_CROSS_GENERAL	1	riemann	1536	0	1152	384	1536	0
C03_CROSS_GENERAL	1	scalar	1536	0	1152	384	1536	0
C03_CROSS_GENERAL	1	split_shear	1536	0	1152	384	1152	384
C03_CROSS_GENERAL	1	split_slot_twojet	1536	0	1152	384	1536	0
C03_CROSS_GENERAL	1	split_twist	1536	0	1152	384	768	768
C03_CROSS_GENERAL	1	weyl	1536	0	1152	384	1536	0
C03_CROSS_GENERAL	2	cartan_curvature	2304	0	1152	1152	2304	0
C03_CROSS_GENERAL	2	metric_twojet	2304	0	384	1920	2304	0
C03_CROSS_GENERAL	2	phi_twojet	2304	0	0	2304	2304	0
C03_CROSS_GENERAL	2	ricci	2304	0	1152	1152	2304	0
C03_CROSS_GENERAL	2	riemann	2304	0	1152	1152	2304	0
C03_CROSS_GENERAL	2	scalar	2304	0	1152	1152	2304	0
C03_CROSS_GENERAL	2	split_shear	2304	0	1008	1296	1632	672
C03_CROSS_GENERAL	2	split_slot_twojet	2304	0	1152	1152	1152	1152
C03_CROSS_GENERAL	2	split_twist	2304	0	1008	1296	1296	1008
C03_CROSS_GENERAL	2	weyl	2304	0	1152	1152	2304	0
C03_CROSS_GENERAL	3	cartan_curvature	1536	0	336	1200	1536	0
C03_CROSS_GENERAL	3	metric_twojet	1536	0	0	1536	1536	0
C03_CROSS_GENERAL	3	phi_twojet	1536	0	0	1536	1536	0
C03_CROSS_GENERAL	3	ricci	1536	0	336	1200	1536	0
C03_CROSS_GENERAL	3	riemann	1536	0	336	1200	1536	0
C03_CROSS_GENERAL	3	scalar	1536	0	336	1200	1536	0
C03_CROSS_GENERAL	3	split_shear	1536	0	336	1200	1200	336
C03_CROSS_GENERAL	3	split_slot_twojet	1536	0	336	1200	1200	336
C03_CROSS_GENERAL	3	split_twist	1536	0	336	1200	1200	336
C03_CROSS_GENERAL	3	weyl	1536	0	336	1200	1536	0
C03_CROSS_GENERAL	4	cartan_curvature	384	0	0	384	384	0
C03_CROSS_GENERAL	4	metric_twojet	384	0	0	384	384	0
C03_CROSS_GENERAL	4	phi_twojet	384	0	0	384	384	0
C03_CROSS_GENERAL	4	ricci	384	0	0	384	384	0
C03_CROSS_GENERAL	4	riemann	384	0	0	384	384	0
C03_CROSS_GENERAL	4	scalar	384	0	0	384	384	0
C03_CROSS_GENERAL	4	split_shear	384	0	0	384	384	0
C03_CROSS_GENERAL	4	split_slot_twojet	384	0	0	384	384	0
C03_CROSS_GENERAL	4	split_twist	384	0	0	384	384	0
C03_CROSS_GENERAL	4	weyl	384	0	0	384	384	0
C04_CROSS_GENERAL_INVERSE	1	cartan_curvature	1536	0	1152	384	1536	0
C04_CROSS_GENERAL_INVERSE	1	metric_twojet	1536	0	1152	384	1536	0
C04_CROSS_GENERAL_INVERSE	1	phi_twojet	1536	0	384	1152	1536	0
C04_CROSS_GENERAL_INVERSE	1	ricci	1536	0	1152	384	1536	0
C04_CROSS_GENERAL_INVERSE	1	riemann	1536	0	1152	384	1536	0
C04_CROSS_GENERAL_INVERSE	1	scalar	1536	0	1152	384	1536	0
C04_CROSS_GENERAL_INVERSE	1	split_shear	1536	0	1152	384	1152	384
C04_CROSS_GENERAL_INVERSE	1	split_slot_twojet	1536	0	1152	384	1536	0
C04_CROSS_GENERAL_INVERSE	1	split_twist	1536	0	1152	384	768	768
C04_CROSS_GENERAL_INVERSE	1	weyl	1536	0	1152	384	1536	0
C04_CROSS_GENERAL_INVERSE	2	cartan_curvature	2304	0	1152	1152	2304	0
C04_CROSS_GENERAL_INVERSE	2	metric_twojet	2304	0	384	1920	2304	0
C04_CROSS_GENERAL_INVERSE	2	phi_twojet	2304	0	0	2304	2304	0
C04_CROSS_GENERAL_INVERSE	2	ricci	2304	0	1152	1152	2304	0
C04_CROSS_GENERAL_INVERSE	2	riemann	2304	0	1152	1152	2304	0
C04_CROSS_GENERAL_INVERSE	2	scalar	2304	0	1152	1152	2304	0
C04_CROSS_GENERAL_INVERSE	2	split_shear	2304	0	1008	1296	1632	672
C04_CROSS_GENERAL_INVERSE	2	split_slot_twojet	2304	0	1152	1152	1152	1152
C04_CROSS_GENERAL_INVERSE	2	split_twist	2304	0	1008	1296	1296	1008
C04_CROSS_GENERAL_INVERSE	2	weyl	2304	0	1152	1152	2304	0
C04_CROSS_GENERAL_INVERSE	3	cartan_curvature	1536	0	336	1200	1536	0
C04_CROSS_GENERAL_INVERSE	3	metric_twojet	1536	0	0	1536	1536	0
C04_CROSS_GENERAL_INVERSE	3	phi_twojet	1536	0	0	1536	1536	0
C04_CROSS_GENERAL_INVERSE	3	ricci	1536	0	336	1200	1536	0
C04_CROSS_GENERAL_INVERSE	3	riemann	1536	0	336	1200	1536	0
C04_CROSS_GENERAL_INVERSE	3	scalar	1536	0	336	1200	1536	0
C04_CROSS_GENERAL_INVERSE	3	split_shear	1536	0	336	1200	1200	336
C04_CROSS_GENERAL_INVERSE	3	split_slot_twojet	1536	0	336	1200	1200	336
C04_CROSS_GENERAL_INVERSE	3	split_twist	1536	0	336	1200	1200	336
C04_CROSS_GENERAL_INVERSE	3	weyl	1536	0	336	1200	1536	0
C04_CROSS_GENERAL_INVERSE	4	cartan_curvature	384	0	0	384	384	0
C04_CROSS_GENERAL_INVERSE	4	metric_twojet	384	0	0	384	384	0
C04_CROSS_GENERAL_INVERSE	4	phi_twojet	384	0	0	384	384	0
