transform_id	quantity	max_relative_residual	tolerance	pass
C00_IDENTITY	cartan_covariance_residual	0.0	1e-10	YES
C00_IDENTITY	determinant_weight_residual	0.0	1e-10	YES
C00_IDENTITY	inverse_roundtrip_residual	0.0	1e-10	YES
C00_IDENTITY	metric_twojet_residual	1.9584706450107938e-16	1e-10	YES
C00_IDENTITY	mobius_cartan_curvature	0.0	1e-10	YES
C00_IDENTITY	mobius_metric_twojet	0.0	1e-10	YES
C00_IDENTITY	mobius_phi_twojet	0.0	1e-10	YES
C00_IDENTITY	mobius_ricci	0.0	1e-10	YES
C00_IDENTITY	mobius_riemann	0.0	1e-10	YES
C00_IDENTITY	mobius_scalar	0.0	1e-10	YES
C00_IDENTITY	mobius_split_shear	8.326672684688674e-17	1e-10	YES
C00_IDENTITY	mobius_split_slot_twojet	2.220446049250313e-16	1e-10	YES
C00_IDENTITY	mobius_split_twist	8.326672684688674e-17	1e-10	YES
C00_IDENTITY	mobius_weyl	0.0	1e-10	YES
C00_IDENTITY	ricci_contraction_residual	1.249000902703301e-16	1e-10	YES
C00_IDENTITY	scalar_contraction_residual	0.0	1e-10	YES
C01_BLOCK_GENERAL	cartan_covariance_residual	1.6653345369377348e-16	1e-10	YES
C01_BLOCK_GENERAL	determinant_weight_residual	7.769643302062048e-16	1e-10	YES
C01_BLOCK_GENERAL	inverse_roundtrip_residual	5.348448391517485e-16	1e-10	YES
C01_BLOCK_GENERAL	metric_twojet_residual	5.32226673152696e-16	1e-10	YES
C01_BLOCK_GENERAL	mobius_cartan_curvature	2.6576505753050927e-16	1e-10	YES
C01_BLOCK_GENERAL	mobius_metric_twojet	1.1129985821867195e-15	1e-10	YES
C01_BLOCK_GENERAL	mobius_phi_twojet	0.0	1e-10	YES
C01_BLOCK_GENERAL	mobius_ricci	1.9255430583342559e-16	1e-10	YES
C01_BLOCK_GENERAL	mobius_riemann	2.0454829236654648e-16	1e-10	YES
C01_BLOCK_GENERAL	mobius_scalar	0.0	1e-10	YES
C01_BLOCK_GENERAL	mobius_weyl	1.5598958756635195e-16	1e-10	YES
C01_BLOCK_GENERAL	ricci_contraction_residual	1.942890293094024e-16	1e-10	YES
C01_BLOCK_GENERAL	scalar_contraction_residual	2.220446049250313e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	cartan_covariance_residual	1.942890293094024e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	determinant_weight_residual	9.344852730773679e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	inverse_roundtrip_residual	5.546400124867461e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	metric_twojet_residual	7.139664649340412e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	mobius_cartan_curvature	2.4231918555051024e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	mobius_metric_twojet	1.7763568394002505e-15	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	mobius_phi_twojet	0.0	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	mobius_ricci	1.7070763205784267e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	mobius_riemann	2.443791696782327e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	mobius_scalar	0.0	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	mobius_weyl	1.5180620509449857e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	ricci_contraction_residual	2.220446049250313e-16	1e-10	YES
C02_BLOCK_GENERAL_INVERSE	scalar_contraction_residual	2.7755575615628914e-16	1e-10	YES
C03_CROSS_GENERAL	cartan_covariance_residual	1.6653345369377348e-16	1e-10	YES
C03_CROSS_GENERAL	determinant_weight_residual	9.494583995668074e-16	1e-10	YES
C03_CROSS_GENERAL	inverse_roundtrip_residual	5.369484734477828e-16	1e-10	YES
C03_CROSS_GENERAL	metric_twojet_residual	3.871221430661204e-16	1e-10	YES
C03_CROSS_GENERAL	mobius_cartan_curvature	2.723515857283587e-16	1e-10	YES
C03_CROSS_GENERAL	mobius_metric_twojet	5.898059818321144e-16	1e-10	YES
C03_CROSS_GENERAL	mobius_phi_twojet	0.0	1e-10	YES
C03_CROSS_GENERAL	mobius_ricci	1.1162945567910753e-16	1e-10	YES
C03_CROSS_GENERAL	mobius_riemann	2.4058446207453343e-16	1e-10	YES
C03_CROSS_GENERAL	mobius_scalar	0.0	1e-10	YES
C03_CROSS_GENERAL	mobius_weyl	1.1731067506293158e-16	1e-10	YES
C03_CROSS_GENERAL	ricci_contraction_residual	1.942890293094024e-16	1e-10	YES
C03_CROSS_GENERAL	scalar_contraction_residual	2.220446049250313e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	cartan_covariance_residual	1.942890293094024e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	determinant_weight_residual	1.0015241764934803e-15	1e-10	YES
C04_CROSS_GENERAL_INVERSE	inverse_roundtrip_residual	5.308830328338233e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	metric_twojet_residual	5.506599630437173e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	mobius_cartan_curvature	3.7535079211448164e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	mobius_metric_twojet	8.881784197001252e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	mobius_phi_twojet	0.0	1e-10	YES
C04_CROSS_GENERAL_INVERSE	mobius_ricci	1.1460016963171782e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	mobius_riemann	2.7560419224581523e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	mobius_scalar	0.0	1e-10	YES
C04_CROSS_GENERAL_INVERSE	mobius_weyl	1.4007892068512717e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	ricci_contraction_residual	2.220446049250313e-16	1e-10	YES
C04_CROSS_GENERAL_INVERSE	scalar_contraction_residual	2.220446049250313e-16	1e-10	YES
C05_SWAP_DEPTH_SCREEN	cartan_covariance_residual	1.3877787807814457e-16	1e-10	YES
C05_SWAP_DEPTH_SCREEN	determinant_weight_residual	4.817100732516822e-16	1e-10	YES
C05_SWAP_DEPTH_SCREEN	inverse_roundtrip_residual	0.0	1e-10	YES
C05_SWAP_DEPTH_SCREEN	metric_twojet_residual	1.9584706450107938e-16	1e-10	YES
C05_SWAP_DEPTH_SCREEN	mobius_cartan_curvature	1.942890293094024e-16	1e-10	YES
C05_SWAP_DEPTH_SCREEN	mobius_metric_twojet	0.0	1e-10	YES
C05_SWAP_DEPTH_SCREEN	mobius_phi_twojet	0.0	1e-10	YES
C05_SWAP_DEPTH_SCREEN	mobius_ricci	0.0	1e-10	YES
C05_SWAP_DEPTH_SCREEN	mobius_riemann	0.0	1e-10	YES
C05_SWAP_DEPTH_SCREEN	mobius_scalar	0.0	1e-10	YES
C05_SWAP_DEPTH_SCREEN	mobius_weyl	0.0	1e-10	YES
C05_SWAP_DEPTH_SCREEN	ricci_contraction_residual	1.1102230246251565e-16	1e-10	YES
C05_SWAP_DEPTH_SCREEN	scalar_contraction_residual	2.220446049250313e-16	1e-10	YES
C06_SWAP_TIME_SCREEN	cartan_covariance_residual	1.3877787807814457e-16	1e-10	YES
C06_SWAP_TIME_SCREEN	determinant_weight_residual	4.0703835111212235e-16	1e-10	YES
C06_SWAP_TIME_SCREEN	inverse_roundtrip_residual	0.0	1e-10	YES
C06_SWAP_TIME_SCREEN	metric_twojet_residual	1.9584706450107938e-16	1e-10	YES
C06_SWAP_TIME_SCREEN	mobius_cartan_curvature	2.498001805406602e-16	1e-10	YES
C06_SWAP_TIME_SCREEN	mobius_metric_twojet	0.0	1e-10	YES
C06_SWAP_TIME_SCREEN	mobius_phi_twojet	0.0	1e-10	YES
C06_SWAP_TIME_SCREEN	mobius_ricci	0.0	1e-10	YES
C06_SWAP_TIME_SCREEN	mobius_riemann	0.0	1e-10	YES
C06_SWAP_TIME_SCREEN	mobius_scalar	0.0	1e-10	YES
C06_SWAP_TIME_SCREEN	mobius_weyl	0.0	1e-10	YES
C06_SWAP_TIME_SCREEN	ricci_contraction_residual	1.1102230246251565e-16	1e-10	YES
C06_SWAP_TIME_SCREEN	scalar_contraction_residual	2.220446049250313e-16	1e-10	YES
F01_CONSTANT_BASE_BOOST	cartan_covariance_residual	1.3877787807814457e-16	1e-10	YES
F01_CONSTANT_BASE_BOOST	determinant_weight_residual	0.0	1e-10	YES
F01_CONSTANT_BASE_BOOST	inverse_roundtrip_residual	0.0	1e-10	YES
F01_CONSTANT_BASE_BOOST	metric_twojet_residual	5.381524124579352e-16	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_cartan_curvature	1.6566609195578508e-16	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_metric_twojet	0.0	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_phi_twojet	0.0	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_ricci	0.0	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_riemann	0.0	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_scalar	0.0	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_split_shear	8.326672684688674e-17	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_split_slot_twojet	2.220446049250313e-16	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_split_twist	8.326672684688674e-17	1e-10	YES
F01_CONSTANT_BASE_BOOST	mobius_weyl	0.0	1e-10	YES
F01_CONSTANT_BASE_BOOST	ricci_contraction_residual	1.249000902703301e-16	1e-10	YES
F01_CONSTANT_BASE_BOOST	scalar_contraction_residual	0.0	1e-10	YES
F02_LOCAL_BASE_BOOST	cartan_covariance_residual	1.3877787807814457e-16	1e-10	YES
F02_LOCAL_BASE_BOOST	determinant_weight_residual	0.0	1e-10	YES
F02_LOCAL_BASE_BOOST	inverse_roundtrip_residual	0.0	1e-10	YES
F02_LOCAL_BASE_BOOST	metric_twojet_residual	5.381524124579352e-16	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_cartan_curvature	1.6566609195578508e-16	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_metric_twojet	0.0	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_phi_twojet	0.0	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_ricci	0.0	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_riemann	0.0	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_scalar	0.0	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_split_shear	8.326672684688674e-17	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_split_slot_twojet	2.220446049250313e-16	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_split_twist	8.326672684688674e-17	1e-10	YES
F02_LOCAL_BASE_BOOST	mobius_weyl	0.0	1e-10	YES
F02_LOCAL_BASE_BOOST	ricci_contraction_residual	1.249000902703301e-16	1e-10	YES
F02_LOCAL_BASE_BOOST	scalar_contraction_residual	0.0	1e-10	YES
F03_CONSTANT_CROSS_BOOST	cartan_covariance_residual	1.3877787807814457e-16	1e-10	YES
F03_CONSTANT_CROSS_BOOST	determinant_weight_residual	0.0	1e-10	YES
F03_CONSTANT_CROSS_BOOST	inverse_roundtrip_residual	0.0	1e-10	YES
F03_CONSTANT_CROSS_BOOST	metric_twojet_residual	7.211652359586452e-16	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_cartan_curvature	1.964574336543734e-16	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_metric_twojet	0.0	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_phi_twojet	0.0	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_ricci	0.0	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_riemann	0.0	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_scalar	0.0	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_split_shear	8.326672684688674e-17	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_split_slot_twojet	2.220446049250313e-16	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_split_twist	8.326672684688674e-17	1e-10	YES
F03_CONSTANT_CROSS_BOOST	mobius_weyl	0.0	1e-10	YES
F03_CONSTANT_CROSS_BOOST	ricci_contraction_residual	1.249000902703301e-16	1e-10	YES
F03_CONSTANT_CROSS_BOOST	scalar_contraction_residual	0.0	1e-10	YES
