transform_id	configuration_id	carrier_id	mask_id	mask_integer	bank	point_id	primary_status	split_status	q_eigenvalues	h_eigenvalues	split_forward_residual	shear_rank	twist_rank	shear_max_abs	twist_max_abs	metric_twojet_residual	cartan_covariance_residual	determinant_weight_residual	ricci_contraction_residual	scalar_contraction_residual	weyl_trace_max_abs	inverse_roundtrip_residual	metric_determinant	metric_inertia	retained	physical_merit
C02_BLOCK_GENERAL_INVERSE	R00_1_M0_B0_P0	R00_1	M0	0	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	0	0	0.0	0.0	1.717562879877e-16	0.0	3.13954476766117e-16	0.0	0.0	0.0	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
C02_BLOCK_GENERAL_INVERSE	R00_1_M1_B0_P0	R00_1	M1	1	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	0	0	0.0	0.0	1.717562879877e-16	1.3877787807814457e-17	3.13954476766117e-16	1.3010426069826053e-17	6.938893903907228e-18	7.37257477290143e-18	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
C02_BLOCK_GENERAL_INVERSE	R00_1_M2_B0_P0	R00_1	M2	2	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	2	0	0.020962540083123198	1.8869543116237513e-18	1.717562879877e-16	8.673617379884035e-18	3.13954476766117e-16	6.938893903907228e-18	0.0	6.7220534694101275e-18	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
C02_BLOCK_GENERAL_INVERSE	R00_1_M3_B0_P0	R00_1	M3	3	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	2	0	0.020962540083123198	1.8869543116237513e-18	1.717562879877e-16	2.0816681711721685e-17	3.13954476766117e-16	1.3877787807814457e-17	1.3877787807814457e-17	1.4520549484835812e-17	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
C02_BLOCK_GENERAL_INVERSE	R00_1_M4_B0_P0	R00_1	M4	4	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	2	1	0.03544391963150612	0.05344600340136056	1.717562879877e-16	1.0408340855860843e-17	3.13954476766117e-16	1.3877787807814457e-17	6.938893903907228e-18	1.3877787807814457e-17	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
C02_BLOCK_GENERAL_INVERSE	R00_1_M5_B0_P0	R00_1	M5	5	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	2	1	0.03544391963150612	0.05344600340136056	1.717562879877e-16	1.734723475976807e-17	3.13954476766117e-16	1.3877787807814457e-17	1.3877787807814457e-17	1.8400991165183584e-17	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
C02_BLOCK_GENERAL_INVERSE	R00_1_M6_B0_P0	R00_1	M6	6	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	2	1	0.039554383437856	0.053446003401360555	1.717562879877e-16	1.0408340855860843e-17	3.13954476766117e-16	1.0408340855860843e-17	1.734723475976807e-18	1.3877787807814457e-17	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
C02_BLOCK_GENERAL_INVERSE	R00_1_M7_B0_P0	R00_1	M7	7	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	2	1	0.039554383437856	0.053446003401360555	1.717562879877e-16	1.3877787807814457e-17	3.13954476766117e-16	1.1275702593849246e-17	1.5612511283791264e-17	1.214306433183765e-17	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
C02_BLOCK_GENERAL_INVERSE	R00_1_M8_B0_P0	R00_1	M8	8	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	0	0	0.0	0.0	1.717562879877e-16	0.0	3.13954476766117e-16	0.0	0.0	0.0	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
C02_BLOCK_GENERAL_INVERSE	R00_1_M9_B0_P0	R00_1	M9	9	B0	P0	TENSOR_COVARIANT_COMPONENT_CHANGE	DEFINED	0.94687021204329114;1.3784577484618068	-1.1813078459457615;0.91739536045798864	2.14695359984625e-17	0	0	0.0	0.0	1.717562879877e-16	1.3877787807814457e-17	3.13954476766117e-16	1.3010426069826053e-17	6.938893903907228e-18	7.37257477290143e-18	3.493329452670905e-16	-1.414501918954609	1,3,0	YES	NOT_EVALUATED
