transform_id	target_mask	target_integer	ensemble_order	payload	vectors_defined	components	span_rank	largest_singular	min_retained_singular	max_discarded_singular	rank_threshold	physical_dof_claimed
C00_IDENTITY	M1	1	1	metric_twojet	384	336	45	4.637495034415046	0.0028162121730580364	2.203226686708036e-15	1e-09	NO
C00_IDENTITY	M1	1	1	riemann	384	256	15	2.8031588460937926	0.09936214656710692	1.9021651233957934e-15	1e-09	NO
C00_IDENTITY	M1	1	1	weyl	384	256	20	2.4199367122588926	0.0018445058109048942	1.4214790788845189e-15	1e-09	NO
C00_IDENTITY	M1	1	1	ricci	384	16	10	1.81946506888898	0.1388948253605059	2.4571992455225585e-16	1e-09	NO
C00_IDENTITY	M1	1	1	scalar	384	1	1	2.1072905017557853	2.1072905017557853	0.0	1e-09	NO
C00_IDENTITY	M1	1	1	cartan_curvature	384	256	26	2.406907992153173	2.0529465944239937e-05	1.6971672042487203e-15	1e-09	NO
C00_IDENTITY	M1	1	1	phi_twojet	384	21	0	0.0	0.0	0.0	1e-09	NO
C00_IDENTITY	M1	1	1	split_slot_twojet	384	210	45	4.614842858314188	0.001992344560703969	1.827124141792602e-15	1e-09	NO
C00_IDENTITY	M1	1	1	split_shear	384	6	0	0.0	0.0	0.0	1e-09	NO
C00_IDENTITY	M1	1	1	split_twist	384	2	0	0.0	0.0	0.0	1e-09	NO
C00_IDENTITY	M2	2	1	metric_twojet	384	336	45	5.358309868848091	0.00439529216204217	3.6269038520510414e-15	1e-09	NO
C00_IDENTITY	M2	2	1	riemann	384	256	15	3.3536757192728253	0.20217333579381527	1.965801330369417e-15	1e-09	NO
C00_IDENTITY	M2	2	1	weyl	384	256	20	2.394590293190154	0.0027421574536878345	1.3165465251760873e-15	1e-09	NO
C00_IDENTITY	M2	2	1	ricci	384	16	10	2.3323378106570596	0.28061356215517597	2.2290164567335474e-16	1e-09	NO
C00_IDENTITY	M2	2	1	scalar	384	1	1	3.7208851711289945	3.7208851711289945	0.0	1e-09	NO
C00_IDENTITY	M2	2	1	cartan_curvature	384	256	26	2.8211402695595207	0.00010342849008752234	1.377833586928571e-15	1e-09	NO
C00_IDENTITY	M2	2	1	phi_twojet	384	21	0	0.0	0.0	0.0	1e-09	NO
C00_IDENTITY	M2	2	1	split_slot_twojet	384	210	45	5.255497407227508	0.004162207792053524	2.2191865191650983e-15	1e-09	NO
C00_IDENTITY	M2	2	1	split_shear	384	6	6	1.7225837960863075	0.04153458684034994	0.0	1e-09	NO
C00_IDENTITY	M2	2	1	split_twist	384	2	0	4.847406969200884e-17	0.0	4.847406969200884e-17	1e-09	NO
C00_IDENTITY	M3	3	2	metric_twojet	384	336	0	5.136365784096776e-16	0.0	5.136365784096776e-16	1e-09	NO
C00_IDENTITY	M3	3	2	riemann	384	256	19	0.4592389705312174	0.008897523864007736	5.6141786611836845e-16	1e-09	NO
C00_IDENTITY	M3	3	2	weyl	384	256	19	0.4433421769155599	0.012025555204764745	5.862054337788074e-16	1e-09	NO
C00_IDENTITY	M3	3	2	ricci	384	16	10	0.33419391638713936	0.07184954393052927	2.0874881155430835e-16	1e-09	NO
C00_IDENTITY	M3	3	2	scalar	384	1	1	0.6143752697947368	0.6143752697947368	0.0	1e-09	NO
