transform_id	configuration_id	carrier_id	mask_id	mask_integer	bank	point_id	primary_status	split_status	q_eigenvalues	h_eigenvalues	split_forward_residual	shear_rank	twist_rank	shear_max_abs	twist_max_abs	metric_twojet_residual	cartan_covariance_residual	determinant_weight_residual	ricci_contraction_residual	scalar_contraction_residual	weyl_trace_max_abs	inverse_roundtrip_residual	metric_determinant	metric_inertia	retained	physical_merit
C06_SWAP_TIME_SCREEN	R00_1_M0_B0_P0	R00_1	M0	0	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	0.0	1.518477364320327e-16	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_M1_B0_P0	R00_1	M1	1	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	5.204170427930421e-18	1.518477364320327e-16	3.469446951953614e-18	3.469446951953614e-18	6.776263578034403e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_M2_B0_P0	R00_1	M2	2	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	3.469446951953614e-18	0.0	7.806255641895632e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_M3_B0_P0	R00_1	M3	3	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	1.3877787807814457e-17	0.0	7.589415207398531e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_M4_B0_P0	R00_1	M4	4	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	1.0408340855860843e-17	6.938893903907228e-18	6.938893903907228e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_M5_B0_P0	R00_1	M5	5	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	1.3877787807814457e-17	1.518477364320327e-16	1.3877787807814457e-17	0.0	1.0265422194795053e-17	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_M6_B0_P0	R00_1	M6	6	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	6.938893903907228e-18	3.469446951953614e-18	1.734723475976807e-17	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_M7_B0_P0	R00_1	M7	7	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	6.938893903907228e-18	3.469446951953614e-18	7.373597875572271e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_M8_B0_P0	R00_1	M8	8	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	0.0	1.518477364320327e-16	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_M9_B0_P0	R00_1	M9	9	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	5.204170427930421e-18	1.518477364320327e-16	3.469446951953614e-18	3.469446951953614e-18	6.776263578034403e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_MA_B0_P0	R00_1	MA	10	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	3.469446951953614e-18	0.0	7.806255641895632e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_MB_B0_P0	R00_1	MB	11	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	1.3877787807814457e-17	0.0	7.589415207398531e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_MC_B0_P0	R00_1	MC	12	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	1.0408340855860843e-17	6.938893903907228e-18	6.938893903907228e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_MD_B0_P0	R00_1	MD	13	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	1.3877787807814457e-17	1.518477364320327e-16	1.3877787807814457e-17	0.0	1.0265422194795053e-17	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_ME_B0_P0	R00_1	ME	14	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	6.938893903907228e-18	3.469446951953614e-18	1.734723475976807e-17	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R00_1_MF_B0_P0	R00_1	MF	15	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	6.938893903907228e-18	3.469446951953614e-18	7.373597875572271e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R01_1_M0_B0_P0	R01_1	M0	0	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	0.0	1.518477364320327e-16	0.0	0.0	0.0	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R01_1_M1_B0_P0	R01_1	M1	1	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	3.469446951953614e-18	1.734723475976807e-18	5.7462715141731735e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R01_1_M2_B0_P0	R01_1	M2	2	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	6.938893903907228e-18	1.3877787807814457e-17	1.9081958235744878e-17	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
C06_SWAP_TIME_SCREEN	R01_1_M3_B0_P0	R01_1	M3	3	B0	P0	SUPPLIED_SPLIT_UNDEFINED_SIGNATURE	INVALID_SIGNATURE	-1.1546108649840132;1.1167707649215999	0.87121730583077628;1.3016844991835397						1.7466647263354526e-16	6.938893903907228e-18	1.518477364320327e-16	6.938893903907228e-18	0.0	8.673617379884035e-18	0.0	-1.4622845894342251	1,3,0	YES	NOT_EVALUATED
