transform_id	interaction_id	carrier_id	bank	point_id	target_mask	target_integer	ensemble_order	subsets_used	metric_twojet_domain	metric_twojet_l2	metric_twojet_max_abs	metric_twojet_active	metric_twojet_baseline_active	metric_twojet_covariance_residual	riemann_domain	riemann_l2	riemann_max_abs	riemann_active	riemann_baseline_active	riemann_covariance_residual	weyl_domain	weyl_l2	weyl_max_abs	weyl_active	weyl_baseline_active	weyl_covariance_residual	ricci_domain	ricci_l2	ricci_max_abs	ricci_active	ricci_baseline_active	ricci_covariance_residual	scalar_domain	scalar_l2	scalar_max_abs	scalar_active	scalar_baseline_active	scalar_covariance_residual	cartan_curvature_domain	cartan_curvature_l2	cartan_curvature_max_abs	cartan_curvature_active	cartan_curvature_baseline_active	cartan_curvature_covariance_residual	phi_twojet_domain	phi_twojet_l2	phi_twojet_max_abs	phi_twojet_active	phi_twojet_baseline_active	phi_twojet_covariance_residual	split_slot_twojet_domain	split_slot_twojet_l2	split_slot_twojet_max_abs	split_slot_twojet_active	split_slot_twojet_baseline_active	split_slot_twojet_covariance_residual	split_shear_domain	split_shear_l2	split_shear_max_abs	split_shear_active	split_shear_baseline_active	split_shear_covariance_residual	split_twist_domain	split_twist_l2	split_twist_max_abs	split_twist_active	split_twist_baseline_active	split_twist_covariance_residual
C00_IDENTITY	R00_1_T1_B0_P0	R00_1	B0	P0	M1	1	1	M0;M1	DEFINED_COVARIANCE_CHECKED	0.2302176583448211	0.08801331532438578	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.12028712320280908	0.023394317267404426	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.08717036374860974	0.018125811008301025	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.06129900811050165	0.0402876613069223	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.010992427630951738	0.010992427630951738	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.11042768053563531	0.021638404670569905	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.22022349024635057	0.08801331532438578	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0
C00_IDENTITY	R00_1_T2_B0_P0	R00_1	B0	P0	M2	2	1	M0;M2	DEFINED_COVARIANCE_CHECKED	0.2639188803360391	0.08438781885567359	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.09874656143942624	0.019361950402055277	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.05157237297765932	0.007986331659168917	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.06405597721999914	0.029250358081949236	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.07761143635081894	0.07761143635081894	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.08599720173777844	0.017313243484636174	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.24863080464010592	0.08438781885567359	YES	YES	2.6020852139652106e-18	DEFINED_COVARIANCE_CHECKED	0.027461869783215465	0.021375461144525668	YES	YES	1.734723475976807e-18	DEFINED_COVARIANCE_CHECKED	9.87104155718274e-20	9.784924606681676e-20	NO	NO	9.784924606681676e-20
C00_IDENTITY	R00_1_T3_B0_P0	R00_1	B0	P0	M3	3	2	M0;M1;M2;M3	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.009916966545085485	0.002169909775514201	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.003822496292477881	0.0006732427814968231	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.005702320116672247	0.002813775070892012	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.004494585806120166	0.004494585806120166	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0093684350942603	0.0022403711559202816	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	4.9065389333867974e-18	3.469446951953614e-18	NO	NO	3.469446951953614e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0
C00_IDENTITY	R00_1_T4_B0_P0	R00_1	B0	P0	M4	4	1	M0;M4	DEFINED_COVARIANCE_CHECKED	0.23865980999992145	0.048517465775737206	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.15777275410171177	0.028927708017761213	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.11143173671875403	0.024604410793290624	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.08304420440979024	0.02862479226904218	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.05413039134497826	0.05413039134497826	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.1395856974788059	0.026146895009679566	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.13407634410805927	0.0375	YES	YES	3.469446951953614e-18	DEFINED_COVARIANCE_CHECKED	0.05492719679353556	0.037500911537049895	YES	YES	6.938893903907228e-18	DEFINED_COVARIANCE_CHECKED	0.06425865970608337	0.04558333333333334	YES	YES	6.938893903907228e-18
C00_IDENTITY	R00_1_T5_B0_P0	R00_1	B0	P0	M5	5	2	M0;M1;M4;M5	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.01353058372574072	0.0021843564984925443	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.009921527765847095	0.0018708035646622686	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.007054517160284276	0.002534423400469603	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0009846344132875273	0.0009846344132875273	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.01334481949554625	0.0021454255145269135	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	9.927408844856778e-18	6.938893903907228e-18	NO	NO	6.938893903907228e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0
C00_IDENTITY	R00_1_T6_B0_P0	R00_1	B0	P0	M6	6	2	M0;M2;M4;M6	DEFINED_COVARIANCE_CHECKED	0.028293887645013734	0.005924236589795909	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.018622534983571193	0.0040488876587644815	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.012594904780641424	0.00224338005062524	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.009827653378758064	0.004127713464765556	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.009166062556777682	0.009166062556777682	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.017213884114819826	0.0035431694312558215	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	2.660305401922909e-17	1.0408340855860843e-17	NO	NO	1.0408340855860843e-17	DEFINED_COVARIANCE_CHECKED	2.281672496420498e-17	1.3877787807814457e-17	NO	NO	2.0816681711721685e-17	DEFINED_COVARIANCE_CHECKED	6.938893903907228e-18	6.938893903907228e-18	NO	NO	6.938893903907228e-18
C00_IDENTITY	R00_1_T7_B0_P0	R00_1	B0	P0	M7	7	3	M0;M1;M2;M3;M4;M5;M6;M7	DEFINED_COVARIANCE_CHECKED	1.1773457174889801e-17	6.938893903907228e-18	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	6.70008057736614e-17	1.3877787807814457e-17	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	7.057957468963116e-17	2.2551405187698492e-17	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	2.8767134424180844e-17	1.3877787807814457e-17	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	1.5612511283791264e-17	1.5612511283791264e-17	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	8.234878869458132e-17	1.734723475976807e-17	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	1.4777401177211653e-17	6.938893903907228e-18	NO	NO	6.938893903907228e-18	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0
C00_IDENTITY	R00_1_T8_B0_P0	R00_1	B0	P0	M8	8	1	M0;M8	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.06843713885974956	0.029166666666666667	YES	YES	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0
C00_IDENTITY	R00_1_T9_B0_P0	R00_1	B0	P0	M9	9	2	M0;M1;M8;M9	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0
C00_IDENTITY	R00_1_TA_B0_P0	R00_1	B0	P0	MA	10	2	M0;M2;M8;MA	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0	DEFINED_COVARIANCE_CHECKED	0.0	0.0	NO	NO	0.0
