sha256	path
f744f563ed54bd29f6a7a72fc262c0c68ec65cbb7ef54a9544067457bdcc657e	ADVERSARIAL_REVIEW_REQUEST.md
aa171e03c291f31d7d6df78ad68ae8abbcac30fce784e48c579154442907142d	AUDIT_REPORT.md
b65c9ac3e5c6ca55eaba3cc50f9462fcbe7d6e894e8d7f90530e1e00e3a90f56	EVIDENCE_GATES.md
b83ff7cd53d66adf421d206fc39071178d82af93ba049c88684668b82074e0b8	EXACT_DERIVATION.md
042d9fc58f41e57b15afcb8f7e738085b17403a305d4b1d3f8d38f3429ccd705	EXTERNAL_ADVERSARIAL_REVIEW.md
7419e0fa56f9135954695f6533d48f8d918349c5c7d5d01ce02db8f01d64d7bb	EXTERNAL_REVIEW_REPAIR_PREREGISTRATION.md
c5461cad0e6e8afdcfbd19aeb2f3af38af3be8b52f070d6c4edc5c71873be979	FINAL_BANKING_MANIFEST_PREREGISTRATION.md
08c4e48afc2000ab8a7623f009743b2530acc7819f882210f23eeaa3522a4a6d	INITIAL_INDEPENDENT_FAILURE.json
0078064a3aa91846999e04e8b4f3263eefe4184e20427d184eb91402a0c91cef	POST_REVIEW_STARTUP_BUDGET_REPAIR_PREREGISTRATION.md
a901f6923c2f7617ad06fe985eae43058a14ffb84180323b30acd3225ff4130e	PREMISE_LEDGER.tsv
330128634d44ad881786a9cd76e97721c44c6539556acd89bb4a7c5d30740c40	REPAIR_PREREGISTRATION.md
0be7d91894d8bf3eb813956fa5ab8f8f35ec382b84dd06b027a8c4f42037117b	REPLAY_INTERFACE_PREREGISTRATION.md
dc38f35b424f5c6bc33b3ecff3e075b0b5c1695e0e58515534a837d1fd12bfe1	RUN_LOG.md
d6149a373a59a4af07a97bc01cbc25854ae00cab82baffe9f4ce67d294fc2822	SOURCE_MANIFEST.tsv
b6333dd2aeed28ba8f1339e680a3497239c8d51b605f7a116fd9c609c483b4c1	STARTUP_REPAIR_EXTENSION_PREREGISTRATION.md
0d50df0daf45af88c87772f593681dae7bc028cf07d87e90e2368638fb1db2b0	STARTUP_REPAIR_FINAL_SCOPE_PREREGISTRATION.md
40b2948f4b81bec85f7a090da2b49e5fa8aad2310f15e68624d6539bc5a398f6	STARTUP_REPAIR_PREREGISTRATION.md
3f13c462d547d9e6c70d802c9032c8db6f95972fae4127014729d78963d02b07	STARTUP_REPAIR_TOKEN_CORRECTION.md
2d08680ca4fd31d6b2a5d09ed365583e1c67017f66fc0e6eb71a9aaf9a0eb1da	STATUS_LEDGER.tsv
55fe4216c07517c6b464ab318c0547b6ac37b164d68e54a5dec78b9859724711	build_final_evidence_manifest.py
37fc2fda682929fee85fe5e07e02e85835420534ccb54f965f156573afbf538a	build_review_intake.py
3b45185491ebd1688a1ce6f2d8c9e6abc89cd4d46256ebf3b6d6652912928fd0	derive_primary_profile_cartan_closure.py
983df75b74c451d0113558a7b3d8760746b908a2a41f6ef5926eb551d7054439	exact_results.json
07b10900236a57cc5b987100af794f668153d907f4e297767cc2050849c2246f	hostile_mutation_tests.py
1493e6cd82d70b6201922a3dded3f3fc1e083e03872ce3e7f91e7b9bd0dc5471	hostile_results.json
61c462d79034b0b1c06bf5b0114ef1c6ae5182a0deb2da951eb55b70809ca2eb	independent_results.json
c75b005b548f837ae376eba3f9c772c7a24466339fc3541d17a51f128910351c	package_verification.json
76b10280aa14311682671c578f1d75e729f0700b1f4cc8316731f8d80d6716ee	verify_final_evidence_manifest.py
3eea0a99857fd588cd6df5b37771c2b2d28d89db795c075a5597c612536e15f3	verify_independent_series.py
74f5f27b358a67efdc9ba750088e9a7a6be983431925c1cfa0bcfe94d00fb166	verify_package.py
