path	sha256	role
UDT_NATIVE_ACTION_COLD_PACKET.md	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	exact_C0_C1
udt_xmax_observer_separation_audit_2026-07-24/EXACT_DERIVATION.md	f62b55d3dde652f0662ce894a980226d23bbab4dce3c7142cf6564f06f6a66cc	global_pair_schema
udt_xmax_observer_separation_audit_2026-07-24/AUDIT_REPORT.md	0e7d4f0b8a9e70a2f45fac494ce737fa4d0deaf4824940953377fa39f345c3ee	global_pair_status
udt_relational_pair_depth_realization_audit_2026-07-24/EXACT_DERIVATION.md	9c029c9cce3f9199e9ab97c01f599eeec50d3561e374f54c691b96a410367065	bilocal_obstruction_and_family
udt_relational_pair_depth_realization_audit_2026-07-24/AUDIT_REPORT.md	de149d583e63dfd3977a477b4147e24c5bb388421a54cb8e66ff758436a35e5f	bilocal_status
udt_two_observer_separation_selector_audit_2026-07-24/AUDIT_REPORT.md	d4179f8849554af98c559bc3806f87b7a4eb088641a0b0994e8043d43d0b6dcc	conditional_temporal_phi_family
udt_two_observer_separation_selector_audit_2026-07-24/CANDIDATE_OUTCOMES.tsv	53aa300eb67e47c7ec50c6d8f1e44942be995e30d6f137ee2dac8a19bf2d18ff	selector_dispositions
udt_observer_depth_angle_transition_audit_2026-07-24/AUDIT_REPORT.md	253c5d7bdddfff30b7a0fbc8dd7d9b200d059eb98199f182f0c4ba6ebc2131a7	projective_profile
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/AUDIT_REPORT.md	c82f3888b0783b18f69ff934e1521d433b98c5b2c9a10b953ee5e1cbfeab0d2b	three_profile_status
udt_registered_branch_distance_profile_compatibility_audit_2026-07-24/DERIVATION_RESULT.json	5e3bccd9226ff1f1d5beb669ef24e767b9b2e8a7c00f59e7750c7c1b0c9d0060	three_profile_exact_results
udt_clock_angular_solder_regularity_audit_2026-07-24/AUDIT_REPORT.md	d37a1ce3c609f6b715404b59fe460e8bb9d490a57d8184595a1d6d89917e110b	B19_clock_solder_obstruction
udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/CALCULABLE_CONTROL_LEDGER.tsv	c4c3cc0c1c444c3264ba1de8686c9314a0e7bb86fd48ec12553e7ba3de26418b	B19_FC12_controls
udt_xmax_dilation_asymptote_correction_2026-07-23/AUDIT_REPORT.md	fd3d99c357d158021151e12013158da13b0a4c30940bcec4c60f3cc7b7277164	WRL_and_SNe_status
udt_xmax_dilation_asymptote_correction_2026-07-23/RESULT.json	8d9eca39575343c1e1adcb402753f0c9e7b4ecb4563647b174f35aa02d724524	WRL_exact_and_SNe_values
simple_metric_SNe_shape_clue_results.md	e460f07fca464315316c906f5580434adc9a4e6a23ee55e15363bef1f7507dbe	SNe_protocol
simple_metric_elegance_SNe_character_results.md	4d0712b32f6c34872135808501d4d9a9fe6cc5d011eaba5039a8d9be8641f00e	SNe_readout_comparison
simple_metric_SNe_shape_clue_out.json	1a794998d4f6e6c60459e08ac02617aef0233f96962cb0df1165bddd51e81460	SNe_observed_scores
simple_metric_pantheon_xmax_fit_fullcov.py	27e08872d55495d2b3d1922f4fe9141c65df1273f2e940b506ea01bbb537e038	full_covariance_protocol
simple_metric_pantheon_xmax_fit_fullcov_out.json	1b2ecade641fea438c55d6aef3324b83ee2d02abfe6b097b7256088f71b3d1d1	full_covariance_reference
simple_metric_L_wall_regularity_closure_results.md	0c68719277edb652fcb825d225f02cb8bb25f16a36efe6b40f3b1d9a5147b6b8	WRL_branch_profile
simple_metric_L_native_optical_derive_results.md	3da5b6a53d77c5433348daa55f9d06cff33f8d6809adf84e55c76a5dba2474e1	WRL_optical_join
Data/Pantheon+SH0ES.dat	1cb0fc379ef066afdc2ffd1857681cc478024570d8a3eba284fb645775198cf8	SNe_catalog
Data/Pantheon+SH0ES_STAT+SYS.cov	abf806d966485e64afdb359c87bffc0ecc00d05eff0a31ced66f247385df0fdc	SNe_covariance
