branch_id	stable_identity	axis_id	disposition	scope_caveat	evidence
R01	FC01_BOUNDARY_BOUNDARY	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R01
R01	FC01_BOUNDARY_BOUNDARY	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R01
R01	FC01_BOUNDARY_BOUNDARY	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R01
R01	FC01_BOUNDARY_BOUNDARY	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R01;S08::R01
R01	FC01_BOUNDARY_BOUNDARY	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R01;S08::R01
R01	FC01_BOUNDARY_BOUNDARY	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R01;S08::R01
R01	FC01_BOUNDARY_BOUNDARY	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R01;S08::R01
R01	FC01_BOUNDARY_BOUNDARY	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R01;S08::R01
R01	FC01_BOUNDARY_BOUNDARY	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R01/A03;S18::M02
R01	FC01_BOUNDARY_BOUNDARY	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R01;S05::R01
R02	FC02_ONE_CAP_BOUNDARY	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R02
R02	FC02_ONE_CAP_BOUNDARY	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R02
R02	FC02_ONE_CAP_BOUNDARY	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R02
R02	FC02_ONE_CAP_BOUNDARY	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R02;S08::R02
R02	FC02_ONE_CAP_BOUNDARY	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R02;S08::R02
R02	FC02_ONE_CAP_BOUNDARY	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R02;S08::R02
R02	FC02_ONE_CAP_BOUNDARY	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R02;S08::R02
R02	FC02_ONE_CAP_BOUNDARY	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R02;S08::R02
R02	FC02_ONE_CAP_BOUNDARY	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R02/A03;S18::M02
R02	FC02_ONE_CAP_BOUNDARY	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R02;S05::R02
R03	FC03_TWO_CAP_P0	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R03
R03	FC03_TWO_CAP_P0	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R03
R03	FC03_TWO_CAP_P0	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R03
R03	FC03_TWO_CAP_P0	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R03;S08::R03
R03	FC03_TWO_CAP_P0	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R03;S08::R03
R03	FC03_TWO_CAP_P0	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R03;S08::R03
R03	FC03_TWO_CAP_P0	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R03;S08::R03
R03	FC03_TWO_CAP_P0	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R03;S08::R03
R03	FC03_TWO_CAP_P0	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R03/A03;S18::M02
R03	FC03_TWO_CAP_P0	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R03;S05::R03
R04	FC04_TWO_CAP_P1	D01	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S04::R04
R04	FC04_TWO_CAP_P1	D02	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R04
R04	FC04_TWO_CAP_P1	D03	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R04
R04	FC04_TWO_CAP_P1	D04	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R04;S08::R04
R04	FC04_TWO_CAP_P1	D05	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R04;S08::R04
R04	FC04_TWO_CAP_P1	D06	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R04;S08::R04
R04	FC04_TWO_CAP_P1	D07	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R04;S08::R04
R04	FC04_TWO_CAP_P1	D08	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S05::R04;S08::R04
R04	FC04_TWO_CAP_P1	D09	INSUFFICIENT_EVIDENCE	G55 correction forbids inheriting a member reciprocal panel into the aggregate class.	S03::R04/A03;S18::M02
R04	FC04_TWO_CAP_P1	D10	MEMBER_DEPENDENT	The aggregate or choice family contains inequivalent member-level answers and selects none.	S02::R04;S05::R04
R05	FC05_TWO_CAP_P_GT1	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R05
R05	FC05_TWO_CAP_P_GT1	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R05
R05	FC05_TWO_CAP_P_GT1	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R05
R05	FC05_TWO_CAP_P_GT1	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R05;S08::R05
R05	FC05_TWO_CAP_P_GT1	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R05;S08::R05
R05	FC05_TWO_CAP_P_GT1	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R05;S08::R05
R05	FC05_TWO_CAP_P_GT1	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R05;S08::R05
R05	FC05_TWO_CAP_P_GT1	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R05;S08::R05
R05	FC05_TWO_CAP_P_GT1	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R05/A03;S18::M02
R05	FC05_TWO_CAP_P_GT1	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R05;S05::R05
R06	FC06_NONPRIMITIVE_CAP	D01	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S04::R06
R06	FC06_NONPRIMITIVE_CAP	D02	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R06
R06	FC06_NONPRIMITIVE_CAP	D03	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R06
R06	FC06_NONPRIMITIVE_CAP	D04	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R06;S08::R06
R06	FC06_NONPRIMITIVE_CAP	D05	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R06;S08::R06
R06	FC06_NONPRIMITIVE_CAP	D06	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R06;S08::R06
R06	FC06_NONPRIMITIVE_CAP	D07	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R06;S08::R06
R06	FC06_NONPRIMITIVE_CAP	D08	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S05::R06;S08::R06
R06	FC06_NONPRIMITIVE_CAP	D09	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S03::R06/A03;S18::M02
R06	FC06_NONPRIMITIVE_CAP	D10	TYPE_INAPPLICABLE	The declared object is absent, local-only, singular, transitional, or of the wrong type for this link.	S02::R06;S05::R06
R07	FC07_PERIODIC_TORUS_BUNDLE	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R07;S08::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R07;S08::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R07;S08::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R07;S08::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R07;S08::R07
R07	FC07_PERIODIC_TORUS_BUNDLE	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R07/A03;S18::M02
R07	FC07_PERIODIC_TORUS_BUNDLE	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R07;S05::R07
R08	FC08_MIRROR_DOUBLE	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R08
R08	FC08_MIRROR_DOUBLE	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R08
R08	FC08_MIRROR_DOUBLE	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R08
R08	FC08_MIRROR_DOUBLE	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R08;S08::R08
R08	FC08_MIRROR_DOUBLE	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R08;S08::R08
R08	FC08_MIRROR_DOUBLE	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R08;S08::R08
R08	FC08_MIRROR_DOUBLE	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R08;S08::R08
R08	FC08_MIRROR_DOUBLE	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R08;S08::R08
R08	FC08_MIRROR_DOUBLE	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R08/A03;S18::M02
R08	FC08_MIRROR_DOUBLE	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R08;S05::R08
R09	FC09_NONORIENTABLE_GLUE	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R09
R09	FC09_NONORIENTABLE_GLUE	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R09
R09	FC09_NONORIENTABLE_GLUE	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R09
R09	FC09_NONORIENTABLE_GLUE	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R09;S08::R09
R09	FC09_NONORIENTABLE_GLUE	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R09;S08::R09
R09	FC09_NONORIENTABLE_GLUE	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R09;S08::R09
R09	FC09_NONORIENTABLE_GLUE	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R09;S08::R09
R09	FC09_NONORIENTABLE_GLUE	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R09;S08::R09
R09	FC09_NONORIENTABLE_GLUE	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R09/A03;S18::M02
R09	FC09_NONORIENTABLE_GLUE	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R09;S05::R09
R10	FC10_STRATIFIED_PROJECTOR	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R10
R10	FC10_STRATIFIED_PROJECTOR	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R10
R10	FC10_STRATIFIED_PROJECTOR	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R10
R10	FC10_STRATIFIED_PROJECTOR	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R10;S08::R10
R10	FC10_STRATIFIED_PROJECTOR	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R10;S08::R10
R10	FC10_STRATIFIED_PROJECTOR	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R10;S08::R10
R10	FC10_STRATIFIED_PROJECTOR	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R10;S08::R10
R10	FC10_STRATIFIED_PROJECTOR	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R10;S08::R10
R10	FC10_STRATIFIED_PROJECTOR	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R10/A03;S18::M02
R10	FC10_STRATIFIED_PROJECTOR	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R10;S05::R10
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R11;S08::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R11;S08::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R11;S08::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R11;S08::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R11;S08::R11
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R11/A03;S18::M02
R11	FC11_NONINTEGRABLE_DISTRIBUTION	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R11;S05::R11
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D01	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S04::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D02	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D03	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D04	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R12;S08::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D05	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R12;S08::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D06	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R12;S08::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D07	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R12;S08::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D08	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S05::R12;S08::R12
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D09	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S03::R12/A03;S18::M02
R12	FC12_RECIPROCAL_TORIC_DIAGONAL	D10	INSUFFICIENT_EVIDENCE	The pinned corpus lacks an actual typed complete witness for this link.	S02::R12;S05::R12
R13	Q01_ROUND_S3_B19	D01	OWNED_EXACT	Exact only in the declared branch-scoped object named by the evidence.	S04::R13
