path	sha256	role	source_commit
CURRENT_SCIENTIFIC_PREMISES.tsv	e204675b01b49d4a095d5488d722afb7e704431bdc57bcd40db469638b9fef70	current_premise_registry	9a78af889321d84914ae5eb2c066da56bc957719
udt_xmax_asymptotic_limit_frame_correction_2026-08-05/STATUS_AND_WORKFLOW.md	8860dbefd6e99f4f9de966497f56022b268d2e0d1299383354b457d60480c638	xmax_semantics	9a78af889321d84914ae5eb2c066da56bc957719
udt_sne_native_observer_query_replay_2026-08-11/EXACT_DERIVATION.md	c497d51b6a9381364cc9f318ecddbf47fabda015f4a8d48ef301d3a1b3139354	sne_pair_relation	9a78af889321d84914ae5eb2c066da56bc957719
udt_sne_native_observer_query_replay_2026-08-11/CORRECTION_OWNER_LEDGER.tsv	107c84890872fef3ca2db2723dc87f407492c8f4e6b925ecfc7556f264bf634e	sne_ownership	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G69_profile_endpoint_source_identifiability_2026-08-11/EXACT_DERIVATION.md	e43cd3bc38d598fa7d2cedffec9b8b53afe93f58f2dfcc26891fa55fcd8c6f6f	source_congruence_parent	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G70_query_owned_restriction_atlas_2026-08-11/EXACT_DERIVATION.md	e614ee5f356bc2dd681b05696ad5fda4de458fc2351abd5a41be9f2a1c564f92	conditional_identifiability_parent	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G71_native_restriction_owner_audit_2026-08-11/EXTERNAL_REVIEW_ADJUDICATION.md	cebee6f38a612672a6bb9d0ecf7959f687b2cca91c49b7e442b6282871f08072	prior_owner_review	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G71_native_restriction_owner_audit_2026-08-11/OWNER_TARGET_LEDGER.tsv	efcf449d6517260a53f31bd2c3d6e789982f03824ec8377d8d7890f4d99fbfe5	prior_owner_ledger	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G72_metric_screen_response_join_2026-08-11/EXACT_DERIVATION.md	df319903a8beebe455ad9adde150b484104ec78f5e54ec9be50f155b626960d0	source_free_response	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G73_global_sky_source_sensitivity_atlas_2026-08-11/EXACT_DERIVATION.md	f76874b2319285cd3bfc9b8bd6dff354113daf53ffe385a93900da8ccd3440ea	global_source_sensitivity	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G73_global_sky_source_sensitivity_atlas_2026-08-11/TOPOLOGY_SCOPE_CORRECTION.md	49ddfd46b1bc2c06ae22010ff989b9cabe150e4f0321cae93dc9200313fa58fb	global_topology_scope	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G75_center_regular_axial_profile_family_2026-08-11/EXACT_DERIVATION.md	37a5cb425c5c617f608f375ed12ef15aa5ac5c9ce9891c58ea06fab7839d4e62	profile_family_derivation	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G75_center_regular_axial_profile_family_2026-08-11/PROFILE_ATLAS.tsv	c45f96312b7a89dcd8797a0ccac8c8506e69bd454bfb119acf34c43149af57c7	profile_family_census	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/EXACT_DERIVATION.md	8f9ebf15ee5f7218d569b28e87879395a3f07f3756a5aad905628a7943e109c3	whole_sky_relation_derivation	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/WHOLE_SKY_RELATION_ATLAS.tsv	ae75a2bd3023a23e5676c40981146eea2e07190d91ab60d8be11513a694d8c6c	whole_sky_relation_census	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/EXTERNAL_REVIEW_ADJUDICATION.md	66a1841397510c269a2f857b5b6b698ec0c005ecbd4fc4249d00b69206407dd9	historical_G76_grade	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G77_full_family_direct_christoffel_replay_2026-08-11/EXACT_DERIVATION.md	53ed7fed587044bb4d502f1fb0fa49ef5b114e3e566ffb51837d486f0f61f759	direct_replay_derivation	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G77_full_family_direct_christoffel_replay_2026-08-11/DIRECT_CHRISTOFFEL_ATLAS.tsv	eb2df5ab4948984af92092b89c7d197d28e20fac8eb9db710bdacf0efc0efa55	direct_replay_census	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G77_full_family_direct_christoffel_replay_2026-08-11/PREMISE_LEDGER.tsv	715bda13d5d17a6dce555b0b580132c0936873aa26c9449512c07bab0a093f61	direct_replay_premises	9a78af889321d84914ae5eb2c066da56bc957719
udt_cmb_G77_full_family_direct_christoffel_replay_2026-08-11/EXTERNAL_REVIEW_ADJUDICATION.md	a92fed4cbc0978d538b7c276a8964335ec982d925a4aa38da10953e82f06edce	direct_replay_review	9a78af889321d84914ae5eb2c066da56bc957719

