target_mask	target_integer	ensemble_order	payload	active_rows	inactive_rows	uncertain_rows	min_active_max_abs	max_inactive_max_abs	max_observed_abs	activity_threshold
M1	1	1	slot_twojet	384	0	0	0.056361834474046336	0.0	0.393094056841929	1e-09
M1	1	1	metric_twojet	384	0	0	0.056361834474046336	0.0	0.393094056841929	1e-09
M1	1	1	riemann	384	0	0	0.02267160320445577	0.0	0.1486437700159741	1e-09
M1	1	1	weyl	384	0	0	0.011146685865642441	0.0	0.10570296675724336	1e-09
M1	1	1	ricci	384	0	0	0.022086520026575938	0.0	0.1890162392565068	1e-09
M1	1	1	scalar	384	0	0	0.0006728854836299319	0.0	0.3213369330516075	1e-09
M1	1	1	shear	0	384	0	0.0	0.0	0.0	1e-09
M1	1	1	twist	0	384	0	0.0	0.0	0.0	1e-09
M1	1	1	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
M2	2	1	slot_twojet	384	0	0	0.06870334103309195	0.0	0.4295029928684306	1e-09
M2	2	1	metric_twojet	384	0	0	0.06870334103309195	0.0	0.4295029928684306	1e-09
M2	2	1	riemann	384	0	0	0.019361950402055277	0.0	0.21494353467341532	1e-09
M2	2	1	weyl	384	0	0	0.007986331659168917	0.0	0.11463046821622723	1e-09
M2	2	1	ricci	384	0	0	0.029250358081949236	0.0	0.2735316559566878	1e-09
M2	2	1	scalar	384	0	0	0.0002256724269304594	0.0	0.48767068700307326	1e-09
M2	2	1	shear	384	0	0	0.012207818208242138	0.0	0.20997700065610586	1e-09
M2	2	1	twist	0	384	0	0.0	0.0	0.0	1e-09
M2	2	1	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
M3	3	2	slot_twojet	0	384	0	0.0	0.0	0.0	1e-09
M3	3	2	metric_twojet	0	384	0	0.0	2.220446049250313e-16	2.220446049250313e-16	1e-09
M3	3	2	riemann	384	0	0	0.0011022444689885152	0.0	0.03379186642207824	1e-09
M3	3	2	weyl	384	0	0	0.0005240129865402617	0.0	0.029794197127889357	1e-09
M3	3	2	ricci	384	0	0	0.0007425615818858894	0.0	0.044636832195077636	1e-09
M3	3	2	scalar	384	0	0	5.508308326793859e-05	0.0	0.10566830728902417	1e-09
M3	3	2	shear	0	384	0	0.0	0.0	0.0	1e-09
M3	3	2	twist	0	384	0	0.0	0.0	0.0	1e-09
M3	3	2	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
M4	4	1	slot_twojet	384	0	0	0.03160919540229885	0.0	0.1685049019607843	1e-09
M4	4	1	metric_twojet	384	0	0	0.03666024605242722	0.0	0.22070594695288695	1e-09
M4	4	1	riemann	384	0	0	0.014431429838320296	0.0	0.10553293864967804	1e-09
M4	4	1	weyl	384	0	0	0.00889497797031569	0.0	0.10432420108997383	1e-09
M4	4	1	ricci	384	0	0	0.014733596318727282	0.0	0.22811766423658092	1e-09
M4	4	1	scalar	384	0	0	5.062095340055417e-06	0.0	0.5873251103423172	1e-09
M4	4	1	shear	384	0	0	0.008921662632141997	0.0	0.137322345739461	1e-09
M4	4	1	twist	384	0	0	0.007096373359908925	0.0	0.24198712020842542	1e-09
M4	4	1	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
M5	5	2	slot_twojet	0	384	0	0.0	0.0	0.0	1e-09
M5	5	2	metric_twojet	0	384	0	0.0	2.220446049250313e-16	2.220446049250313e-16	1e-09
M5	5	2	riemann	384	0	0	0.000820369194574861	0.0	0.04469335198416742	1e-09
M5	5	2	weyl	384	0	0	0.00022853031805402735	0.0	0.024877118808284065	1e-09
M5	5	2	ricci	384	0	0	0.00048378944072492453	0.0	0.07482562102444162	1e-09
M5	5	2	scalar	384	0	0	5.352174795442144e-07	0.0	0.19301312195467196	1e-09
M5	5	2	shear	0	384	0	0.0	0.0	0.0	1e-09
M5	5	2	twist	0	384	0	0.0	0.0	0.0	1e-09
M5	5	2	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
M6	6	2	slot_twojet	0	384	0	0.0	6.938893903907228e-18	6.938893903907228e-18	1e-09
M6	6	2	metric_twojet	384	0	0	0.00519227838155082	0.0	0.09475649690924011	1e-09
M6	6	2	riemann	384	0	0	0.0023196296521397564	0.0	0.06469231098918514	1e-09
M6	6	2	weyl	384	0	0	0.0011471894541145236	0.0	0.05987444811740963	1e-09
M6	6	2	ricci	384	0	0	0.0015651684366423044	0.0	0.0913810379338279	1e-09
M6	6	2	scalar	384	0	0	4.8357562582465596e-05	0.0	0.20166388576987998	1e-09
M6	6	2	shear	336	48	0	0.00013640172479364304	2.7755575615628914e-17	0.024340965385335034	1e-09
M6	6	2	twist	0	384	0	0.0	0.0	0.0	1e-09
M6	6	2	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
M7	7	3	slot_twojet	0	384	0	0.0	0.0	0.0	1e-09
M7	7	3	metric_twojet	0	384	0	0.0	2.220446049250313e-16	2.220446049250313e-16	1e-09
M7	7	3	riemann	336	48	0	8.487611927782048e-06	8.326672684688674e-17	0.0077901398429172965	1e-09
M7	7	3	weyl	336	48	0	3.883374642736637e-06	1.700029006457271e-16	0.008664383064080017	1e-09
M7	7	3	ricci	336	48	0	8.19698409665337e-06	8.326672684688674e-17	0.014408350449065854	1e-09
M7	7	3	scalar	336	48	0	6.018404255722642e-07	2.220446049250313e-16	0.018465342850362443	1e-09
M7	7	3	shear	0	384	0	0.0	0.0	0.0	1e-09
M7	7	3	twist	0	384	0	0.0	0.0	0.0	1e-09
M7	7	3	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
M8	8	1	slot_twojet	0	384	0	0.0	0.0	0.0	1e-09
M8	8	1	metric_twojet	0	384	0	0.0	0.0	0.0	1e-09
M8	8	1	riemann	0	384	0	0.0	0.0	0.0	1e-09
M8	8	1	weyl	0	384	0	0.0	0.0	0.0	1e-09
M8	8	1	ricci	0	384	0	0.0	0.0	0.0	1e-09
M8	8	1	scalar	0	384	0	0.0	0.0	0.0	1e-09
M8	8	1	shear	0	384	0	0.0	0.0	0.0	1e-09
M8	8	1	twist	0	384	0	0.0	0.0	0.0	1e-09
M8	8	1	phi_twojet	384	0	0	0.0032258064516129006	0.0	0.17497013142174433	1e-09
M9	9	2	slot_twojet	0	384	0	0.0	0.0	0.0	1e-09
M9	9	2	metric_twojet	0	384	0	0.0	6.938893903907228e-18	6.938893903907228e-18	1e-09
M9	9	2	riemann	0	384	0	0.0	0.0	0.0	1e-09
M9	9	2	weyl	0	384	0	0.0	0.0	0.0	1e-09
M9	9	2	ricci	0	384	0	0.0	0.0	0.0	1e-09
M9	9	2	scalar	0	384	0	0.0	0.0	0.0	1e-09
M9	9	2	shear	0	384	0	0.0	0.0	0.0	1e-09
M9	9	2	twist	0	384	0	0.0	0.0	0.0	1e-09
M9	9	2	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
MA	10	2	slot_twojet	0	384	0	0.0	6.938893903907228e-18	6.938893903907228e-18	1e-09
MA	10	2	metric_twojet	0	384	0	0.0	6.938893903907228e-18	6.938893903907228e-18	1e-09
MA	10	2	riemann	0	384	0	0.0	0.0	0.0	1e-09
MA	10	2	weyl	0	384	0	0.0	0.0	0.0	1e-09
MA	10	2	ricci	0	384	0	0.0	0.0	0.0	1e-09
MA	10	2	scalar	0	384	0	0.0	0.0	0.0	1e-09
MA	10	2	shear	0	384	0	0.0	0.0	0.0	1e-09
MA	10	2	twist	0	384	0	0.0	0.0	0.0	1e-09
MA	10	2	phi_twojet	0	384	0	0.0	0.0	0.0	1e-09
MB	11	3	slot_twojet	0	384	0	0.0	0.0	0.0	1e-09
MB	11	3	metric_twojet	0	384	0	0.0	2.220446049250313e-16	2.220446049250313e-16	1e-09
MB	11	3	riemann	0	384	0	0.0	2.7755575615628914e-17	2.7755575615628914e-17	1e-09
