path	sha256	bytes	blob	base
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110	4104ed440be3efa52456bad89baef710e99ffa67	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/CANDIDATE_FAMILY.tsv	752adf109a54aaf7e738abdf3eef0f123dc278cd2b35aca65bcf7bddcc11dd10	3521	e1bdeb3ee4c03c4ba67366ef4d97a2e212692e06	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/DERIVATION_RESULT.json	b4fa2f81773260c55cccb47d8b62896d9d2e807cfb007fca640c96aa2bcde272	6435	35b6a5767c72243a428413dbd0eec5cafa7b11f9	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/DERIVATION_TRANSCRIPT.txt	69696d6d9ff2040c50e82c62883193f11326a584c34ccd63d506325a0e98b9e1	589	b40043af3a4e9e48a329d6a0eb65ada1635172a3	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	08c9925a15a8c990716c0abad135bfebe057d6bde5983dd0ba768abbe202c8fe	2512	e6f7a9b92df3cbc80269c82a71efc3792c1ba6c9	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/LAY_DECISION_TREE.md	dd5b79c0671ce86de3473bf0a15d62d599f926e0e888e5db1ce4ef1f4ce18f0c	1784	c80dd70fe7287170133af2e4fd02b73a1a132fc4	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/PREREGISTRATION.md	6628c38cc85f3873e52de12fb0578493f340fc9a86c35f416a95869900f5c264	9471	d77ef091efa6c2f991106854fbe176b2e2cebe63	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/REPOSITORY_GATES.json	49e83060dc5c5c814a9ce53d502533a445fbea22800c10733fa882adf745163b	1986	a675a599ca19d49f13005cb1b045968f204c486c	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/SHA256SUMS.txt	64d664a76a28c170cdc293626cd6a5011755ee4eeaa414a303ace7b6eec9ec50	1613	4cbb875b55160efcad48c522f6cdf0ac01b6753d	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/SOURCE_INVENTORY.tsv	f60052445e668785d34bc75fc1751ed98d5a68a399c03d53dfc1962d3c04e9a0	3245	94276c2aec3443c357aab7e0fff801cb47464731	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	6049	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/VERIFICATION_RESULT.json	f086a8cbc53996eb07e0c3642d47ee43a9cdaba5ba5e21c500d31aa38755f8b9	5561	9327534e9659c2f07d90e80acfe769152ce66377	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/VERIFICATION_TRANSCRIPT.txt	de6b7e13281799714ccf2218b9c406ed19361112956adf05342d6262278ad64c	655	ceaa330f4a8d8e73a2ddd448226849ec7c864686	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/build_manifest.py	f2d53aea3b763c0fad070f62cfbc38f3927110aec7a996cf44b71779d0dda90a	652	e52c8b58aba104c0b355c39b3d59d5ee68e09ace	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/build_source_inventory.py	6da40a4fe9772f2f871d7a46fdc205f1e2f6ea68acdcc4109f0473d19a69a379	3159	43bf001b3d723ac0eb37039870ac57eee1429600	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/derive_angular_toric_selector.py	9947a2dd392be559f59766de698b503618a85121093e3f3050d6610c34a49535	17327	b8eccb07159c09d570c83364ead77cff06e7894c	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/requirements.txt	630f8ff6a2a97d3ca8c5791a950e5b45988b3e30b9388e64dea40b5681d2aed7	14	5e51b14406f9494b0bbb035eaeac9f8297fdea76	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/verify_angular_toric_selector.py	1229ee452297bbb2ce50f49c7c192cc4a8960d2b465b16bbc49a202dc02e847c	25004	3c9985a4fc74eddca8052053c984540f4712efce	686336343878e8a9e39a4b72df08d23754243631
angular_toric_closure_selector_2026-07-19/verify_package_manifest.py	1d9d503f089e1bf272d22aac995f6d4af4eb4a1b746cb7e2ece739065492dce7	1349	abc8e6f3db7d1af768cecd5ee11105b634302473	686336343878e8a9e39a4b72df08d23754243631
asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d	8327	c9d732f0a1104a04bbcf945abf76ae86d12b1b89	686336343878e8a9e39a4b72df08d23754243631
asymptotic_boundary_lineage_audit_2026-07-19/BOUNDARY_OBJECT_LEDGER.tsv	ea6703c6ffb91b0ce8d770877aba0e6a668904be67ec2683f7722a3de2995222	3450	875cdb45192cad4fb3af7c01d0e6e0a4104e8833	686336343878e8a9e39a4b72df08d23754243631
asymptotic_boundary_lineage_audit_2026-07-19/CANDIDATE_UNIVERSE.tsv	01af5af758db85fb85491617ec234e81363c3ad6c3af4b6de5c811e62df52d88	397151	554b5d5c8efb6cbae16c2a2d0724dc38149db4cf	686336343878e8a9e39a4b72df08d23754243631
asymptotic_boundary_lineage_audit_2026-07-19/CENSUS_RERUN.txt	d75f22d7143da94f0b76176cfd3487d1b07411aa9fa4f9a0296f62eee89a1f6a	276	3577927472c2456bee362bd24a3a94646e3441df	686336343878e8a9e39a4b72df08d23754243631
asymptotic_boundary_lineage_audit_2026-07-19/DERIVATION_RERUN.txt	c899d90ea607c1801e95de6059e0c10d4d105290a946cbe72a98360d39ed15fc	257	20b65927a5a04873159a335e9f3695fe77d9ca9b	686336343878e8a9e39a4b72df08d23754243631
asymptotic_boundary_lineage_audit_2026-07-19/DERIVATION_RESULT.json	0c250a4b77777c3b8cfbafc47b04ab645254acb073faac93f3e7482eafa0b5e1	3434	0118ad6f38e04f270e9c68423cc054b92f3e338a	686336343878e8a9e39a4b72df08d23754243631
