path	sha256	bytes
CURRENT_RESEARCH_PROGRAM.md	ae55b1ee8e7322d1cfb924b90f2c9855ac11485afbbf8a95e46849be78c82a37	8993
HANDOFF.md	4b12aa9c0eab88ab4f3d63fc795a044a144cf7aaf9b6b5b49739e413d096ff7d	5691
INDEX.md	08772e3e2626ae90cc0e8d759d7a2e41aa918adf450cd649cbd425f7df8c4ee0	9114
LIVE.md	765831235a23463e69eac0ed6c891f8d3e1efb322fb06a23dd9ab5f3dcd458ab	7888
MEMORY.md	452d018172abe53d850fb9b9b1d4471604d5941dbc902619d559c6fc94d6cc48	3755
UDT_CONSOLIDATED_RESEARCH_ACCOUNT.md	d767d3f67a5abcf1674627ce469ac6fee3994b1bf8b144df74ada39df9813490	48147
UDT_RESEARCH_ROADMAP.md	7fbf16da5200f61a3cb311f077f4ef0d781eb658903f1822f4c65825fbe8e586	41959
udt_accepted_work_consolidation_2026-09-12/ALLOCATION_RECORD.json	c03d018aaea6834dbe45e14c437cecdf6a27a41e2a58e3d949e9ed0f454f43b8	1030
udt_accepted_work_consolidation_2026-09-12/CLOSEOUT.md	c28d9add3f0bc9e81722bd3a6e432904b9b1e3b107f07a5337cabb0b6a94bf1a	8604
udt_accepted_work_consolidation_2026-09-12/CONSOLIDATION_NOTES.md	623a6a17df5c69a67206e76881731cdf18cea539d6826a2be3512faef1d9f6d1	7510
udt_accepted_work_consolidation_2026-09-12/CORRECTED_REVIEW_FREEZE.json	a8980d0beb019b46947413e1a52d16986223e9f42ca0be9da7f6f2633cea658e	2588
udt_accepted_work_consolidation_2026-09-12/DOCUMENTARY_CORRECTION.md	fac1bea77db26bbfa8a980833824a262866d568488ad34d2ede4cdb0788d51ed	2398
udt_accepted_work_consolidation_2026-09-12/FAMILY_MAP.tsv	92e1f4dd7050b1e801961d9c10be85486600e997d892dc6ee957b4eaca028ef9	9277
udt_accepted_work_consolidation_2026-09-12/GAP_AND_REUSE_MAP.tsv	750026d5043af2c825232522ebc6d237a260f74e3aa7e6349c9e6af9f39f8843	4675
udt_accepted_work_consolidation_2026-09-12/INITIAL_FREEZE.json	a4e2a907edda267d13169e0baf1c5a1b33b0100962b34a22ccefc0ee634334b1	2180
udt_accepted_work_consolidation_2026-09-12/README.md	329e687c76ec4ac585afda5bd6e6f53ee96fecfe4e49d15403abd039d1e027e0	2657
udt_accepted_work_consolidation_2026-09-12/REGISTRY_COVERAGE.tsv	4c91838974091bcd860760768c40d6ac2f141259e85a0114004aeb8ef1a50671	188029
udt_accepted_work_consolidation_2026-09-12/REGISTRY_COVERAGE_DRAFT.tsv	48c6b8c5eb3b48dcbe9a43d54656c586d97d0cbcfb9c72c69cadebce2654c056	174865
udt_accepted_work_consolidation_2026-09-12/SESSION_RECORD.md	27d4b895fde30046d74e4605ee3bf3a4ffac265435799a7679d2c0caea6c919c	4466
udt_accepted_work_consolidation_2026-09-12/SOURCE_FIRST_REVIEW_TASK.md	fa31afc628596c3967fafc697269dd28333ee8bc35e32933bdee59d4fa3dc0a1	3293
