source_id	path	git_blob	sha256
S01	LIVE.md	42b987061b1af2ba1f29cf99ab0dd8beee6a1523	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936
S02	CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
S03	CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf
S04	udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	3f134a87767bfeefbe98a8464ba115dfed788239	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783
S05	udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	aa7d624aa1282e46d6296f890661cf50bfde5c9f	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08
S06	udt_xmax_observer_separation_audit_2026-07-24/AUDIT_REPORT.md	87f4b21eabcb60c9a94c0f704c6de1eb3577afbd	0e7d4f0b8a9e70a2f45fac494ce737fa4d0deaf4824940953377fa39f345c3ee
S07	udt_xmax_observer_separation_audit_2026-07-24/EXACT_DERIVATION.md	9b4747908c1b894e3d8536ee8677fad5109c212d	f62b55d3dde652f0662ce894a980226d23bbab4dce3c7142cf6564f06f6a66cc
S08	udt_xmax_observer_separation_audit_2026-07-24/STATUS_LEDGER.tsv	7ebf1d832ccbd0e36a8412d49f8bfd0f8aff5d49	a0b72c9456c93bd00e5da7fa75a783b49663e6edbc2b71d2eeaebda59bdf7f32
S09	udt_two_observer_separation_selector_audit_2026-07-24/AUDIT_REPORT.md	b7e9f433024662c8003d1e2f438dc691361b0f8d	d4179f8849554af98c559bc3806f87b7a4eb088641a0b0994e8043d43d0b6dcc
S10	udt_two_observer_separation_selector_audit_2026-07-24/EXACT_DERIVATION.md	02f5372f045d3dbba47669dfdba2d11fc4175157	6e54538af57977d10173f86e60035029858f9aabe2184a10ab3de4d27e9d620b
S11	udt_relational_pair_depth_realization_audit_2026-07-24/AUDIT_REPORT.md	371c7757974e62267abbfbc6b93455a8723b806a	de149d583e63dfd3977a477b4147e24c5bb388421a54cb8e66ff758436a35e5f
S12	udt_relational_pair_depth_realization_audit_2026-07-24/EXACT_DERIVATION.md	dad4df25d139237c1be7daab1aa38fa1ea7b67a3	9c029c9cce3f9199e9ab97c01f599eeec50d3561e374f54c691b96a410367065
S13	udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	4b9004c84dff265ba97a8a5c694033a1d3ed26f6	a7ae3805927d7d8efe1a2daabfd07c0612c0f52375b60e727a6d0d0fabe66c87
S14	udt_observer_pair_clock_operator_audit_2026-07-24/EXACT_DERIVATION.md	7ceb9379d0ee83f89c258d92c64e2a68e3552961	7e03ef2631908a1e26c636bb9beb7410bdc534c9fde1e15d37eb9de5efadf29d
S15	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	ed775ff70ca2e40e764e4b466c2d4eeb20414aa7	24f584eb3b15c34f8fd0b06ba360a121737da1d200d29d12a851b507391cb69c
S16	udt_metric_native_selector_rank_closure_audit_2026-07-27/AUDIT_REPORT.md	921eaef3e9016b26a44083357574ed0ef97d4288	c771384083bf3aba7218efa74557594eb01f0f7a2af159af57bd66fdffae3765
S17	udt_metric_native_selector_rank_closure_audit_2026-07-27/EXACT_DERIVATION.md	6990878119a34e9f9bdb982ba18de42abbca3850	1ddf7de6d1b873017445632e329a1602ac32ca7bb429df27028b871366601b98
S18	udt_twisted_s3_killing_algebra_audit_2026-07-27/AUDIT_REPORT.md	d3a6cde0298c8f7b5d4556c237a5c60340fac533	9f4b70236168a4e46298f688b3d42b23f6760123bf238041a008110c71f932e1
