path	git_blob	sha256	bytes	first_commit	first_date	last_commit	last_date	source_class	permitted_use
CANON.md	a67e518b623c8715679b26d5736c7409e3ffcae3	5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314	35011	161325a0d866ddfa793a85caf21cf19a152671c9	2026-06-10T18:39:07-04:00	564ac41c15bb39b778d5b3181eefaf9e903bb275	2026-07-09T18:46:21-04:00	HISTORICAL_CANON_TEXT	C-2026-06-10-3 claim; no affirmative post-firewall physics
grok/quarantine_free_DA/macro_sector_fork_resolution.md	83c19a4b02a7230cc605de7ca5605a3be322374e	307a3a08dacf769c45416015d1c22436164fb679c6ff3f3d3f333de555eb4e72	7947	64e8fd1441c2313a7315f35296734508d9c10b2c	2026-06-10T18:33:15-04:00	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	HISTORICAL_SUPERSEDED	June-10 macro synthesis and later supersession banner
AUDIT.md	6246eafd70861645fce959b4e7fb9c66bae3f07e	0e36df7cbd2e2198fa1a9785f6c8d9b5054fc42b24a1dfb1a44244ca331942ec	38255	e97c765434c1fb3f3edbe37af33cec94182890de	2026-06-15T23:40:43-04:00	b108d492c324750b4e3fd7084ea543b4cd54a786	2026-07-06T12:27:32-04:00	HISTORICAL_CONDITIONS_CHANGED	S116 imported Einstein/CMB pipeline and stale-header warning
legacy/root_oneoffs_2026-07-01/native_weld_status_derivation.py	44b5672daba885d70053bb73b46f1f14051c6f10	643ee5fef879e400900cd0bf2cbb07f3887e1c9ea60d4cde815c0236579b89df	60952	278ed3bd91a1676ff36fc0b0de573d4f7b9a1278	2026-06-10T19:36:50-04:00	b8ba53722f99f888830d2eacbb6cf47f4724dfe3	2026-07-01T12:38:21-04:00	HISTORICAL_REPLAY	June-10 implementation reproduced unchanged
weld_status_results.md	9ec1f5163719380c0b0dfacb059e5862e68dc69c	6742854ec2e881197487382787a18990a4a994271da8d5499d3ecb8fcf989ab8	8041	278ed3bd91a1676ff36fc0b0de573d4f7b9a1278	2026-06-10T19:36:50-04:00	b108d492c324750b4e3fd7084ea543b4cd54a786	2026-07-06T12:27:32-04:00	HISTORICAL_SUPERSEDED	June-10 result and July-6 pre-native banner
archive/pre_2026-07-01/weld_discriminator_results.md	636b0dc233b5cf00aa5a503a4cf04f2f5f769945	935cb27fd6e15b48d6b7e04289466a9d27ab32dc623f6125c0def3cd2ce6f487	7662	0cdbad63ddcb3db7328689f867c9b74182862963	2026-06-10T22:16:46-04:00	3cd2a99e402bd69cf180ca15e4b1337635dd5837	2026-07-18T11:15:44-04:00	HISTORICAL_SUPERSEDED	June-10 CMB comparison; failure/provenance only
macro_spine_provenance_2026-07-06.md	275263add347f5ab89ce0365aadd35fe53527652	60d3ccc0611c9eec163fbef03dc9c9823fc24c8116706d26d6b654a928080e03	7692	b108d492c324750b4e3fd7084ea543b4cd54a786	2026-07-06T12:27:32-04:00	b108d492c324750b4e3fd7084ea543b4cd54a786	2026-07-06T12:27:32-04:00	POST_JULY_PROVENANCE	classifies weld family pre-native and superseded
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	CURRENT_FOUNDATION	complete C0/C1 owner ledger and explicit missing action/EOM
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_FOUNDATION	CSN statement and limits
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_FOUNDATION	global solution-selection statement and limits
native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	3751d7098b31bd10cfbd6539aa5a57754e4b43b1	71ed06c21c3ef683d0579f2a883584b4f612de4f1b09e16300702b204d437eda	11945	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	CURRENT_ADJUDICATION	complete action/off-shell/source remain open
native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	bc30820893a31b1458a1e086eabfef7dd3ed7959	70cab9d5e10b03e0e3418129b67155e01d9f805c4397c69ef8795c4d2aaa5dfd	8676	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	CURRENT_ADJUDICATION	machine-readable current action/source statuses
native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv	d21d0f6b55aa9bea134b84aaab692fe9b5b63e39	44ef90293f3ade58c1b58186602a8ae3ec2d18efe85d28da1acee4a64f479317	3811	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	CURRENT_FIREWALL	source-date use restrictions
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	CURRENT_SELECTOR_AUDIT	GR constraints conditional and smallest missing selector
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	11250	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00	CURRENT_SELECTOR_AUDIT	current bounded null/PND source-set conclusion
bootstrap_csn_phi_angular_selector_2026-07-19/STATUS_LEDGER.tsv	d169c0ab5ed6d85d0e1bf7732dd2f11d6e65dbef	487fc2b4fed1e47b11fbe1c61325787a8bdb743227a8133f06dadfb66fc0c2ee	7141	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00	CURRENT_SELECTOR_AUDIT	current exact status distinctions
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	d6a53296e4827b9e522a602659179f229ddee288	b267fab1bb1b0b356e88315712f6ec6d9925732238e5a7ab90f6af59c25f59ec	13432	7983748c0c9a9fe15d15a36d3940602c31418498	2026-07-19T10:36:56-04:00	9f1a64af0eb7a9c8aa8e8698c40c84df39d0c9c7	2026-07-19T14:55:34-04:00	CURRENT_FRONTIER	current scientific checkpoint and open selector seam
