path	role	base_commit	git_blob	sha256	bytes
CURRENT_SCIENTIFIC_PREMISES.md	current_claim_and_premise_authority	37df6a1da791e791aa03bad7eee459447ac800b4	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_authority	37df6a1da791e791aa03bad7eee459447ac800b4	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798
udt_fc07_cartan_response_return_audit_2026-08-01/PREREGISTRATION.md	parent_scope	37df6a1da791e791aa03bad7eee459447ac800b4	a2e58659c2d97a7ed0cc368cd015bd505f025ebc	fc56011962708bc841f975b295b2d731741ae8b98638eadc05d2238c4e7b1104	6974
udt_fc07_cartan_response_return_audit_2026-08-01/EXACT_DERIVATION.md	parent_hodge_and_response_theorems	37df6a1da791e791aa03bad7eee459447ac800b4	b49e611b1939927a6c51fa320c8b1b8ec19426de	b8049d6489aa7345e7761245f364aa8563cf8723d886f59fcc2b8987dd17a2e0	8097
udt_fc07_cartan_response_return_audit_2026-08-01/HODGE_RETURN_CHANNEL.tsv	four_unique_H1_rows	37df6a1da791e791aa03bad7eee459447ac800b4	c1824cb62413b25ff7f2ebdd700d8ca02c54676f	5c2401c66c448b002508524d709ce664f61ac8c1da9c9f5aa7145446f46ac01a	2005
udt_fc07_cartan_response_return_audit_2026-08-01/INTRINSIC_SELECTION_ATLAS.tsv	parent_selection_scope	37df6a1da791e791aa03bad7eee459447ac800b4	bf3105a526d74bf85a82de82e751b92dee27f3e4	4744dbdab20b9e6258c4961ae87d93ea6e9f824a22ef01b901b2162c02290992	2981
udt_torus_bundle_full_screen_witness_2026-08-01/PREREGISTRATION.md	complete_witness_scope	37df6a1da791e791aa03bad7eee459447ac800b4	2d09be5b848a9b87a0aef6fc3e8927411e1b3dc3	e85fdebe2b22de43d2c1dfbae2ab588ae5d4f70a2114b90f381d4e940069c7b1	4347
udt_torus_bundle_full_screen_witness_2026-08-01/EXACT_DERIVATION.md	complete_FC07_metric_family	37df6a1da791e791aa03bad7eee459447ac800b4	6aedcce7cc6cca6392c95174c8280131bcfe809c	0be9175bb208922809636f732146e4942e78f7e4cc89e04b44ed09e106c878e7	7370
udt_torus_bundle_full_screen_witness_2026-08-01/MONODROMY_CANDIDATES.tsv	eight_parent_controls	37df6a1da791e791aa03bad7eee459447ac800b4	137463f16faac8e9e4d68854e442e3a21096fec9	52f41c5b5e605283aebeefea996acfa0cd3fb1d01a5d9830182e9ae0db6c9fd3	725
udt_torus_bundle_full_screen_witness_2026-08-01/COMPLETE_WITNESS_CENSUS.tsv	completion_and_orientation	37df6a1da791e791aa03bad7eee459447ac800b4	45afb33b95e9e520e9ce3be616b1233dd8330a53	3ac0fe0d2bdc225a5553485b2d18e61193b3903ea9c93331beb2cb1774a2332b	2941
udt_native_global_coframe_definition_audit_2026-07-28/AUDIT_REPORT.md	coframe_extension_scope	37df6a1da791e791aa03bad7eee459447ac800b4	068ab7cba48b95dc46855e4a2822e9f8328a1c19	7aa0b81caa6504974e8ace4fc2c313a9e8394ad293b3d7c316412ca7ec6485f1	6258
udt_native_global_coframe_definition_audit_2026-07-28/EXACT_DERIVATION.md	founded_pair_and_global_counterfamily	37df6a1da791e791aa03bad7eee459447ac800b4	6baafba5e41c8b76aa981f6e754e81bbf034ea67	40aac5529d0bd36d5b3aac0051cfdf1870d4fea27d14e1a66825048870941bed	4752
udt_p4_routeB_extension_selection_2026-07-28/EXACT_DERIVATION.md	registered_E02_mixing_class	37df6a1da791e791aa03bad7eee459447ac800b4	fe3efa5bccd88412a0544be199b0fc9782c9cb87	cc555c6d2c18aa997a54afb865efbd49e29c938b2ca5f79de3e1fc021fcd6f11	23925
udt_p4_routeB_extension_selection_2026-07-28/STRATUM_SURVIVAL_LEDGER.tsv	mixing_moduli_and_scope	37df6a1da791e791aa03bad7eee459447ac800b4	4e0e5162e2ef1d4f183fc132d794fc8d12e67a7e	535fc79ed31844232559a34e0544661b55c4212fedae137586e8ddd7b1edf7e1	6287
udt_bootstrap_projector_admissibility_interface_2026-08-01/AUDIT_REPORT.md	bootstrap_type_gate	37df6a1da791e791aa03bad7eee459447ac800b4	7ea3f60776989e9f370c1280597f5ac0e62fa013	71ed44e3ad0eb2e28766393f75771d55a1c6fa1731b3656c19c7ee435ed74a0f	3025
udt_bootstrap_projector_admissibility_interface_2026-08-01/EXACT_DERIVATION.md	same_solution_return_requirements	37df6a1da791e791aa03bad7eee459447ac800b4	2587be381ed718a964ae8960e7f310ea39e72c50	b5fd849f8d4ab79662b312c3335fbf6f717162a9e8da48652274da9c07fd6826	4813
