path	role	sha256	size
CURRENT_SCIENTIFIC_PREMISES.md	current_premises	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_ledger	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
LIVE.md	current_authority	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936	102917
HANDOFF.md	current_handoff	c629ace49d9ab8d0df5d94dbc35828a555a79b5dd7f4fd2da1a74cc4a1d6ca7a	55966
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	founding_map	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	5113
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founding_derivation	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_VERIFY_DISPATCH.md	founding_verification_scope	99357a22cb1d92bafaeca4ab844f239d911d257725b9c922951bee2b0675f928	4278
verify_udt_reciprocal_c_postulate.py	founding_algebra_verifier	8c335b6de620e9eeb5a6f75b27414c68a6fcd1e8b7986e511d855622212e57d9	6793
udt_three_reciprocity_delta_k_audit_2026-07-23/AUDIT_REPORT.md	three_reciprocity_distinction	a7e00f3cdc5b7ee3e26afdd0426ca27b5b663f0b5477977650f9a995f04fa214	7230
udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	ordered_pair_result	a7ae3805927d7d8efe1a2daabfd07c0612c0f52375b60e727a6d0d0fabe66c87	4804
udt_observer_pair_clock_operator_audit_2026-07-24/EXACT_DERIVATION.md	ordered_pair_derivation	7e03ef2631908a1e26c636bb9beb7410bdc534c9fde1e15d37eb9de5efadf29d	7755
udt_relational_pair_depth_realization_audit_2026-07-24/AUDIT_REPORT.md	relational_realization_result	de149d583e63dfd3977a477b4147e24c5bb388421a54cb8e66ff758436a35e5f	5663
udt_relational_pair_depth_realization_audit_2026-07-24/EXACT_DERIVATION.md	relational_realization_derivation	9c029c9cce3f9199e9ab97c01f599eeec50d3561e374f54c691b96a410367065	10179
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	covariant_lift_result	b338fa5538e54951d3bcea8325b7c3a00940a45b2287805f766bf772ab2713ef	5702
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/EXACT_DERIVATION.md	covariant_lift_derivation	33f758c5da3e627cb7d58c42746de9199145130d63c5ccb27109b56b5f1f6bda	7924
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	global_bundle_result	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88	4176
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/EXACT_DERIVATION.md	global_bundle_derivation	44859e5a05c723071b7e0a5aa5f3074ffe54a1726011cd6ce4e4b7e2fe99aa56	6374
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	observer_covariance_complete_witness	1e007a15b7071ebe2be45ad2f81a19c4d39a3c0617fe5cf65064ab6e076a976d	5259
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	stationary_clock_join	8bce36da89ba3a5e771b9478eb42634a518fa4626c0ae7f008ef234db0c031fa	7788
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	actual_holonomy_countermodel	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	5642
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/DERIVATION_RESULT.json	actual_holonomy_machine_result	88b230c7de321cf990f6db5643604a649ef614b130e05e2f7bb9562683a7ddd8	1163
udt_reduced_holonomy_condition_audit_2026-07-27/AUDIT_REPORT.md	reduced_holonomy_result	e6d9d41974c540e00ba8f1787576eccd4046b208ff15545cf0604bcfce6f7eab	4720
udt_reduced_holonomy_condition_audit_2026-07-27/EXACT_DERIVATION.md	reduced_holonomy_derivation	742f40eaa45439ae195f0eb62c832aa24d02b57911d44eeb3002e28433236dbb	5296
udt_reduced_holonomy_condition_audit_2026-07-27/NEXT_STEP.md	registered_next_step	c92c7f4729f86f8f59229ea776a63f45793d30935b9a8aa0f1c31cc07153bf60	1238
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	controlling_prior_semantics_result	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730	5219
udt_founding_observer_comparison_semantics_audit_2026-07-27/EXACT_ADJUDICATION.md	controlling_prior_semantics_derivation	0995eaa36f5281c0dcd1662b6050950476e1ca992f59e18840ec9dc9aca0da60	4938
