path	role
CURRENT_SCIENTIFIC_PREMISES.md	current_premises
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_ledger
LIVE.md	current_authority
HANDOFF.md	current_handoff
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	founding_map
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founding_derivation
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_VERIFY_DISPATCH.md	founding_verification_scope
verify_udt_reciprocal_c_postulate.py	founding_algebra_verifier
udt_three_reciprocity_delta_k_audit_2026-07-23/AUDIT_REPORT.md	three_reciprocity_distinction
udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	ordered_pair_result
udt_observer_pair_clock_operator_audit_2026-07-24/EXACT_DERIVATION.md	ordered_pair_derivation
udt_relational_pair_depth_realization_audit_2026-07-24/AUDIT_REPORT.md	relational_realization_result
udt_relational_pair_depth_realization_audit_2026-07-24/EXACT_DERIVATION.md	relational_realization_derivation
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	covariant_lift_result
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/EXACT_DERIVATION.md	covariant_lift_derivation
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	global_bundle_result
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/EXACT_DERIVATION.md	global_bundle_derivation
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	observer_covariance_complete_witness
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	stationary_clock_join
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	actual_holonomy_countermodel
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/DERIVATION_RESULT.json	actual_holonomy_machine_result
udt_reduced_holonomy_condition_audit_2026-07-27/AUDIT_REPORT.md	reduced_holonomy_result
udt_reduced_holonomy_condition_audit_2026-07-27/EXACT_DERIVATION.md	reduced_holonomy_derivation
udt_reduced_holonomy_condition_audit_2026-07-27/NEXT_STEP.md	registered_next_step
