path	role	sha256	size
CURRENT_SCIENTIFIC_PREMISES.md	current_premises	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_ledger	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
udt_founding_reciprocity_object_audit_2026-07-27/AUDIT_REPORT.md	controlling_object_result	718878082fd4dc545df29ac626389f957514a6463cbc61ad9a5eff58dd786bb4	4340
udt_founding_reciprocity_object_audit_2026-07-27/EXACT_DERIVATION.md	controlling_object_derivation	1a80fc5de65c5739d6be523d9d41a32194d9be2dfbcb7eda048fbf12431f4d99	5769
udt_founding_reciprocity_object_audit_2026-07-27/OBJECT_CLASSIFICATION.tsv	controlling_object_ledger	e651ce1452d7e82642908104cb6866445022e0cbca883accf6aeffd1f16f6488	2222
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	semantic_fork_result	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730	5219
udt_founding_observer_comparison_semantics_audit_2026-07-27/EXACT_ADJUDICATION.md	semantic_fork_derivation	0995eaa36f5281c0dcd1662b6050950476e1ca992f59e18840ec9dc9aca0da60	4938
udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	abstract_and_stationary_clock_control	a7ae3805927d7d8efe1a2daabfd07c0612c0f52375b60e727a6d0d0fabe66c87	4804
udt_observer_pair_clock_operator_audit_2026-07-24/EXACT_DERIVATION.md	clock_control_derivation	7e03ef2631908a1e26c636bb9beb7410bdc534c9fde1e15d37eb9de5efadf29d	7755
udt_relational_pair_depth_realization_audit_2026-07-24/AUDIT_REPORT.md	relational_and_cut_locus_result	de149d583e63dfd3977a477b4147e24c5bb388421a54cb8e66ff758436a35e5f	5663
udt_relational_pair_depth_realization_audit_2026-07-24/EXACT_DERIVATION.md	relational_derivation	9c029c9cce3f9199e9ab97c01f599eeec50d3561e374f54c691b96a410367065	10179
udt_directional_observer_pair_distance_audit_2026-07-24/AUDIT_REPORT.md	directional_distance_result	f99b49deef14258ed43da2bc8e8de1700ca656f334ac4ab59be08a5ffd0ddd56	4144
udt_directional_observer_pair_distance_audit_2026-07-24/EXACT_DERIVATION.md	directional_distance_derivation	0062e694262a1c4dea7338b46d6ef0e47408d239993cb909f3af5b9fb8e6db2b	5614
udt_metric_native_signed_depth_availability_audit_2026-07-26/AUDIT_REPORT.md	signed_depth_result	4ac33fbf0fa4c714529514863cbbea9416e39a6218230d36caddb36be8480ce4	6141
udt_metric_native_signed_depth_availability_audit_2026-07-26/EXACT_DERIVATION.md	signed_depth_derivation	ee62cc854262baddbd1f9187752233caa3a854d5df10f51acd7e04bb1e4a2fae	5987
udt_metric_native_signed_depth_availability_audit_2026-07-26/CANDIDATE_OUTCOMES.tsv	signed_depth_candidates	8d6c784a6b079c6e5a03bfb7e139d02b7df7a21492cf310b49006e23967d1e04	1940
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/AUDIT_REPORT.md	path_groupoid_result	c7aeeb813bd276a1bf06dff67268a7799f4e2d710edf888789db7f6278cc0b6d	5188
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/EXACT_DERIVATION.md	path_groupoid_derivation	7e9573e5428bb2d35145adee2ee2113a67409419f0099bed8c368d8a79490dd6	5518
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/ROUTE_OUTCOMES.tsv	path_route_outcomes	915acae712de71e31d2ee46e92490cc9d77451e826880840c06125a26515307d	1822
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	coframe_lift_result	b338fa5538e54951d3bcea8325b7c3a00940a45b2287805f766bf772ab2713ef	5702
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/EXACT_DERIVATION.md	coframe_lift_derivation	33f758c5da3e627cb7d58c42746de9199145130d63c5ccb27109b56b5f1f6bda	7924
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	global_bundle_result	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88	4176
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/EXACT_DERIVATION.md	global_bundle_derivation	44859e5a05c723071b7e0a5aa5f3074ffe54a1726011cd6ce4e4b7e2fe99aa56	6374
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	actual_holonomy_result	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	5642
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/DERIVATION_RESULT.json	actual_holonomy_machine_result	88b230c7de321cf990f6db5643604a649ef614b130e05e2f7bb9562683a7ddd8	1163
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	complete_stationary_witness	1e007a15b7071ebe2be45ad2f81a19c4d39a3c0617fe5cf65064ab6e076a976d	5259
udt_global_local_relational_closure_audit_2026-07-25/AUDIT_REPORT.md	global_local_response_boundary	61c0f3301d3b9f1105611efc23d81a8c58cb96f855745757dafaba29c8aba0cd	8153
udt_global_local_relational_closure_audit_2026-07-25/DEPENDENCY_ARCHITECTURE.tsv	global_local_dependency_architecture	12b0fb925f5e324c262759489b5adcca4a3d7dc0e938c937870cb1687e9792ef	1341
