sha256	path	role
b4b0d9a9fdd093c992647195aca7579566a9e77a396071a699c1938888a49e75	founding.md	founding_and_working_clarifications
3a167bdd862e7d70829d2b319365d98c52c1d5cd50373eb719ec373f6f1afb07	CURRENT_SCIENTIFIC_PREMISES.tsv	current_exact_premise_registry
047b7fbbc1acacf01d2716e3c98cdefd0b9b20136ac4a3306f55dd6775465250	CANON.md	current_canon_and_finiteness_WRL_scope
9e2eeb3964b2fcf339d28837bc3a5b9633550b28bdc6c55dbfa307f500bda868	NEGATIVES_REGISTRY.md	historical_negative_scope_control
f2197ee7a23a88017a9ac970f9a187a13113cf0bbcc1dcbd493588e9c53a1c5f	udt_g301_scale_free_quiet_regular_causal_principal_classification_2026-08-30/AUDIT_REPORT.md	two_candidate_residual_classes
2ad153c6454ce079ed4a10e94a1eb594d564bf9ac0d43a303e33b9f0a806ecb1	udt_g302_reciprocal_trace_span_curvature_channel_separation_2026-08-30/EXACT_DERIVATION.md	static_tracefree_family_and_curvature_channels
ddbfdf6f23162aab83179c1ec36c1fe11f5c77ccd681cc805742971d73bbccd4	udt_g302_reciprocal_trace_span_curvature_channel_separation_2026-08-30/DOMAIN_CLASSIFICATION.tsv	registered_static_domain_census
8830a1b8fba6e82fd964508c6df766f0b9227affbd64dc12a19f4d585d07e3fc	udt_g303_two_class_nonlinear_cauchy_data_classification_2026-08-30/AUDIT_REPORT.md	local_constant_sector_and_nonselection
de171479ff682ece888d005f0ab6f00410b609364ca653510fcc13a86a0700e0	udt_g294_nonsignalling_copresence_network_architecture_2026-08-29/AUDIT_REPORT.md	copresence_nonselection_scope
17498596165aa9b5678d937aed37fd1f28be438a8c1745814abd60d0d78ebe16	udt_g235_rank_complete_matched_network_nonselection_2026-08-23/AUDIT_REPORT.md	relation_network_nonselection_scope
e7eda779c8496f269a0e94060a5824dd79b2b147af8186277236982ec2708670	udt_g163_xmax_dependency_reversal_audit_2026-08-18/AUDIT_REPORT.md	Xmax_input_and_completion_scope
3d6f74b7f79a4bf87552cf782ba461fdb91274ca9817a8c59c8a23aefcdfb659	udt_mirror_canon_provenance_audit_2026-07-30/PROVENANCE_REPORT.md	finiteness_versus_mirror_provenance
0c68719277edb652fcb825d225f02cb8bb25f16a36efe6b40f3b1d9a5147b6b8	simple_metric_L_wall_regularity_closure_results.md	WRL_affine_profile_control
4ec5cd6e8ba78070343db82330fb957eef78994d1ee076b6b30887e3d1a36109	simple_metric_dS_native_any_alpha_closed_results.md	historical_dS_negative_control
