source_id	path	git_blob	sha256	bytes	first_commit	first_commit_date	last_commit	last_commit_date	firewall	authority	use	anchor_line	anchor_sha256
S01	UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_FOUNDATION_PACKET	abstract reciprocal pair; conditional physical slot; static seal	120	d802beee530f7cec42287581f6eae134e40dbf625e5663b5dc84842c8a42ad63
S02	UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_LOCKED_FOUNDATION	common scale is calibration rather than directional selector	42	f17756f0f7bd895b1bb21bc19e5bb41d8301528281c7c6c0a99b82274c8cbdec
S03	UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_WORKING_PRINCIPLE	global admissibility; no local selector operator	41	84cd181a47bc6eed124950cd5fcb39eb23a34610eaf96becc302140581e34da2
S04	udt_phi_metric_ontology_audit_2026-07-22/AUDIT_REPORT.md	8f583b340f683303f2644bd2d67698648a082692	f762051c7af6559556e6f2f68a6f85f3d4038dc9350822878619eb834ba30fee	10753	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_VERIFIED_WITH_CAVEATS_AUDIT	phi meaning partially closed; complete geometric ownership open	48	8e45e1b99066c98f965c6e440c4468d482f63bb7023b540448f7f4592d2df75d
S05	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	7edfacda8ae312857d614b0479c9de5d3e949504	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea	4043	786d00a05a4475fcd8495645d39ee2897f5185b3	2026-07-20T11:55:24-04:00	786d00a05a4475fcd8495645d39ee2897f5185b3	2026-07-20T11:55:24-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_BOUNDED_AUDIT	multiple complete seal/coframe lifts survive	15	f4635f8d78cb5c3f86c1e5ec88e969d3859fd027db05f87f4bf37c22c1d40606
S06	udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	51bc7db847772cac5afa70bb3b417eb1a40c7914	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	8500	e04b4956fd9b1f55afa657278ec10ea6aaea5fb9	2026-07-20T22:25:46-04:00	e04b4956fd9b1f55afa657278ec10ea6aaea5fb9	2026-07-20T22:25:46-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_BOUNDED_AUDIT	transition algebra constrains but does not select soldering or cover	238	889b59c5e9a21065d562443794baa0a3ed33152b3787ee4ec3d3bdd8d1b64faa
S07	udt_reciprocal_plane_projector_audit_2026-07-21/AUDIT_REPORT.md	644ebb36b112b43eeaf8241dcd2219aee5afb1e9	8833d53428a9e23b4e6f50df81d20ff1b99a35c28612b780a6c1da649d361295	7771	fa3d3afda98b2516e58b83a4f383190df9a0aa68	2026-07-21T09:05:21-04:00	fa3d3afda98b2516e58b83a4f383190df9a0aa68	2026-07-21T09:05:21-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_BOUNDED_AUDIT	projector-compatible connection conditional on supplied integrable umbilical split	24	540a46aea46afdb4a86393ad55a33c39253105b97df2e928fb66f3db7ec075aa
S08	udt_metric_native_two_pair_selector_audit_2026-07-21/AUDIT_REPORT.md	3ab367fce2b0b3d2fc92ea420fa79609d0dfc5e1	89f24a652001b5d4c0647c9ce5b6160580795b3d2c044fae538fc20596442279	12209	f0b60adfb5457bc29caf7efbdf8d45480699c2fd	2026-07-21T08:38:48-04:00	f0b60adfb5457bc29caf7efbdf8d45480699c2fd	2026-07-21T08:38:48-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_BOUNDED_AUDIT	conditional reflection-seal complement; universal two-pair selector absent	10	76e0a910a07dc28e9c91660580a4576efd2ebb2f3e9783bdb38ebc112ac6e676
S09	udt_chart_coframe_invariance_atlas_2026-07-21/AUDIT_REPORT.md	142bb3d8fb5ee7e4767bb02599e5042d6e90e1b2	2fe285e5d2c1180d4f40798b17984621436c3ee4f6b7c5b393cee0ca79709b10	7701	e237b589d7604426df0a19e1362e2e77387834a2	2026-07-21T18:19:56-04:00	e237b589d7604426df0a19e1362e2e77387834a2	2026-07-21T18:19:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OBSERVED_BOUNDED_ATLAS	full tensors invariant; supplied 2+2 split remains partition dependent	98	5cdcb6ef48ef835af8e40b5825367a29b2e262bd75ab743d5cc841493273a953
S10	udt_joint_invariant_subspace_atlas_2026-07-21/AUDIT_REPORT.md	db5bb3b6da2a0164acbe9576d11725e6a5abf993	54e5a6480caa76b251ffdfefcabc762f19cc3998c88d2dea799c2a4c0751e439	10751	8e6b425b08889dd8e0b5f8d7b0ae3945dc1dcacf	2026-07-21T21:02:09-04:00	8e6b425b08889dd8e0b5f8d7b0ae3945dc1dcacf	2026-07-21T21:02:09-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OBSERVED_BOUNDED_ATLAS	smaller-family splits do not survive complete curvature orchestra	20	6a7df20943e799ee591e3c92c5e75d8dbe7a0e2c31a85ac4960142742e949c7d
