source_path	archived_path	sha256
/tmp/udt-current-review-MVXr11/REVIEW_SHA256SUMS	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/REVIEW_SHA256SUMS	aaab83f71ddb01a040c5e56ac70e49921aa3a88b6334edab8901125c1e9291a6
/tmp/udt-current-review-MVXr11/SOURCE_SHA256.tsv	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/SOURCE_SHA256.tsv	a7867be358526be622c8843515609f9c13af8eb057de55e4f126b862e8edf897
/tmp/udt-current-review-MVXr11/STAGE_A_CHECK_RESULT.json	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/STAGE_A_CHECK_RESULT.json	c26a3c196aeb3b6814cb9a6851e96beba16bc65c39301798c955297569b186ec
/tmp/udt-current-review-MVXr11/STAGE_A_SOURCE_FIRST.md	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/STAGE_A_SOURCE_FIRST.md	dadddebe511aca3c4df1ba42f004fa6b4ddb8ea71287ddfb07d8eab9aa673376
/tmp/udt-current-review-MVXr11/STAGE_B_INDEPENDENT_RESULT.json	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/STAGE_B_INDEPENDENT_RESULT.json	1f600d5ac05834ab680f22bda6f3e6e2054e9e9397e255ec4479f17ce402d0ff
/tmp/udt-current-review-MVXr11/STAGE_B_REPLAY.json	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/STAGE_B_REPLAY.json	7012cb338b7247d7b72fb24e97537b8daef77a00c7ba2ff6436cf943f8688f20
/tmp/udt-current-review-MVXr11/STAGE_B_REVIEW.md	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/STAGE_B_REVIEW.md	75a6f69795cff56696ff5e01a3fc0ec81d5fe82ff82c221e63a48d1b4e165ad9
/tmp/udt-current-review-MVXr11/independent_map_witness.py	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/independent_map_witness.py	0529ba7efe320f6254470b74ff1ff653e299493d126d8f1094a2fa0bf53d7766
/tmp/udt-current-review-MVXr11/replay_frozen.py	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/replay_frozen.py	5752d9877f0c5d7b9afd5cd9536acef5ae7f2110dd8aa288069f513d6e1721aa
/tmp/udt-current-review-MVXr11/source_first_checks.py	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/source_first_checks.py	fd7735e280341823e22293b735e5d1f4a5e10aa297fb631ec746ea2e4d2a857c
/tmp/udt-current-review-MVXr11/CLOSURE_FIDELITY.md	udt_g352_conserved_current_representation_candidate_2026-09-06/review_2026-09-06/CLOSURE_FIDELITY.md	fb9584e1ed91337b43d6539131f3a40e41a26d703555b7abe4b3b31973652e57
