source_id	path	bytes	sha256
S01	native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	10290	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea
S02	native_hopfion_topology_audit_2026-07-19/TOPOLOGY_STATUS_LEDGER.tsv	4226	de154fbb7787759864786c04186a26a4605c447d362112bb482acee064d457e4
S03	startup_surface_g310_universal_reciprocity_refresh_2026-08-31/ADOPTION_RECORD.md	2114	4eb7d0a1130dcff997bc5180f420b633e2dcbbb5072d098997ba3672b38d8ab5
S04	startup_surface_g312_two_premise_adoption_refresh_2026-09-01/ADOPTION_RECORD.md	3061	ebeae075307e7a325a840f4c2d9dcd973c18d9a3be21e6e6eccacce1ae8856f1
S05	udt_g310_differential_dual_reciprocity_tracefree_ownership_2026-08-31/AUDIT_REPORT.md	1871	e4adabc1e862423cc68297305ed51903107feac135497d33f26f230f6a192fe6
S06	udt_g312_quiet_gr_response_constitution_discriminator_2026-09-01/AUDIT_REPORT.md	2277	c8f9e5547c13067282d37bfb51db78d13bbdc06b48ef50f8f3f498e196abcb57
S07	udt_g313_tracefree_ricci_solution_space_bootstrap_map_2026-09-01/AUDIT_REPORT.md	3337	b7df75cee891ed23dcf4796aba0a3d25e101ee89e4c1add95c8ef842987e418e
S08	udt_g321_g320_local_cauchy_development_uniqueness_2026-09-01/AUDIT_REPORT.md	3689	975fb68b053c2a11c373677544374e448f2ce84b265d860bb2c1e723d2595d6c
S09	udt_g330_berger_hopf_eigenline_local_persistence_2026-09-02/AUDIT_REPORT.md	4807	9e7eeb08f669a1cf27ec18f459cafddf38a833a4f20bec2548de0caffcd13250
S10	udt_g330_berger_hopf_eigenline_local_persistence_2026-09-02/EXACT_DERIVATION.md	8385	92a070f5aeeee1241da9465b379c14c75b11cc033b7560709ba8db2ef32f6afb
S11	udt_g330_berger_hopf_eigenline_local_persistence_2026-09-02/PREMISE_LEDGER.tsv	1742	835d14c7598e8072886a97e88bbe5365778a73e580d5bb73ea8c152daf01f6c0
S12	udt_g330_berger_hopf_eigenline_local_persistence_2026-09-02/PREREGISTRATION.md	3831	480cae316b19be86ac1dcee7cc3d5076dc628e6f54dfbb39c2f6a61b8e3b8ccf
