path	sha256	bytes
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418
founding.md	e0aebb4131ee3e231b824a8cab4e0aabebe7a678de09b4aa4d39396f3bd5565a	39830
udt_g205_primary_metric_geodesic_causal_completion_2026-08-21/AUDIT_REPORT.md	168e95427c24bf5a59a6eac78ad6d7e77a8b16c23bf9b27b4676608c99e065b9	3393
udt_g220_covariant_null_clock_arrow_timelive_lift_2026-08-22/AUDIT_REPORT.md	9806ac14f5d0bc419501878627dc79770ba4dd7c50f4f14dee0db216c3d9598f	3332
udt_g265_infinite_bare_c_mutual_pair_null_closure_2026-08-26/AUDIT_REPORT.md	b2f17879ad93375df50667d890041305a1cf5bb99763cfd4bb6af78c24c1358c	1604
udt_g268_sech_relation_space_equivalence_and_operational_constraint_2026-08-26/AUDIT_REPORT.md	6b8fed1379f59777c2c74130b0a9dbfdfab2f60ad6ccc97201bfca67a20391ee	2536
udt_g269_null_transport_mutual_clock_screen_interlock_2026-08-26/AUDIT_REPORT.md	673a867b5b3c025a0cb07178edcabc5578a108e395834980ecaa4596febbb9f3	1846
udt_g271_primary_metric_null_screen_first_jet_interlock_2026-08-26/AUDIT_REPORT.md	df615d0b0812188d18372351decbb787b5c082b8d0ab09bf77339b29f8250af2	2598
udt_g273_projective_pair_distance_foundational_ownership_2026-08-26/AUDIT_REPORT.md	1c7750f9b8a56e0d3d587eb6284d338846daf805c8fef7237f0d94ff86d9109a	2159
udt_g274_projective_pair_position_network_descent_2026-08-26/AUDIT_REPORT.md	551bb9492118f941e0f30b0905255b2e97f7cf9b5fa23ce1d5a179809d13dabb	2306
udt_g276_proper_clock_ce_scale_anchor_reconciliation_2026-08-26/AUDIT_REPORT.md	cc66be850523fac561b411b32d7532069d838a6d6e6800568afd72f5560b862d	2987
udt_g280_projective_position_optical_area_bridge_audit_2026-08-27/AUDIT_REPORT.md	b0fc18e0e2c81cb770f38bf17686f04d3903e844e382f0751df2d8a3330bd6c2	3645
udt_g282_complete_history_depth_jacobi_minimal_law_type_2026-08-27/AUDIT_REPORT.md	95142d95cfff373fb003ffa6a3cb26ea4230c4c774fdad86a094ddb442b5a30d	5913
udt_g283_neighbor_relation_curvature_identity_nonselection_2026-08-27/AUDIT_REPORT.md	598a05c4956ff2a301f60274402ed199c87916aa2e8b4a8c733c6a72c9e6f128	4257
udt_g283_neighbor_relation_curvature_identity_nonselection_2026-08-27/EXACT_DERIVATION.md	e37223b5f63402121ea24f96078787f4a1145f64a5a077041b4104dcce98ff67	3995
