source_id	path	role	sha256
S01	UDT_XMAX_STATUS_CLARIFICATION_2026-07-15.md	XMAX_STATUS	bd82e07c252fa3aa055e9e4029b964f8a4e415fd50097dd5cec8a6ba928850a1
S02	UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	CSN	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34
S03	reciprocal_c_clock_channel_correction_2026-07-19/AUDIT_REPORT.md	RECIPROCAL_C	57de584c7429fce9b8e352fc6bb7fc0cce552c384ca425d45ee581ae378d3b80
S04	projective_position_join_audit_2026-07-19/AUDIT_REPORT.md	PROJECTIVE_JOIN	8db9b5063ff3109f8c332644052b72e630e0268bc4693191300527bd731601f1
S05	projective_position_direction_magnitude_correction_2026-07-19/AUDIT_REPORT.md	DIRECTION_MAGNITUDE_CORRECTION	7a3eb776ebbc4aafb692a142a503a19fd723f0436b384292888ddcfbcc67de21
S06	xmax_reciprocity_audit_2026-07-19/AUDIT_REPORT.md	XMAX_GROUP_AND_METRIC	6dd717ced43a713f68817d442e5130f438195c980b505d93bd8aedd32f481186
S07	xmax_full_frame_realization_2026-07-19/AUDIT_REPORT.md	FULLFRAME_COFAME	01b4e7e4c1c2fabd983a98e227073d7b57e9df46816938ed2440ad714f2275d4
S08	udt_premise_reset_audit_2026-07-19/OWNER_MEANING_LEDGER.tsv	OWNER_MEANING	393889c25975e8c9bded1f9e5aac90b285273c80e40914f1492159b61ae093d5
S09	udt_premise_reset_audit_2026-07-19/LOAD_BEARING_CLAIM_REGRADE.tsv	PREMISE_REGRADE	25b1053f9388cb7dee115695cca4cb1054201007dd14ab4c6222023ff7491d75
S10	asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	ASYMPTOTIC_BOUNDARY	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d
S11	asymptotic_boundary_lineage_audit_2026-07-19/GLOBAL_CLOSURE_EQUATION_LEDGER.tsv	GLOBAL_SCALE_CLOSURE	cf026251e499304e2bd35cf93a1b7ed399f96fc5acada978ba53c2ce3f8b6f2a
S12	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	BOOTSTRAP_STATUS	5b9fd3563e02ecd8907e0ac632412e3bb1784893c1a66ff2812724f23c71d25d
S13	udt_global_metric_assembly_atlas_2026-07-22/DENSITY_BOOTSTRAP_CIRCULARITY_LEDGER.tsv	DENSITY_CIRCULARITY	c5cd189e2a15d17cdce251b7516719c517ab68574799acf28cc736fecc9ffa9a
S14	udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	COMPLETE_METRIC_INTRINSIC_SCOPE	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776
S15	udt_three_reciprocity_delta_k_audit_2026-07-23/AUDIT_REPORT.md	IMMEDIATE_PARENT	a7e00f3cdc5b7ee3e26afdd0426ca27b5b663f0b5477977650f9a995f04fa214
S16	udt_three_reciprocity_delta_k_audit_2026-07-23/CONSTANT_LAMBDA_RICCATI.json	PARENT_LAMBDA_FLOW	a2727a13efb02b6aa54d1437bda3ce7f8c31463049dcd06eb5e9585e80007036
S17	udt_three_reciprocity_delta_k_audit_2026-07-23/RESULT.json	PARENT_STATUS	061bd6196a66ebef7bfb41a002959c13f4f24dfdfaebcd956a827b8a4f149d39
S18	udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23/PREREGISTRATION.md	FROZEN_SCOPE	1ea3930dd451258e817e36979921a453a6bf72d0df827588feb87dc23386fc43
S19	udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23/PREMISE_LEDGER.tsv	FROZEN_PREMISES	c424d357a413935a1ec6dd33439fdadb18f21a7833e99a500ff0eeebbd17e28f
S20	udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23/ROUTE_UNIVERSE.tsv	FROZEN_ROUTES	846899b086f00271043b1cc9e8efd1738a212fb435fc7b99a21062f048f301a1
