source_id	path	git_blob	sha256	bytes	first_commit	first_commit_date	last_commit	last_commit_date	firewall	authority	use	anchor_lines	anchor_sha256
S01	UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_POST_FIREWALL_FOUNDATION_PACKET	reciprocal ratio; CSN split; conditional metric block; static seal	73	cdbf4efa895598d60bc5c54f0e89a99c3f293393d3fecb8dbc33914abf399e73
S02	UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_LOCKED_FOUNDATIONAL_POSTULATE	common scale is calibration while reciprocal phi remains meaningful	42	55611f779ee154291ef36a61b021ff568970459fa9b2f52313b04fcde28ccfd5
S03	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	POST_FIREWALL_DERIVATION_WITH_PREMISE_STAMPS	composition/exponential derivation and chosen sign/unit	134	21e4bddbbb2c4e327a9d69eb67732dd08a1a14eee1642dfb8717132b2dc1b0e8
S04	udt_premise_reset_audit_2026-07-19/OWNER_MEANING_LEDGER.tsv	8fffcfb3eeeb4d140d3de8e70da6e0e0b5bb230c	393889c25975e8c9bded1f9e5aac90b285273c80e40914f1492159b61ae093d5	3638	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_LOCKED_AUDIT_MEANING	signed local field; distance/comparison separation	4	198d5ef972d85b857d6eaaa4ebf70c828aad2a4b9ec529931d53a50c7e0a5300
S05	udt_premise_reset_audit_2026-07-19/AUDIT_REPORT.md	8719cc473b8465628e2da36e7c27978db723c7d2	fc1c3d9edb7ce87415470da09c01cf2223ec4fa2022ee4565f32d77ccbc50ada	10176	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_SEMANTIC_CORRECTION	semantic overloading diagnosis and open comparison map	65	eee3ca98dc695c3529c7b479c3113ef6b938d763f169e6df7a62cb3b9058daa9
S06	native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	bc30820893a31b1458a1e086eabfef7dd3ed7959	70cab9d5e10b03e0e3418129b67155e01d9f805c4397c69ef8795c4d2aaa5dfd	8676	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	FROZEN_FINAL_ACTION_ADJUDICATION	off-shell fields and reciprocal constraint domain remain open	11	8ae91cb5db66b39f4bb5290627c2020733cddb4d7854a62262e9939278911341
S07	UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	POST_FIREWALL_SELECTOR_AUDIT	metric-only; metric-plus-phi; coframe; multiplier; readout routes live	43	c3bd3d6073b55dacb8dfd02108ec3595399b5cd1f72e3922c0219e2a0d27e693
S08	bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	11250	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00	d0b5d824432e1ac621d5e198e9ac490b265d2ea6	2026-07-19T16:55:51-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_BOUNDED_AUDIT	independent scalar is an added class premise; no phi equation from CSN/bootstrap	120	8951a37bfc9847e1564c8ba5c8dfa4cef9839607d48250e8e16a9b4991394f8b
S09	complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	7edfacda8ae312857d614b0479c9de5d3e949504	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea	4043	786d00a05a4475fcd8495645d39ee2897f5185b3	2026-07-20T11:55:24-04:00	786d00a05a4475fcd8495645d39ee2897f5185b3	2026-07-20T11:55:24-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_BOUNDED_AUDIT	static phi seal does not select complete coframe action	15-16	236bbe44b870fc15b76ef01ece4a89f229129932dad6c2e610a81dd47fe01f22
S10	udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	51bc7db847772cac5afa70bb3b417eb1a40c7914	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	8500	e04b4956fd9b1f55afa657278ec10ea6aaea5fb9	2026-07-20T22:25:46-04:00	e04b4956fd9b1f55afa657278ec10ea6aaea5fb9	2026-07-20T22:25:46-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_BOUNDED_AUDIT	physical readout family is unselected; phi can be metric-visible or invisible	88-89	c2c5e78144cd95380bf1e808b72879c3714fe5c2105d4ae189c8557c64af0dbb
S11	udt_independent_amplitude_metric_atlas_2026-07-21/PREREGISTRATION.md	ee3e1e17d5341dfa6d3b60cba196fb05541d8367	75e9b15d97b21ee4f7104b071340fd52e50044285c4dcf3415167ad54115b8d0	9543	a9a4b8150a84adf3c59c2570e52aa42eddc6c2f9	2026-07-21T15:36:33-04:00	a9a4b8150a84adf3c59c2570e52aa42eddc6c2f9	2026-07-21T15:36:33-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	BOUNDED_ATLAS_PREMISE	independent phi was a deliberate configuration-space control	24	26cdef25fb4de232a3e646d281670dd95896d46753b1c684de364c4abaa2ee9d
S12	udt_structural_ensemble_metric_atlas_2026-07-21/PREREGISTRATION.md	78a2d267abf4af5559df513bc7e5141d93f514c4	bbb628becce5b16923e6c41f129e7aa549cb10d7168d4cdd0ba13a4fa6f73f07	10456	e23d55f033da8f28160f4629574725bfc49cbebb	2026-07-21T16:35:04-04:00	e23d55f033da8f28160f4629574725bfc49cbebb	2026-07-21T16:35:04-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	BOUNDED_ATLAS_PREMISE	independent phi explicitly stamped OPEN CONFIGURATION BRANCH C02	168	3876c181f18a4e740ebb059baaae5e4ecfd85603aeafb489b22214270ef1d3ca
