source_id	path	git_blob	sha256	bytes	first_commit	first_commit_date	last_commit	last_commit_date	firewall	authority	use	anchor_line	anchor_sha256
S01	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	d72ec6a41da03f83e779b10b4ec205346f33f1e4	1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21	7649	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	IMMEDIATELY_PRIOR_VERIFIED_WITH_CAVEATS_AUDIT	founded reciprocal block, macro observer covariance, and general-extension boundary	17	580d4baf10c0fdc954383da8f306f66c2620b34b2f7a3a2428d7b93c01d2e3f5
S02	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	FOUNDING_DERIVATION_RECORD	static spherical metric and explicit readout assumptions	30	b2d34c0cbaadfcaa356fa6faf32b2f678f8e296656ba4e1fb37bd1a9af4b1164
S03	UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_FOUNDATION_PACKET	reciprocal block and conditional radial/gradient realization	110	9573b72a229eb3f6ea350f16c5f63f5979eb1925ac50837e0b627f2194a616fa
S04	udt_premise_reset_audit_2026-07-19/OWNER_MEANING_LEDGER.tsv	8fffcfb3eeeb4d140d3de8e70da6e0e0b5bb230c	393889c25975e8c9bded1f9e5aac90b285273c80e40914f1492159b61ae093d5	3638	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_MEANING_LEDGER	metric-is-theory rule and scale/observer distinctions	14	d1e09a9b839321d8a715cb03833dd5256b12a1e11cb6be2f58290ba38e8f1e7b
S05	invariant_reciprocal_causal_flow_2026-07-18/DERIVATION_REPORT.md	26f18453d056d5d77724cc3a664c508ea743311f	d4c91e6f3ed0c45fce88c8e8f58a070469c94dd4cd2bd78852a4157056887bc2	8878	a9bda35c2c4c49b328870758564a638fa81c1066	2026-07-18T23:44:10-04:00	a9bda35c2c4c49b328870758564a638fa81c1066	2026-07-18T23:44:10-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_CONDITIONAL_STATIC_OPTICAL_AUDIT	finite-phi local null speed and WR-L horizon extension	7	77bb3af4f2d19e47131843b244d650db25d4497cf895ae6ba984740f332d38a8
S06	metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	a290f59860a4be0d2e14a7148aa61cc8bc407380	ce76d6236b78a2c70fb47c17740ea07949d5845b2065683905dc3218a3a0fbbc	12057	35a7423e018e67c1aa02aef8932d0c92f036bd4b	2026-07-19T17:58:51-04:00	35a7423e018e67c1aa02aef8932d0c92f036bd4b	2026-07-19T17:58:51-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_METRIC_WIDE_AUDIT	complete angular, shear, twist, and mixed curvature sectors	18	4d25d04a49a2d5f30fa1497fc38ded9e4c08c45af884c42c7f64536ba6d018d2
S07	asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	c9d732f0a1104a04bbcf945abf76ae86d12b1b89	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d	8327	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19T22:53:47-04:00	ad9e9bd5c27e4bfe40defcc225f81f2806a1c9f9	2026-07-19T22:53:47-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_BOUNDARY_AUDIT	WR-L wall and center invariant status	29	eb73e2cc80493c2c22c2362231c542ecb50aa7db73a879339e11a49be566c2a1
S08	copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	13052	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_CONFORMAL_CAUSAL_AUDIT	positive common scaling preserves causal cones	88	85b523013858965b1b3e0d68db1fce7bc6a6b9f1375f503b555a344b25d62ca3
S09	udt_premise_reset_audit_2026-07-19/AUDIT_REPORT.md	8719cc473b8465628e2da36e7c27978db723c7d2	fc1c3d9edb7ce87415470da09c01cf2223ec4fa2022ee4565f32d77ccbc50ada	10176	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	PREMISE_RESET_AUDIT	finite c_E baseline and unresolved observable clock relation	75	dd2c0eeb6500a076a7780be4685837a7454777b71a6226f82110f3e0c4c2ba61
S10	udt_chart_coframe_invariance_atlas_2026-07-21/AUDIT_REPORT.md	142bb3d8fb5ee7e4767bb02599e5042d6e90e1b2	2fe285e5d2c1180d4f40798b17984621436c3ee4f6b7c5b393cee0ca79709b10	7701	e237b589d7604426df0a19e1362e2e77387834a2	2026-07-21T18:19:56-04:00	e237b589d7604426df0a19e1362e2e77387834a2	2026-07-21T18:19:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OBSERVED_BOUNDED_ATLAS	tensor invariance versus component/coframe partitions	98	5cdcb6ef48ef835af8e40b5825367a29b2e262bd75ab743d5cc841493273a953
