old_path	current_path	source	line	column	classification	source_sha256
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r0/DEPENDENCY_MAP.tsv	14635	1	RETAINED_INFORMATIONAL_REFERENCE	ad32e0f5f52dd4df1fd68eb1899f437449fdb00257e5687a32ce3941643266bc
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1056	1	RETAINED_INFORMATIONAL_REFERENCE	3c52fd29e40fd1296168c2c6b6fff5df64dfc2c43a44bbb0aec1d5393a0c00f3
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13069	74	FIXED_HISTORICAL_OR_R1E_PLAN	40002faf10c08c9d61190e4080fe0d0a554d2be34f30e73a85d3732bc952caf3
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13069	98	FIXED_HISTORICAL_OR_R1E_PLAN	40002faf10c08c9d61190e4080fe0d0a554d2be34f30e73a85d3732bc952caf3
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14198	78	FIXED_HISTORICAL_OR_R1E_PLAN	40002faf10c08c9d61190e4080fe0d0a554d2be34f30e73a85d3732bc952caf3
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14198	102	FIXED_HISTORICAL_OR_R1E_PLAN	40002faf10c08c9d61190e4080fe0d0a554d2be34f30e73a85d3732bc952caf3
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	17633	1	FIXED_HISTORICAL_OR_R1E_PLAN	40002faf10c08c9d61190e4080fe0d0a554d2be34f30e73a85d3732bc952caf3
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	1042	1	FIXED_HISTORICAL_OR_R1E_PLAN	4a88ea647eca10c62b52ff49f858bdb66d29b2aad38bcc1a3872ddd751bc874f
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv	13069	74	FIXED_HISTORICAL_OR_R1E_PLAN	ddeba617ced0b7e5760c45e321c64ff26d83d03aff6ba4c937aa7bad374160d3
verify_center_escape.py	research/macro/verify_center_escape.py	reorganization_r1b/base_forensic_census/DEPENDENCY_MAP.tsv	13069	98	FIXED_HISTORICAL_OR_R1E_PLAN	ddeba617ced0b7e5760c45e321c64ff26d83d03aff6ba4c937aa7bad374160d3
