path_id	order	sector	seed_id	initial_norm	status	accepted_points	rejected_steps	traced_arclength	minimum_lambda	maximum_lambda	final_lambda	fold_sign_changes	endpoint_classification	endpoint_raw_residual	endpoint_validation_residual	endpoint_coefficient_norm
P4_SEAL_EVEN_SINGLE_N_-1_0.20	4	SEAL_EVEN	SINGLE_N_-1_0.20	0.2	PATH_TIME_LIMIT	49	0	1.15234375	0.3753281515123798	0.9911297152698916	0.3753281515123798	0	-	-	-	-
P4_SEAL_ODD_W_SINGLE_N_-1_0.20	4	SEAL_ODD_W	SINGLE_N_-1_0.20	0.2	PATH_TIME_LIMIT	49	0	1.15234375	0.3753287176952555	0.9911297152698914	0.3753287176952555	0	-	-	-	-
P4_SEAL_EVEN_SINGLE_N_+1_0.20	4	SEAL_EVEN	SINGLE_N_+1_0.20	0.2	PATH_TIME_LIMIT	46	0	1.3562499999999988	0.883127710891816	1.4169996438465222	1.4169996438465222	3	-	-	-	-
P4_SEAL_ODD_W_SINGLE_N_+1_0.20	4	SEAL_ODD_W	SINGLE_N_+1_0.20	0.2	PATH_TIME_LIMIT	46	0	1.3562499999999988	0.8831274960074028	1.416986811888585	1.416986811888585	3	-	-	-	-
P4_GENERAL_SINGLE_H_-1_0.20	4	GENERAL	SINGLE_H_-1_0.20	0.2	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.028729675488671037	0.950651701793294	-0.028729675488671037	0	ROUND_GAUGE_FIXED_ORBIT	2.7273478315029254e-10	3.759433459163054e-10	4.1856449717073086e-12
P4_SEAL_EVEN_SINGLE_H_-1_0.20	4	SEAL_EVEN	SINGLE_H_-1_0.20	0.2	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.028729694588376497	0.9506517017932938	-0.028729694588376497	0	ROUND_GAUGE_FIXED_ORBIT	2.7276171139515613e-10	3.759110786520587e-10	4.1857141053683116e-12
P4_SEAL_ODD_W_SINGLE_H_-1_0.20	4	SEAL_ODD_W	SINGLE_H_-1_0.20	0.2	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.028729654585205686	0.9506517017932938	-0.028729654585205686	0	ROUND_GAUGE_FIXED_ORBIT	2.7272326027012964e-10	3.7592583909118544e-10	4.185508598382445e-12
P2_GENERAL_SINGLE_S_-1_0.20	2	GENERAL	SINGLE_S_-1_0.20	0.2	ENDPOINT_REACHED	31	0	1.07978515625	-0.053062265208623484	0.9602212406606753	-0.053062265208623484	0	ROUND_GAUGE_FIXED_ORBIT	3.9234730921745056e-14	1.0345330350742627e-13	1.2711755299788044e-15
P2_SEAL_EVEN_SINGLE_S_-1_0.20	2	SEAL_EVEN	SINGLE_S_-1_0.20	0.2	ENDPOINT_REACHED	31	0	1.07978515625	-0.05306226324557763	0.960221240660675	-0.05306226324557763	0	ROUND_GAUGE_FIXED_ORBIT	4.606960212694791e-14	8.736788580659039e-14	5.593664154033729e-16
P2_SEAL_ODD_W_SINGLE_S_-1_0.20	2	SEAL_ODD_W	SINGLE_S_-1_0.20	0.2	ENDPOINT_REACHED	31	0	1.07978515625	-0.05306226324557763	0.960221240660675	-0.05306226324557763	0	ROUND_GAUGE_FIXED_ORBIT	4.606960212694791e-14	8.736788580659039e-14	5.593664154033729e-16
P4_GENERAL_SINGLE_S_-1_0.20	4	GENERAL	SINGLE_S_-1_0.20	0.2	ENDPOINT_REACHED	38	1	1.079144287109375	-0.04356567121812792	0.9874812610641275	-0.04356567121812792	0	ROUND_GAUGE_FIXED_ORBIT	7.298587112469764e-12	7.278521514009143e-12	8.107691704076514e-14
P4_SEAL_EVEN_SINGLE_S_-1_0.20	4	SEAL_EVEN	SINGLE_S_-1_0.20	0.2	ENDPOINT_REACHED	38	1	1.079144287109375	-0.043565794415992155	0.9874812610641275	-0.043565794415992155	0	ROUND_GAUGE_FIXED_ORBIT	7.304200680071342e-12	7.283664938615065e-12	8.112074582717579e-14
P4_SEAL_ODD_W_SINGLE_S_-1_0.20	4	SEAL_ODD_W	SINGLE_S_-1_0.20	0.2	ENDPOINT_REACHED	38	1	1.079144287109375	-0.04356567825412329	0.9874812610641275	-0.04356567825412329	0	ROUND_GAUGE_FIXED_ORBIT	7.304247257310342e-12	7.279455863490005e-12	8.113777345268585e-14
P2_GENERAL_SINGLE_S_+1_0.20	2	GENERAL	SINGLE_S_+1_0.20	0.2	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.024191203987138647	0.9503717833945509	-0.024191203987138647	0	ROUND_GAUGE_FIXED_ORBIT	5.464388364468675e-11	5.4594867201122575e-11	7.609942628318753e-13
P2_SEAL_EVEN_SINGLE_S_+1_0.20	2	SEAL_EVEN	SINGLE_S_+1_0.20	0.2	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.024191214093396817	0.9503717833945509	-0.024191214093396817	0	ROUND_GAUGE_FIXED_ORBIT	5.4640828322924246e-11	5.4590392689005e-11	7.610374120040414e-13
P2_SEAL_ODD_W_SINGLE_S_+1_0.20	2	SEAL_ODD_W	SINGLE_S_+1_0.20	0.2	ENDPOINT_REACHED	21	0	1.0500000000000003	-0.024191214093396817	0.9503717833945509	-0.024191214093396817	0	ROUND_GAUGE_FIXED_ORBIT	5.4640828322924246e-11	5.4590392689005e-11	7.610374120040414e-13
P4_GENERAL_SINGLE_S_+1_0.20	4	GENERAL	SINGLE_S_+1_0.20	0.2	ENDPOINT_REACHED	22	0	1.0500000000000003	-0.024183928046261606	0.9503748404601247	-0.024183928046261606	0	ROUND_GAUGE_FIXED_ORBIT	2.6210235044936446e-12	2.5943952372577633e-12	3.1074888604490673e-14
P4_SEAL_EVEN_SINGLE_S_+1_0.20	4	SEAL_EVEN	SINGLE_S_+1_0.20	0.2	ENDPOINT_REACHED	22	0	1.0500000000000003	-0.024183867239241943	0.9503748404601247	-0.024183867239241943	0	ROUND_GAUGE_FIXED_ORBIT	2.6327785319401564e-12	2.600939215773124e-12	3.1179012734691967e-14
P4_SEAL_ODD_W_SINGLE_S_+1_0.20	4	SEAL_ODD_W	SINGLE_S_+1_0.20	0.2	ENDPOINT_REACHED	22	0	1.0500000000000003	-0.02418403475836879	0.9503748404601247	-0.02418403475836879	0	ROUND_GAUGE_FIXED_ORBIT	2.6263556564574328e-12	2.595883089177616e-12	3.113161313555631e-14
P2_SEAL_EVEN_SINGLE_W_-1_0.20	2	SEAL_EVEN	SINGLE_W_-1_0.20	0.2	ENDPOINT_REACHED	23	0	1.0625000000000002	-0.008836415037902435	0.952757004773164	-0.008836415037902435	0	ROUND_GAUGE_FIXED_ORBIT	5.661873707753503e-10	1.592710141742213e-09	3.553635345703164e-11
P4_SEAL_EVEN_SINGLE_W_-1_0.20	4	SEAL_EVEN	SINGLE_W_-1_0.20	0.2	ENDPOINT_REACHED	28	0	1.0624999999999996	-0.014032412558208229	0.951616085246517	-0.014032412558208229	0	ROUND_GAUGE_FIXED_ORBIT	5.494850284672626e-10	1.7354554952470685e-09	3.409049150427018e-11
P2_SEAL_EVEN_SINGLE_W_+1_0.20	2	SEAL_EVEN	SINGLE_W_+1_0.20	0.2	ENDPOINT_REACHED	23	0	1.0625000000000002	-0.008836415037902435	0.952757004773164	-0.008836415037902435	0	ROUND_GAUGE_FIXED_ORBIT	5.661873707753503e-10	1.592710141742213e-09	3.553635345703164e-11
P4_SEAL_EVEN_SINGLE_W_+1_0.20	4	SEAL_EVEN	SINGLE_W_+1_0.20	0.2	ENDPOINT_REACHED	28	0	1.0624999999999996	-0.014032412558208229	0.951616085246517	-0.014032412558208229	0	ROUND_GAUGE_FIXED_ORBIT	5.494850284672626e-10	1.7354554952470685e-09	3.409049150427018e-11
P4_SEAL_EVEN_MIXED_00_0.05	4	SEAL_EVEN	MIXED_00_0.05	0.05	ENDPOINT_REACHED	31	1	1.0250000000000001	-0.013972750723870797	0.9516478011443235	-0.013972750723870797	0	ROUND_GAUGE_FIXED_ORBIT	1.2664474461572953e-10	1.2686626393286053e-10	1.0587857643340987e-12
