sha256	path	role
f0c045abf9810dc327d249d0df385cd7e8d6914eedfaf5b31c78d186eaa13d44	SIMPLE_METRIC_MACRO.md	declared primary static-spherical metric and premise ledger
1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	founded reciprocal metric and general assembly stop line
b8d2eabe141fa68c332a2a7efc27a51b2047d0d39dda7407a1f5641f04d6f55f	udt_reciprocal_c_metric_meaning_audit_2026-07-22/POSTULATE_TO_METRIC_LEDGER.tsv	exact postulate ownership
3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783	udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	complete-coframe extension classification
7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	exact residual extension classes
ed8f3039a2946a3bcde6400d166d730df4d9c444554a4e0846fcc51d500e46f9	udt_complete_pair_phi_orchestra_audit_2026-08-05/AUDIT_REPORT.md	orchestra-before-readout structural guard
ea15d0f0dc344c566309a7f95cff4b0efc5d182f58858de5b0076857b746d64d	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/EXACT_DERIVATION.md	conditional full B Q S Y Z evaluator
8799cbd00493eaa8c54a8c136f6606e2ee5945988e27486e616f78905253493c	udt_g119_finite_radius_timelive_spherical_screen_theorem_2026-08-16/AUDIT_REPORT.md	central spherical screen control
3b7bef3e8027eb95dd9070cf8844bfbbba602d4a7ce30c1772bbc540f9e97bd7	udt_g166_primary_metric_ordered_pair_kernel_descent_2026-08-18/AUDIT_REPORT.md	primary metric dependency correction
9e985bbd73a2ffe099a57257ea51778fff9ec75eb48721565faafaafd14edc62	udt_g166_primary_metric_ordered_pair_kernel_descent_2026-08-18/EXACT_DERIVATION.md	exact terminal kernel descent
