sha256	path
75e772e31332c1c3ac536a6b465201aee6a507b3ba705b59177598fdac2c31ac	AGENTS.md
6752a6f1944586a2fa408bdcf8fcb43802d4b35c8476d569cfff33440e81fead	LIVE.md
a337201acfdf93832d5329f54f1be317c60bb8bcbc1b6dca9ab04083a1fcdb07	HANDOFF.md
be2558294c890234db68beab205bb3756cea3a034caae62b46783849fe65e9d9	CURRENT_RESEARCH_PROGRAM.md
3d68a46148a2d2b5bbb9c32c071d4915e58bf29391a32f6328153743f786d9f7	CURRENT_SCIENTIFIC_PREMISES.md
bee5059ab5528282420c5cd833d0aadfd4946d64820ba0c7bde1c1a98e09e165	CURRENT_SCIENTIFIC_PREMISES.tsv
b7e524a5b06760e57877a408630228767ae9a394134095f9851bef5d06e17751	CLAUDE.md
87cf675689c5cf09582a59e20016ec09644a7d1ed51de59f13a3130e42fde9c5	INDEX.md
de823bfd5d93cf573badc09546ec05800b7941594a1e4dd9f8128dbbbfa1fb94	MEMORY.md
2b0509d933d731fbf3f72aa88777a54d3e48a94d4bae3d324087871777f9a007	CROSS_MODEL_VERIFY.md
fd3a1f3218481134f2af829d3ae4175ac53518f75bf9673287efbfb7d7708fc1	.claude/skills/no-shortcuts/SKILL.md
a8cf9e5f4a6d35a0d0ebfe4bc48dbf328ca74e318f020a6a22cb683666a611c0	.claude/skills/completeness-map/SKILL.md
9b3a4aacd4b4006b2b7f01edada73b7c87b99bea6e754583558713bfc145e5ac	.claude/skills/verifier-before-record/SKILL.md
b4b0d9a9fdd093c992647195aca7579566a9e77a396071a699c1938888a49e75	founding.md
4c868787eaac9ddff9549a41ee17b05d8239be36408224994f8ef3409595f569	udt_gr_filter_authority_audit_2026-09-09/WORK_ORDER.md
8345ea95bb2cf683db269e7704556d44b2f7349c288592966c298ca4c2e26ccd	udt_gr_filter_authority_audit_2026-09-09/STARTUP_PREMISE_AUDIT.json
4eb7d0a1130dcff997bc5180f420b633e2dcbbb5072d098997ba3672b38d8ab5	startup_surface_g310_universal_reciprocity_refresh_2026-08-31/ADOPTION_RECORD.md
ebeae075307e7a325a840f4c2d9dcd973c18d9a3be21e6e6eccacce1ae8856f1	startup_surface_g312_two_premise_adoption_refresh_2026-09-01/ADOPTION_RECORD.md
7c0c7fb640df6e103829a4ccddb086bdc9542d2e8d7989dc764da8e099d546fc	udt_g301_scale_free_quiet_regular_causal_principal_classification_2026-08-30/PREREGISTRATION.md
c4ee23723e0f0b0328514e9be6a1b38c0d6c65f589c5fbdc5aeffc5b03c4fffd	udt_g301_scale_free_quiet_regular_causal_principal_classification_2026-08-30/MAP.md
32495b6cf6e259e614fc78b246845c02150bc3a04b919610ae29990f20452ed0	udt_g301_scale_free_quiet_regular_causal_principal_classification_2026-08-30/PREMISE_LEDGER.tsv
a28690ec6e0bf61c6e25ce74e175a2220ac480dda2c795dcd0ccfac272e421a3	udt_g312_quiet_gr_response_constitution_discriminator_2026-09-01/PREMISE_LEDGER.tsv
ad4135a3d4dd52bb6c1229695b341957a1066659e00beffd737b7fa2b0c0e82c	udt_g257_gr_quiet_limit_embedding_audit_2026-08-25/AUDIT_REPORT.md
a28ee2332cf3e14e619c0c332339079605ca81e566d7513b0caa2e29af67d102	udt_g260_gr_quiet_angular_nondiscard_audit_2026-08-25/AUDIT_REPORT.md
0e443bfb9b947acaf2933b66af3c73ca20146016abd180d4ff424591f7851af7	udt_g296_complete_metric_native_residual_order_map_2026-08-29/AUDIT_REPORT.md
b7df75cee891ed23dcf4796aba0a3d25e101ee89e4c1add95c8ef842987e418e	udt_g313_tracefree_ricci_solution_space_bootstrap_map_2026-09-01/AUDIT_REPORT.md
b264f4a8959a557884f3e6a668aab68d2831b477caf693f95db7b524c01bd279	udt_g348_generic_lorentzian_null_screen_area_theorem_2026-09-04/AUDIT_REPORT.md
70acd17b86812a4dc1da42467dc81fe4c0af817152fd635d090ccbd851af88aa	udt_g350_frequency_area_carried_content_ownership_2026-09-05/AUDIT_REPORT.md
45f774b2393f81c2d84754be57cd35db88301b9c281ea53be1a07e82a7bfacbe	udt_g372_g373_conditional_banking_2026-09-08/BANKING_RECORD.md
45cc3bc950b76ceed6a1fd49c248688242bc3c008864256de9bb494c1b8bbfaa	udt_nonlinear_ripple_geometry_2026-09-09/REVIEWED_RESULT.md
dd5608df50905466383a1bc9dd67e6b23bcececb1d5ff4e0848c87716b98b200	udt_nonlinear_ripple_geometry_2026-09-09/review/DIRECT_REVIEW.md
8ff5469ace76bdfc84188915242abbf3baff35516f9ee3f9ba4b1cbfeb2573ef	udt_shared_readout_metric_constraint_campaign_2026-09-06/run_capture.py
633b907b5384aa63d61d49db067dd4e608e6abd3bf3571e4267f91e5c74da8fb	udt_g301_scale_free_quiet_regular_causal_principal_classification_2026-08-30/EXACT_DERIVATION.md
f2197ee7a23a88017a9ac970f9a187a13113cf0bbcc1dcbd493588e9c53a1c5f	udt_g301_scale_free_quiet_regular_causal_principal_classification_2026-08-30/AUDIT_REPORT.md
a417b3cfa1cc6136429a14d3b330c1b8c25c73c9e946d6b6454d6ffae72c25a0	udt_g310_differential_dual_reciprocity_tracefree_ownership_2026-08-31/EXACT_DERIVATION.md
e4adabc1e862423cc68297305ed51903107feac135497d33f26f230f6a192fe6	udt_g310_differential_dual_reciprocity_tracefree_ownership_2026-08-31/AUDIT_REPORT.md
