sha256	path	kind
a548f3d70460954f908a1b06ecb47057172221f6b30dae9a8075ed0c3210114e	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/AUDIT_REPORT.md	package
f6c90a3d5853b0286c1966408ac798f1fa3bfcee494fcb777ebf22d69c073960	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/CATCH_PROOF_RESULT.json	package
4b0528f671fc631a3dce2e7d60dd619f3a2fcda4878ae87a85e59fe38786ef46	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/DERIVATION_RESULT.json	package
d5aee63b209da918a28a94470bb52285d1e78f95056f90f5347e92f2d7d8e839	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/EVIDENCE_GATES.md	package
fd5523d641438fe0ab84363c3f11f9871f4cab44c255717aee7dd9f8fcee37df	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/EXACT_DERIVATION.md	package
7aef4f18102c77774c6c4c002dfe99cb872ae8674b6ed99d084ed6bdc4ae38f0	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/INDEPENDENT_VERIFICATION.json	package
911a253d418d1fca7fee7bc743377ce2a022cf532fc8a181e231a7facad0bd0d	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/LAY_REPORT.md	package
b52a440b3e72ba2a3db720912ebab7be55a337b0a8a196a3496bcb895f528f7a	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/PREMISE_LEDGER.tsv	package
6bc8d62a6a0999ab28035cfe5342378c774d9b38b8e4f4ff983e952ae69e7817	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/PREREGISTRATION.md	package
075d409c983facabf5bb8680aaf5eb8257753c964c1425359a43bf0aeb3d5913	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/REPAIR_RECORD.md	package
01c14974ae4a8e5fdb74eefef70e53fdd679f7ffe712a929e34b55e91a33f899	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/REVIEW_REQUEST.md	package
861e84cea03a983365e78ce652d36527d82e5c7aab1ab48fe43d3e7ed92fe4c7	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/SOURCE_MANIFEST.tsv	package
62db2bc30bc046052378e35d8af588faa804cf2051b6543557307ee9a0ca4b04	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/STATUS.md	package
b127414dde1e356d45695cac9f1d4e8739e7b4b0177fec6b26bb388fe7bf7542	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/build_review_intake.py	package
f1fdf5041a3ac9e3d02613840acc8509fa9c9f5e2591cd59d65131b6db954247	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/derive_area_history_reframe.py	package
bead21778e123df6d413ea91f665f93b27bd33058fcddb33b66450808fad7471	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/run_catch_proofs.py	package
b3fddc0e7d5000ecb12a0a08af55d17ddd5c454eac05c56809545433e1ba4de6	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/verify_area_history_reframe_independent.py	package
10d2e010d56aef123623913a04165dd3d8e32603d6f85c918ecfec7061a6d3e1	udt_g134_full_metric_area_history_reframe_audit_2026-08-17/verify_package.py	package
d8dd1dbb1ad9c9225f42d0eb2bb8e5337084cf1051d830a6f019007bb45bab40	udt_g129_copresent_relational_network_faithfulness_2026-08-16/AUDIT_REPORT.md	source
bf10a9de3c73b5078dcd04e7be076cf291a94bd1e0ecec57eb87c2b3a01b2fa8	udt_g130_copresence_rank_complete_network_ownership_2026-08-16/AUDIT_REPORT.md	source
a7cd162443f777d38bdba3d6875bd9aa8ccbb1114defd3a95491d1327988d420	udt_g131_all_plane_terminal_reciprocal_scalar_faithfulness_2026-08-16/AUDIT_REPORT.md	source
337f9d74a18ba3707c7a77468d583d61f8c2ed9937241c37f55b5975027313fd	udt_g132_common_scale_owner_and_anchor_audit_2026-08-16/AUDIT_REPORT.md	source
84161a8e68f41918e3091fc4e35a3b10dd7fb0e23239cf574b34d23ca3b9fe19	udt_g133_fixed_K_two_density_overlap_descent_2026-08-16/AUDIT_REPORT.md	source
4d4ac4938942bda36f182ba51e8c790160ba139b8687b16519e85260fb4b56b1	udt_g133_fixed_K_two_density_overlap_descent_2026-08-16/EXACT_DERIVATION.md	source
23fe40c8066235d4c123b18f67f10e0cd3174951c0431e265d4e639424f02e9c	CURRENT_SCIENTIFIC_PREMISES.tsv	source
