source_id	path	git_blob	sha256	bytes	first_commit	first_commit_date	last_commit	last_commit_date	firewall	authority	use	anchor_line	anchor_sha256
S01	udt_reciprocity_regime_angular_center_audit_2026-07-22/AUDIT_REPORT.md	f5bc0a6675a0ada55cbfc512bd727894a3c64659	37ee959ad8a38283b8ba3d1a625de07cb7ce52ff11b06ac87629f8065169a3b9	8518	066d1ee05c3ad144d28b096b4a4728cca06941fa	2026-07-22T17:20:43-04:00	066d1ee05c3ad144d28b096b4a4728cca06941fa	2026-07-22T17:20:43-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	IMMEDIATELY_PRIOR_VERIFIED_WITH_CAVEATS_AUDIT	static angular-center condition and frame-regime classification	44	da2dfff0bcd8f59d51ae9007871c6706187e1f0324179fc40de8174df2861b92
S02	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	d72ec6a41da03f83e779b10b4ec205346f33f1e4	1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21	7649	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_RECIPROCAL_MEANING_AUDIT	founded local pair and tensorial macro observer reciprocity	17	580d4baf10c0fdc954383da8f306f66c2620b34b2f7a3a2428d7b93c01d2e3f5
S03	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	FOUNDING_DERIVATION_RECORD	static reciprocal metric and declared readout premises	30	b2d34c0cbaadfcaa356fa6faf32b2f678f8e296656ba4e1fb37bd1a9af4b1164
S04	UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_FOUNDATION_PACKET	reciprocal block and explicit transverse/time-live open scope	110	9573b72a229eb3f6ea350f16c5f63f5979eb1925ac50837e0b627f2194a616fa
S05	udt_time_live_characteristic_flux_audit_2026-07-21/AUDIT_REPORT.md	ebdd13d6949e0b066cf116f951c418611c2785ad	6949cfd631e13efe472713c887a586278f312d3798c0f60ea7218ff667761550	8882	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_BOUNDED_TIME_LIVE_AUDIT	time-live causal classes and action/boundary nonselection	13	bbeb477415557e2e32e9a5d659740695b5c481ffbc658240c4637a31a9ba723c
S06	metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	a290f59860a4be0d2e14a7148aa61cc8bc407380	ce76d6236b78a2c70fb47c17740ea07949d5845b2065683905dc3218a3a0fbbc	12057	35a7423e018e67c1aa02aef8932d0c92f036bd4b	2026-07-19T17:58:51-04:00	35a7423e018e67c1aa02aef8932d0c92f036bd4b	2026-07-19T17:58:51-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_METRIC_WIDE_AUDIT	warped angular and mixed curvature derives per representative	18	4d25d04a49a2d5f30fa1497fc38ded9e4c08c45af884c42c7f64536ba6d018d2
S07	invariant_reciprocal_causal_flow_2026-07-18/DERIVATION_REPORT.md	26f18453d056d5d77724cc3a664c508ea743311f	d4c91e6f3ed0c45fce88c8e8f58a070469c94dd4cd2bd78852a4157056887bc2	8878	a9bda35c2c4c49b328870758564a638fa81c1066	2026-07-18T23:44:10-04:00	a9bda35c2c4c49b328870758564a638fa81c1066	2026-07-18T23:44:10-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_CONDITIONAL_STATIC_OPTICAL_AUDIT	static normalized null readout and WR-L extension	7	77bb3af4f2d19e47131843b244d650db25d4497cf895ae6ba984740f332d38a8
S08	copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	13052	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_CONFORMAL_CAUSAL_AUDIT	positive common scaling preserves cones but not physical intervals	88	85b523013858965b1b3e0d68db1fce7bc6a6b9f1375f503b555a344b25d62ca3
S09	UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_LOCKED_FOUNDATION	pre-scale local common calibration and representative distinction	42	f17756f0f7bd895b1bb21bc19e5bb41d8301528281c7c6c0a99b82274c8cbdec
S10	udt_phi_metric_ontology_audit_2026-07-22/AUDIT_REPORT.md	8f583b340f683303f2644bd2d67698648a082692	f762051c7af6559556e6f2f68a6f85f3d4038dc9350822878619eb834ba30fee	10753	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_VERIFIED_WITH_CAVEATS_ONTOLOGY_AUDIT	phi logarithmic imbalance and complete-geometry ownership gap	14	6935ead4cf3e106e0c3963091e653978fe611ab7d4f1f141c0c4d6adc327f9d0
S11	udt_chart_coframe_invariance_atlas_2026-07-21/AUDIT_REPORT.md	142bb3d8fb5ee7e4767bb02599e5042d6e90e1b2	2fe285e5d2c1180d4f40798b17984621436c3ee4f6b7c5b393cee0ca79709b10	7701	e237b589d7604426df0a19e1362e2e77387834a2	2026-07-21T18:19:56-04:00	e237b589d7604426df0a19e1362e2e77387834a2	2026-07-21T18:19:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OBSERVED_BOUNDED_ATLAS	tensor invariance versus supplied coframe partitions	98	5cdcb6ef48ef835af8e40b5825367a29b2e262bd75ab743d5cc841493273a953
