path	size	sha256
sources/CURRENT_SCIENTIFIC_PREMISES.tsv	54750	666b8472c1b3084bdc018d87f2aa2988534e8d696795cf83e9546704a8d296b9
sources/udt_complete_timelive_orchestra_compatibility_audit_2026-08-10/AUDIT_REPORT.md	2524	6380857ad4d7b133aededa11f79e7c1929913e9cdda900f62e901e92fd6fad61
sources/udt_complete_timelive_orchestra_compatibility_audit_2026-08-10/EXACT_DERIVATION.md	9147	f6ce405e7bdb9c590d48fbeca728e879d9f0225aad3066424a2d3cf9e0e709d5
sources/udt_copresent_causal_pair_functor_selector_audit_2026-08-10/AUDIT_REPORT.md	3349	a9096d6251562959f16325bf165b475f3b81b430abdc415bcf4a1328a6815722
sources/udt_copresent_causal_pair_functor_selector_audit_2026-08-10/EXACT_DERIVATION.md	12584	b126515633a6f2aff6d34df820c005c9c77f46d279bf890781e3e67597c9333b
sources/udt_founding_pair_relation_functor_ownership_audit_2026-08-09/AUDIT_REPORT.md	2654	a1c6871ee6731f5b7ec51f55ec57b1cac73fca07782dd5507ca0a61ab62ae42f
sources/udt_founding_pair_relation_functor_ownership_audit_2026-08-09/EXACT_DERIVATION.md	12407	b41d49db51888523b99c14a83c632fd5c45ea7592eb0e4fbc4ab1016be69e93f
sources/udt_multichannel_observer_relation_assembly_audit_2026-08-10/AUDIT_REPORT.md	3198	f8ac4af925c56bc02889a3c1fa21bf56c7f45910b185934adef5a7365b899a59
sources/udt_multichannel_observer_relation_assembly_audit_2026-08-10/EXACT_DERIVATION.md	12927	43338f407460ed1698e1311bcb79048e2505ea374b04a9aeb8419fc8c812673b
sources/udt_native_history_restriction_from_scratch_2026-08-10/AUDIT_REPORT.md	2718	7426ca4a5d20d779d9c2df6df6f18071bb1bbba14213c26cb2d3e63c433f77c2
sources/udt_native_history_restriction_from_scratch_2026-08-10/EXACT_DERIVATION.md	8618	d4ad8db35d68bba341b9c93c43a2fac4bc1a71235a2769f67190b38fab297dc6
sources/udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/AUDIT_REPORT.md	4804	a15c22901f5f8f9401fb53b04cff23a0b14c3c5f56ac7bb4f3b23882d247669e
sources/udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/EXACT_DERIVATION.md	15088	fa0e31b16df98c3af3cf4aec878c4369642945ce35de20ab8e13b91eaf135e7a
sources/udt_three_observer_overlap_calibration_carry_audit_2026-08-10/AUDIT_REPORT.md	2424	449edc1285661b12cad5fd83986bc96d631159d9ad9c77d97b3a21c3425f530d
sources/udt_three_observer_overlap_calibration_carry_audit_2026-08-10/EXACT_DERIVATION.md	10789	c691c14076f179c8765f9261521a4f9e2c21ab1e1c3817dfb199085098d13d1c
udt_complete_observer_network_assembly_from_scratch_2026-08-11/AUDIT_REPORT.md	2039	872ef721a0dc914e894f2205a0343967daa02a933a466fab62796fd5667102cc
udt_complete_observer_network_assembly_from_scratch_2026-08-11/CATCH_PROOF_RESULT.json	871	4bfa8ad48960e10f71573d78fb244716c820405f2125a79566e4b3e54c212dfc
udt_complete_observer_network_assembly_from_scratch_2026-08-11/DERIVATION_RESULT.json	2028	53efecb558dc37c5017b3c9e13b2358a389c10fd7f2e07bc7f7635ebb8da7312
udt_complete_observer_network_assembly_from_scratch_2026-08-11/EXACT_DERIVATION.md	8806	37f9953d09fb55acb429d85c0da85206d958c8775ae846bfcd8794bcd1d393bf
udt_complete_observer_network_assembly_from_scratch_2026-08-11/EXTERNAL_REVIEW_DISPATCH.md	3549	0d794a356982b7f4cc1f17ba96c3ebe5331c81653718467478f3000f66440d13
udt_complete_observer_network_assembly_from_scratch_2026-08-11/FALSIFICATION_CONTRACT.tsv	1628	6c05757a478451787fc8bb045b422c059a35913e2031f57d75c8dcc641879784
udt_complete_observer_network_assembly_from_scratch_2026-08-11/INDEPENDENT_VERIFICATION_RESULT.json	298	39ac4b7435196e0326c970486f4d8bf1cda9c279486cecdd80533c44decc6ca2
udt_complete_observer_network_assembly_from_scratch_2026-08-11/LAY_REPORT.md	1383	80e612c59fe03b87ab0abb1e9c247a1c9e3ca38adc17b1fe7ef9ebcd20478bbc
udt_complete_observer_network_assembly_from_scratch_2026-08-11/NETWORK_AXES.tsv	1087	44ca2f9e3c88218e9663046d9dbf6f950bd2cc3b11748fd3ea46ad2288087f18
udt_complete_observer_network_assembly_from_scratch_2026-08-11/NEXT_STEP.md	831	f17f2948a10b3cdf842f3f05b10fe9e683d9a035f84e562a061d4e97037bb0f2
udt_complete_observer_network_assembly_from_scratch_2026-08-11/OWNER_CLASSIFICATION.tsv	1776	e22e32e4cfe9d593b159323da991946d62ad4a4272e1d41f43a1ed7186eaa7ea
udt_complete_observer_network_assembly_from_scratch_2026-08-11/PONDER_MAP.md	1364	c4003ea44a82c8622c69b7276e47fb909cec9ef32624d8012611431f8c4800a6
udt_complete_observer_network_assembly_from_scratch_2026-08-11/PREMISE_LEDGER.tsv	1862	4bc92a6c0affbb75e095c6033328f74d935bf4c6c2d82a0cda74474ee59ceb42
