path	blob	sha256	size	base
udt_dual_systole_global_transport_audit_2026-07-24/SHA256SUMS.txt	7814e7a4914f64dd5c6a34066393b462959aeeb2	f26f1b1a126adb36b27b3b9dc31b01cb4ddd8f0729fff9adf9a415fd4fc1340d	3174	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_dual_systole_global_transport_audit_2026-07-24/AUDIT_REPORT.md	5a8ac7ca1190fed19400295e67e45567bab623b0	a60dbce9e8908436b5038001be015c6a8b9d019cb74256cf63091f3f92f54582	5188	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_dual_systole_global_transport_audit_2026-07-24/STATUS_LEDGER.tsv	6ac4b94c297f3f6cea512b84f7124244a256badf	fb84a1f9343efbb0d7e1f80554eafa9d67ca7f4095766c7f42ae2cb8cafdfd8e	3197	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_dual_systole_global_transport_audit_2026-07-24/EXACT_DERIVATION.md	72b61fc3b863417c7d61b6bde85971785bd3245b	1322be1a174b7ba19677004e77ff6bf537060fa722dfdb7c8f0dc12b4f86f406	4213	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_dual_systole_global_transport_audit_2026-07-24/GLOBAL_TRANSPORT_ATLAS.tsv	c1ae2bd71be64618b40ebdd0d4124427c15a9a8e	ccac1057e0e734768161f334d53005f41aff9b8aeedbd3713b1c937c3c0e1a59	3000	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_dual_systole_global_transport_audit_2026-07-24/NEXT_STEP.md	3bc4cfc792e0666da2d2fab44b2ba657df681a4e	f2aebe3e51836aac8c988204da281a0194647b771add7da795fada1639298108	1056	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_pre_density_substrate_response_atlas_2026-07-24/SHA256SUMS.txt	8af6165fa7a7fa6773771d26b24b198a07e2b478	90ca8ecb0d9816e888860453f5a7702e86e650facb962affbc15e27ee7911595	3643	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_pre_density_substrate_response_atlas_2026-07-24/AUDIT_REPORT.md	ab23332f28e1a57ff44b662f222703408985ed1e	8f3a3947ce8421b53c95285266421f45df354c2bb5a6f96c6c5d6129e89f7d5a	8983	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_pre_density_substrate_response_atlas_2026-07-24/STATUS_LEDGER.tsv	704776091d7273ae49be79320a6cc0f7a154d081	d518c8c2266a5a37f61b5c0f1c35d830a86514d580e551ae6af19070cfd959cc	3174	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_pre_density_substrate_response_atlas_2026-07-24/GLOBAL_DESCENT_ATLAS.tsv	d322a27e87eddc0d5adda5c92229b03299201906	ec4ba925b121525048a3546d652c0f095bf6810a1d3e835cfbf8d79ad5aa802c	4591	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
bootstrap_variation_selector_2026-07-18/SHA256SUMS.txt	176dfe6cacd0481d4e02d478effc5978f831620b	cad3c4f0dccc1599c5b4ff48c6adafa32fb64b590e4ef4f0f6e20e5e96de9bed	881	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
bootstrap_variation_selector_2026-07-18/STATUS_LEDGER.tsv	113f2c64e598e97ded7c465f8f7dfa705bbb6005	d271b483a02e0732bbab7f597b59827810586894ea29a8717f3cfff3c87949e6	3832	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
bootstrap_csn_phi_angular_selector_2026-07-19/SHA256SUMS.txt	d2c0cc968ed8b059108f610bbbeeaa6183750f59	1a48e574835ee3838514294a7badd2415a74cdb0d10cf0545c30d3698ab022d2	1810	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	11250	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
bootstrap_csn_phi_angular_selector_2026-07-19/STATUS_LEDGER.tsv	d169c0ab5ed6d85d0e1bf7732dd2f11d6e65dbef	487fc2b4fed1e47b11fbe1c61325787a8bdb743227a8133f06dadfb66fc0c2ee	7141	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_native_coframe_composition_law_audit_2026-07-23/MANIFEST.sha256	3202225d180189c091f9ddf9a1e687d37084502c	3b9508709ca78c214ce2d07c651ab827d3431a96aa7096347a9420ba6d29c42c	3247	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_native_coframe_composition_law_audit_2026-07-23/AUDIT_REPORT.md	0593ef63c4ae5e8c622147e3fd3c9ba5b6a3c3c1	b6f484a77b202b695ac76306e8d0ebf66b14f73b7eb671431c4821259a719ce8	12718	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_native_coframe_composition_law_audit_2026-07-23/STATUS_LEDGER.tsv	bacc8005ab3b31a3d9c9cc5f5045820b77d4b0f5	385f3b4b50ab9007e584bcf5e1e461e6913800e4fafc28a7a6b561aacff06a0c	2761	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_finite_cell_cartan_transport_atlas_2026-07-23/MANIFEST.sha256	f6b0bdef1e408577cef03d2f29276b6e127c468e	f70ec5f8bad2fc648ff4d9d983628bd7a450374db2fd3fc766a88c6ae67e7c5e	2220	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_finite_cell_cartan_transport_atlas_2026-07-23/AUDIT_REPORT.md	999aeed00220ad3cfcd0a5b6b792c9231e85f404	422a96a0b8ce50b1b74c0e7ea78ac9b0f6ec2d5ef8ea59c69c2b3f9941f25df7	6490	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_global_metric_assembly_atlas_2026-07-22/SHA256SUMS.txt	54eb9b7696a9c9295ae8c6e1831293942d649c3e	d4c7e7e16e38496343bbfbc8ef0867de45657ea2e25a724b44b653ff1b276374	5066	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_hopf_realization_deformation_audit_2026-07-23/SHA256SUMS.txt	075a9c61ffd3893f76d4394d011c16d7f94c11a2	b1b69eb7a1aa1bfbc747f85d51c59cb835d1206c77a5be81d3eac993ee910e2b	2075	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_hopf_realization_deformation_audit_2026-07-23/GLOBAL_COMPLETION_OUTCOMES.tsv	e40e0e52451c76e096cf06d0ae120f12f9561488	560b883f856d7f240581e951ae3fcff37e928635771e4191c635611e29b3e03b	3058	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/SHA256SUMS.txt	64831837e088b9cdd434997dabf711653f3fb636	95b69c6400aa60923126b1be4e84511876475791b49ba47a08d57db115078360	1807	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
matter_bootstrap_dimensional_inventory_2026-07-20/SHA256SUMS.txt	61d69e877fdb0a7723611b782b2d64fc9ac45f23	716c2ad9c071a49f75b4c340d6d980d75cfc0a48b0923c39e0cf3d100759ae77	2807	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
native_hopfion_topology_audit_2026-07-19/SHA256SUMS.txt	763ac080f051d454794ca59faafeae8b4a191e05	6f03f82d485d4a20c2d2bfc13dc8979c1b229bf92c53f0eb36831abf3d75febc	1280	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	beaf9c20e607b9160ee466a31c43a329a2b13db5	9b7c172a395084bf9a7fede33a261de7a61ca7704c3650e9b7828f9ec814b668	20339	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_three_reciprocity_delta_k_audit_2026-07-23/MANIFEST.sha256	9a2231453dbc12b80552ed8c88f47dd696f36d06	5e96426627e86abdb27fab0399e2461358dda273e22c18034e54d86f1eaa95e8	2999	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_three_reciprocity_delta_k_audit_2026-07-23/AUDIT_REPORT.md	1a08a06ccd4766c57d5ff41f038e5f5c92229a76	a7e00f3cdc5b7ee3e26afdd0426ca27b5b663f0b5477977650f9a995f04fa214	7230	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_three_reciprocity_delta_k_audit_2026-07-23/STATUS_LEDGER.tsv	4f5be40e46f6cd97dde29d7e31296d67c527dab2	c5ebf176249ff0fc0de5a5e9f02bd80fd563febf0948d2ecd1f1c7cb43f9505a	1178	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
udt_three_reciprocity_delta_k_audit_2026-07-23/THREE_RECIPROCITY_ROLE_MAP.tsv	4cd972f7873a30e75b13973f019f4acb8d22d800	9badc7166abc59b185ffe9b3ddc4fc7ae6ad745114ddfdbddeb3eac40f531267	710	bcd1692e8a2bdf2300c7e7f13f5d0f4f34d490f9
